ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Speaker_name	Speaker_gender	Speaker_birth
tbmm-2011-07-04s01p001	The Turkish parliamentary corpus ParlaMint-TR, Session 2 [ParlaMint SAMPLE]	2014-08-25	2014-08-25	24	2	-	-	-	Reference	Regular	MP	CHP	Cumhuriyet Halk Partisi	Ekşi, Osman Oktay	M	-
tbmm-2011-07-04s01p002	The Turkish parliamentary corpus ParlaMint-TR, Session 2 [ParlaMint SAMPLE]	2014-08-25	2014-08-25	24	2	-	-	-	Reference	Regular	MP	CHP	Cumhuriyet Halk Partisi	Ekşi, Osman Oktay	M	-
tbmm-2011-07-04s02p088	The Turkish parliamentary corpus ParlaMint-TR, Session 2 [ParlaMint SAMPLE]	2014-08-25	2014-08-25	24	2	-	-	-	Reference	Regular	MP	AKP AK Party	Adalet ve Kalkınma Partisi	Çiçek, Cemil	M	-
tbmm-2011-07-04s02p090	The Turkish parliamentary corpus ParlaMint-TR, Session 2 [ParlaMint SAMPLE]	2014-08-25	2014-08-25	24	2	-	-	-	Reference	Regular	MP	CHP	Cumhuriyet Halk Partisi	Ekşi, Osman Oktay	M	-
