ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK_20141008130000	Hansard of the session of the Danish Parliament (Folketinget), 20141, M2 (2014-10-08), final version	2014-10-08	2014-10-08	-	20141	-	2	-	Reference	Chairperson	MP	S	Socialdemokratiet	coalition	Lykketoft, Mogens	M	1946
ParlaMint-DK_20141008130437	Hansard of the session of the Danish Parliament (Folketinget), 20141, M2 (2014-10-08), final version	2014-10-08	2014-10-08	-	20141	-	2	-	Reference	Chairperson	MP	S	Socialdemokratiet	coalition	Lykketoft, Mogens	M	1946
