ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK_20161111100007	Hansard of the session of the Danish Parliament (Folketinget), 20161, M15 (2016-11-11), final version	2016-11-11	2016-11-11	-	20161	-	15	-	Reference	Chairperson	MP	DF	Dansk Folkeparti	Kjærsgaard, Pia	F	1947
ParlaMint-DK_20161111100112	Hansard of the session of the Danish Parliament (Folketinget), 20161, M15 (2016-11-11), final version	2016-11-11	2016-11-11	-	20161	-	15	-	Reference	Chairperson	MP	DF	Dansk Folkeparti	Kjærsgaard, Pia	F	1947
ParlaMint-DK_20161111151753	Hansard of the session of the Danish Parliament (Folketinget), 20161, M15 (2016-11-11), final version	2016-11-11	2016-11-11	-	20161	-	15	-	Reference	Chairperson	MP	DF	Dansk Folkeparti	Kjærsgaard, Pia	F	1947
ParlaMint-DK_20161111151807	Hansard of the session of the Danish Parliament (Folketinget), 20161, M15 (2016-11-11), final version	2016-11-11	2016-11-11	-	20161	-	15	-	Reference	Chairperson	MP	DF	Dansk Folkeparti	Kjærsgaard, Pia	F	1947
