ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	LT	-	2513	JL-PKS	2002	9.8	2.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	2000	-	-	-	-	-	6	2	-	-	-	5	3.3	-	1.7	6	1.5	-	1.7	-	1.5	-	1.6	-	4	-	0	5	1	8.6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	-	-	-	-	-	-	-	-	1.2	2020.1
1999-2019	LT	-	2509	LCS	2002	5.6	6.2	-	-	-	-	-	-	-	-	88420	-	-	-	-	-	0	-	2000	-	-	-	-	-	4.2	6	-	-	-	5	3.8	-	5.7	4.5	4.8	-	5.8	-	5	-	6.4	-	10	-	0	5	3	4.2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.4	-	-	-	-	-	-	-	-	2.9	2020.1
1999-2019	LT	-	2508	LKDP	2002	7.4	4.2	-	-	-	-	-	-	-	-	88521	-	-	-	-	-	0	-	2000	-	-	-	-	-	5.8	3	-	-	-	6.2	4.9	-	3	5	3.7	-	4.5	-	2.8	-	5.4	-	6	-	0	5	4	8.2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.4	-	-	-	-	-	-	-	-	3.1	2020.1
1999-2019	LT	-	2505	LLS	2002	8.2	8.5	-	-	-	-	-	-	-	-	88422	-	-	-	-	-	0	-	2000	-	-	-	-	-	3.4	5.5	-	-	-	5	2.2	-	5.5	4.3	4.4	-	5.4	-	5.8	-	7.0	-	10	-	0	5	3	2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23.4	-	-	-	-	-	-	-	-	17.3	2020.1
1999-2019	LT	-	2503	LRS	2002	2.2	2.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	2000	-	-	-	-	-	5.5	4	-	-	-	5.7	4.2	-	3.5	4	4	-	4.3	-	4.5	-	4.2	-	3.3	-	0	5	8	7	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	2.1	2020.1
1999-2019	LT	-	2507	LVP	2002	2.0	1.5	-	-	-	-	-	-	-	-	88810	-	-	-	-	-	0	-	2000	-	-	-	-	-	6.6	3	-	-	-	6.5	5.6	-	2.2	5	2	-	4.3	-	2	-	3.4	-	6.7	-	0	5	11	8.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.8	-	-	-	-	-	-	-	-	4.1	2020.1
1999-2019	LT	-	2514	MKDS	2002	7.0	6.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	2000	-	-	-	-	-	4.5	5.5	-	-	-	5.6	2.2	-	5	5	5	-	6	-	5.6	-	6.6	-	9.3	-	0	5	4	5	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.1	-	-	-	-	-	-	-	-	-	2020.1
1999-2019	LT	-	2502	NDP	2002	3.2	3.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	2000	-	-	-	-	-	6.2	5	-	-	-	6	3.1	-	-	4.5	4	-	5	-	3.7	-	5.2	-	6.7	-	0	5	5	6.2	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	2.1	2020.1
1999-2019	LT	-	2510	NKS	2002	6.6	5.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	2000	-	-	-	-	-	5.7	4	-	-	-	5	4.2	-	4.3	4	4	-	4	-	4.3	-	6.0	-	5.8	-	0	5	2	5.2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	-	-	-	-	-	-	-	-	2	2020.1
1999-2019	LT	-	2504	NS	2002	3.4	3.5	-	-	-	-	-	-	-	-	88410	-	-	-	-	-	0	-	2000	-	-	-	-	-	6	5	-	-	-	6	4	-	4	4.5	3	-	5	-	4.5	-	6.0	-	8	-	0	5	3	6	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19.9	-	-	-	-	-	-	-	-	19.6	2020.1
