ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	AT	-	1308	MARTIN	2006	4.2	5.0	-	-	-	-	-	-	3.4	7.4	-	-	4.6	4.2	3.5	5.8	1	-	2006	-	-	14	4.5	2.6	-	-	-	-	-	4.3	3	-	-	-	5.2	-	4.4	-	4.4	-	2.7	-	9.6	1.8	1	8	9	3.4	-	-	-	-	0.0	-	5.2	3.8	-	-	-	-	-	-	-	-	4.8	-	-	-	3.4	4.8	2.2	2.8	2	4	-	0	2.2	3	6.2	5.2	3.4	2.4	3	3	2.8	2020.1
1999-2019	AT	-	1308	MARTIN	2010	4.8	3.7	-	-	-	-	-	-	4.8	4.9	-	-	-	-	3.9	4	1	-	2008	2.4	3.8	17.7	5.9	4.2	-	-	2.5	-	-	5.1	1.3	-	-	-	5.1	-	4	-	4.8	-	3.8	-	9.7	2.3	1	14	9	5	-	-	-	-	0.0	-	5.6	5.1	2.6	5.7	-	-	-	-	-	4.8	6	-	-	-	4.6	4.2	3.4	3.8	3.8	3.4	-	-	3.4	3.9	4.6	4	4.4	3.2	-	-	-	2020.1
1999-2019	AT	BZÖ	1307	BZO	2006	8.8	6.0	-	-	-	-	-	-	8.8	7.5	42710	-	9.5	9.3	3.5	6.3	1	-	2006	-	-	-	9.7	7.7	-	-	-	-	-	4.2	2.6	-	-	-	2.2	-	2.8	-	3.5	-	2.5	-	5.8	1	1	8	1	8.8	-	-	-	-	1.0	-	9.5	9.2	-	-	-	-	-	-	-	-	9.7	-	-	-	5.5	3	5	5.3	5.2	4.5	-	3.8	6.7	7.8	6.2	6.3	6.7	6	2	5.2	4.1	2020.1
1999-2019	AT	BZÖ	1307	BZO	2010	8.3	7.3	-	-	-	-	-	-	7.7	7.5	42710	-	-	-	6.8	7.8	1	-	2008	3.6	7.2	4.6	8.1	7.1	-	-	2.9	-	-	3.8	2.8	-	-	-	3.4	-	2.9	-	3.2	-	2.4	-	5.6	1.2	1	14	1	7.8	-	-	-	-	0.0	-	8.6	8.6	4	6	-	-	-	-	-	8.5	8.8	-	-	-	5.1	6.4	4.8	4.5	5.2	5.8	-	11.5	6.4	7.4	7.3	6.2	4.6	4.6	-	-	10.7	2020.1
1999-2019	AT	BZÖ	1307	BZO	2014	7.8	7.2	-	-	7	-	-	6.9	7.2	-	42710	4.7	-	-	-	7	1	7	2013	-	6.5	0.5	8.2	-	-	-	2.4	-	1.4	2.8	3.8	-	-	-	3	-	2.3	-	2.9	-	2.7	-	4.8	1.2	1	10	1	7.2	-	-	5.7	-	0.0	-	8.7	-	-	7.1	-	13	1	32	-	-	8.6	8.3	-	-	-	6.3	-	4.7	-	5.5	-	0	-	6.6	7	-	5	-	-	-	3.5	2020.1
1999-2019	AT	FPÖ	1303	FPO	1999	7.9	6.4	-	-	-	-	-	-	-	-	42420	-	-	-	-	-	1	-	1999	-	-	23.4	-	-	-	2	-	-	-	2.2	2.5	-	3.5	4.2	5.5	1.5	4	-	-	-	2.6	-	5	-	1	5	1	7.1	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28.4	-	-	-	-	-	-	-	-	26.9	2020.1
1999-2019	AT	FPÖ	1303	FPO	2002	8.6	7.3	-	-	-	-	-	-	-	-	42420	-	-	-	-	-	1	-	2002	-	-	30.7	-	-	3.9	4	-	-	-	5	7.5	-	3	4.1	2.7	-	3.6	-	3	-	2.6	-	7.9	-	1	8	1	9	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.8	-	-	-	-	-	-	-	-	10	2020.1
1999-2019	AT	FPÖ	1303	FPO	2006	9.7	4.8	-	-	-	-	-	-	9	7.8	42420	-	9.8	9.7	3.3	5.7	1	-	2006	-	-	6.3	9.8	7.8	-	-	-	-	-	3.8	1.3	-	-	-	1.8	-	2.8	-	3	-	1.8	-	6.3	1	1	8	1	9.7	-	-	-	-	0.0	-	9.8	9.7	-	-	-	-	-	-	-	-	9.8	-	-	-	5.5	2.7	4.2	6.2	5.5	5.2	-	11.5	7.3	9.5	5.7	6.5	6.3	5.5	1.3	5.3	11	2020.1
1999-2019	AT	FPÖ	1303	FPO	2010	8.9	5.0	-	-	-	-	-	-	8.7	8.6	42420	-	-	-	5.3	5.1	1	-	2008	3.5	6.6	12.7	8.9	8	-	-	2.9	-	-	3.4	2.3	-	-	-	3.4	-	2.4	-	2.6	-	1.9	-	7.4	1.1	1	14	1	8.7	-	-	-	-	0.0	-	9.5	9.8	4.5	6	-	-	-	-	-	9.6	9.6	-	-	-	5.1	4.9	4.3	4.5	6.5	7	-	18.6	6.6	8.2	5.6	5.5	4.6	5.1	-	-	17.5	2020.1
1999-2019	AT	FPÖ	1303	FPO	2014	8.7	5.5	-	-	5	-	-	8	8.5	-	42420	5.1	-	-	-	5.2	1	4.9	2013	-	6	19.7	8.8	-	-	-	2.9	-	1.4	2.9	1.7	-	-	-	2.8	-	1.8	-	2.6	-	1.9	-	6.7	1	1	10	1	8.8	-	-	7	-	0.0	-	9.9	-	-	7.5	-	9	1	12	-	-	9.9	9.4	-	-	-	4.7	-	5.4	-	6.3	-	21.9	-	8.9	5.6	-	4.9	-	-	-	20.5	2020.1
1999-2019	AT	FPÖ	1303	FPO	2019	9.1	6.5	7	2.9	4.2	-	9.3	7.6	9.4	-	42420	4.8	-	-	-	6.1	1	6.5	2019	3.1	8.4	17.2	9.1	-	-	1	-	4.2	1.4	2.8	2.5	-	-	-	-	-	1.8	-	3.2	-	2.3	-	6.3	-	1	10	1	8.9	1.8	0.5	7.7	-	0.0	0.5	9.8	9.7	-	-	8.7	-	-	-	0.5	9.9	9.9	9.9	8.2	6.1	5.9	5.6	-	5.7	-	5.9	3.9	16.9	-	8.4	6.7	-	6.3	-	-	-	16.2	2020.1
1999-2019	AT	GRÜNE	1304	GRUNE	1999	2.9	3.0	-	-	-	-	-	-	-	-	42110	-	-	-	-	-	1	-	1999	-	-	9.3	-	-	-	6.3	-	-	-	6	3.5	-	6.2	6.3	7	5	4	-	-	-	5.3	-	5	-	1	5	7	2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.7	-	-	-	-	-	-	-	-	7.4	2020.1
1999-2019	AT	GRÜNE	1304	GRUNE	2002	2.8	2.8	-	-	-	-	-	-	-	-	42110	-	-	-	-	-	1	-	2002	-	-	9.3	-	-	4	6	-	-	-	5.9	3.2	-	6.1	6.9	6.2	-	5.1	-	4.9	-	6.1	-	7.1	-	1	8	7	1.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.3	-	-	-	-	-	-	-	-	9.5	2020.1
1999-2019	AT	GRÜNE	1304	GRUNE	2006	2.2	2.6	-	-	-	-	-	-	0.8	8.2	42110	-	1.7	8.7	5.7	2.3	1	-	2006	-	-	12.9	0.5	6.8	-	-	-	-	-	5.6	4	-	-	-	6	-	4.2	-	3.5	-	6.1	-	5.8	5.2	1	8	7	0.8	-	-	-	-	0.0	-	1	9	-	-	-	-	-	-	-	-	0.7	-	-	-	7.2	1.5	3.8	3.7	4.2	0.7	-	11.5	8.5	0.2	1.7	7.3	3	6.2	1	5.8	11.1	2020.1
1999-2019	AT	GRÜNE	1304	GRUNE	2010	2.3	2.2	-	-	-	-	-	-	1.7	7.4	42110	-	-	-	5.5	2.4	1	-	2008	8.6	1.1	9.9	1.9	8.1	-	-	1.2	-	-	6.2	2.5	-	-	-	6.3	-	5.3	-	5	-	6.1	-	6.0	5.4	1	14	7	1.5	-	-	-	-	0.0	-	1.5	7.9	5.1	6.2	-	-	-	-	-	7.9	1.6	-	-	-	6.3	2	4.8	4.2	3.7	1.9	-	10.9	8.1	0.9	2	6.7	3	5.6	-	-	10.4	2020.1
1999-2019	AT	GRÜNE	1304	GRUNE	2014	3.0	2.8	-	-	5.4	-	-	4.8	1.8	-	42110	8.1	-	-	-	3.2	1	2.8	2013	-	1.6	14.5	1.4	-	-	-	1	-	4.6	5.7	2.4	-	-	-	6.1	-	5.6	-	5.1	-	6.5	-	5.2	4.1	1	10	7	1.7	-	-	7.3	-	0.0	-	1.7	-	-	5.6	-	6	3	14	-	-	1.8	1.6	-	-	-	2.1	-	4.4	-	1.1	-	13.1	-	0.9	2.5	-	2.8	-	-	-	12.4	2020.1
1999-2019	AT	GRÜNE	1304	Grune	2019	2.5	2.5	3.5	2.5	4.7	-	1.4	3.3	2.1	-	42110	7.4	-	-	-	2.4	1	2.7	2019	10	1.5	14.1	1.6	-	-	5.9	-	1.6	5.2	4.7	2	-	-	-	-	-	5.4	-	5	-	6.5	-	6.8	-	1	10	7	1.4	1.5	0.5	6.8	-	0.5	2.6	2.7	6.1	-	-	4.8	-	-	-	1.9	6	1.4	1.3	6	5.9	6.4	2.5	-	5	-	1.1	2.9	14.2	-	0.5	2.5	-	2.4	-	-	-	13.9	2020.1
-	AT	JETZT	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	AT	LIF	1306	LIF	1999	4.6	7.6	-	-	-	-	-	-	-	-	42421	-	-	-	-	-	1	-	1999	-	-	2.7	-	-	-	6	-	-	-	5	1.0	-	3.3	5.8	6.8	5.5	6.2	-	-	-	7.0	-	6	-	1	5	3	1.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	3.7	2020.1
1999-2019	AT	LIF	1306	LIF	2002	4.6	7.0	-	-	-	-	-	-	-	-	42421	-	-	-	-	-	1	-	2002	-	-	2.7	-	-	1	5.5	-	-	-	3	2.2	-	5	-	5.5	-	6	-	6.3	-	6.7	-	5.3	-	1	8	3	2.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	1	2020.1
1999-2019	AT	LIF	1306	LIF	2006	4.4	7.5	-	-	-	-	-	-	0.8	8.6	42421	-	1.2	6	8.2	8.6	1	-	2006	-	-	-	1.8	4	-	-	-	-	-	-	1.7	-	-	-	6.2	-	6.3	-	6.2	-	6.4	-	6.1	5	1	6	3	1.4	-	-	-	-	0.0	-	1.2	5.5	-	-	-	-	-	-	-	-	1.6	-	-	-	4.7	6.6	4	3	4.8	2.5	-	-	6	1	8.2	8.5	1.2	4.2	4.3	3	-	2020.1
1999-2019	AT	NEOS	1306	NEOS	2014	6.0	7.6	-	-	7.1	-	-	6.2	2.6	-	42421	7.1	-	-	-	8	1	7.8	2013	-	5	8.1	3	-	-	-	1.2	-	4.6	4.9	2.2	-	-	-	5.9	-	5.9	-	6.2	-	6.3	-	4.8	3.5	1	10	3	2.9	-	-	6.5	-	0.0	-	4	-	-	6	-	13	5	16	-	-	3.3	2.7	-	-	-	6.6	-	4.4	-	2.1	-	4.9	-	2	7.4	-	2.6	-	-	-	5	2020.1
1999-2019	AT	NEOS	1306	NEOS	2019	5.9	7.1	1.5	1.8	7.4	-	1.2	3.2	2.8	-	42421	8	-	-	-	8.1	1	8	2019	5.4	5.4	8.4	2.5	-	-	5.6	-	1.5	5.9	4.3	1.5	-	-	-	-	-	6.1	-	6.8	-	6.7	-	7.2	-	1	10	3	2.3	1.6	1.5	6.4	-	0.0	2.2	4.3	4.9	-	-	5.2	-	-	-	2.3	4.3	3.1	1.4	5.4	2.8	6.7	6.9	-	6	-	1.6	2.4	8.2	-	1.6	7.6	-	1.9	-	-	-	8.1	2020.1
1999-2019	AT	SPÖ	1301	SPO	1999	4.0	4.2	-	-	-	-	-	-	-	-	42320	-	-	-	-	-	1	-	1999	-	-	31.7	-	-	-	5	-	-	-	5.5	2.5	-	6.8	5.6	5.5	5.3	5	-	-	-	6.6	-	5.5	-	1	5	5	4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35.5	-	-	-	-	-	-	-	-	33.2	2020.1
