ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	NL	CDA	1001	CDA	2014	6.8	6.6	-	-	6.7	-	-	1.4	6.9	-	22521	1.3	-	-	-	6.8	1	5.9	2012	-	6.2	15.2	5.7	-	-	-	1	-	4.6	6	3.8	-	-	-	4.9	-	5.4	-	6.2	-	5.5	-	4.7	3.7	1	11	4	6.4	-	-	5.1	-	0.0	-	6.5	-	-	3.5	-	13	14	8	-	-	6.9	6.2	-	-	-	6.3	-	3.3	-	6.9	-	8.7	-	5.4	6.7	-	7.6	-	-	-	8.5	2020.1
1999-2019	NL	CDA	1001	CDA	2019	6.8	6.7	3.2	3.7	5.8	-	4	1	7	-	22521	1.7	-	-	-	6.6	1	5.7	2017	4.1	6.5	12.2	5.6	-	-	4	-	4.8	4.1	5.3	2	-	-	-	-	-	4.1	-	6.1	-	5.3	-	4.4	-	1	13	4	7.2	3.2	2.7	6.3	-	1.0	5	7	5.6	-	-	6.3	-	-	-	4.4	5.7	6.8	6.8	1.6	3.9	6.1	6	-	2.8	-	7.1	3	12.7	-	5.7	6.2	-	8	-	-	-	12.4	2020.1
1999-2019	NL	CU	1016	CU	2002	6.6	5.3	-	-	-	-	-	-	-	-	22526	-	-	-	-	-	1	-	2002	-	-	-	-	-	4.8	5	-	-	-	4.2	1.1	-	4.3	5.2	3.7	-	5	-	3.8	-	4.2	-	3.7	-	1	9	10	8.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.7	-	-	-	-	-	-	-	-	2.5	2020.1
1999-2019	NL	CU	1016	CU	2006	6.0	4.1	-	-	-	-	-	-	6.8	5.2	22526	-	6.6	6	5	3.5	1	-	2006	-	-	5.9	4.8	5.2	-	-	-	-	-	3.2	1	-	-	-	4.2	-	4.7	-	3.8	-	3.5	-	3.7	2.3	1	12	10	8.4	-	-	-	-	0.0	-	5.7	5.3	-	-	-	-	-	-	-	-	6.7	-	-	-	5.6	4.2	1.7	5	8.8	9	-	4	6.5	8.3	4.2	5.8	6.2	6	6.2	3.7	4	2020.1
1999-2019	NL	CU	1016	CU	2010	5.4	5.0	-	-	-	-	-	-	5.8	4.6	22526	-	-	-	4.6	4.8	1	-	2010	5.2	4.7	3.4	5.2	6	-	-	1.9	-	-	4.5	1.8	-	-	-	4.4	-	4	-	4.6	-	3.8	-	4.3	2.8	1	14	10	7.4	-	-	-	-	0.0	-	4.9	5.1	4.4	4.3	-	-	-	-	-	5.5	6.6	-	-	-	5	4.4	4	4.5	9.3	9	-	3.3	7	6.4	4.8	5	6.4	5.8	-	-	3.2	2020.1
1999-2019	NL	CU	1016	CU	2014	5.4	4.1	-	-	5.3	-	-	2.1	5.8	-	22526	1.3	-	-	-	4.3	1	4	2012	-	3.8	3.9	4.7	-	-	-	1.8	-	2.6	2.5	1.4	-	-	-	2.9	-	2.7	-	3.9	-	3.4	-	5	2	1	11	10	7.7	-	-	7.1	-	0.0	-	3.8	-	-	4.3	-	13	15	14	-	-	6.1	6.3	-	-	-	4.1	-	3.3	-	8.4	-	3.3	-	7.2	4.7	-	6.5	-	-	-	3.1	2020.1
1999-2019	NL	CU	1016	CU	2019	5.1	4.3	2.6	2.5	4.1	-	2.9	1	5.2	-	22526	1.9	-	-	-	4.1	1	3.8	2017	6.1	4.6	3.4	4.6	-	-	3.7	-	2.3	3.5	4	3	-	-	-	-	-	3.1	-	5	-	4.0	-	4.2	-	1	13	10	8.2	1.2	1	7.9	-	0.0	3.4	4.5	5.4	-	-	5.6	-	-	-	2.6	5	5.9	5.9	1.8	5.2	5.3	4.2	-	3.5	-	8.6	2.8	3.3	-	6.4	4	-	7.1	-	-	-	3.4	2020.1
1999-2019	NL	D66	1004	D66	1999	4.4	4.9	-	-	-	-	-	-	-	-	22330	-	-	-	-	-	1	-	1998	-	-	5.8	-	-	-	6.4	-	-	-	5.4	1.6	-	5.6	6.2	6.4	5.8	6.1	-	-	-	6.6	-	4.3	-	1	11	3	2.3	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.3	-	-	-	-	-	-	-	-	9	2020.1
1999-2019	NL	D66	1004	D66	2002	4.6	5.1	-	-	-	-	-	-	-	-	22330	-	-	-	-	-	1	-	2002	-	-	5.8	-	-	3.7	6.1	-	-	-	4.7	1.1	-	5.1	6	6.2	-	6.1	-	5.8	-	6.4	-	6.7	-	1	9	3	1.4	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.7	-	-	-	-	-	-	-	-	5.1	2020.1
1999-2019	NL	D66	1004	D66	2006	4.5	5.2	-	-	-	-	-	-	3.5	5.8	22330	-	2	7.6	5.4	5.6	1	-	2006	-	-	4.2	3.8	5.6	-	-	-	-	-	5.2	1.2	-	-	-	5.8	-	5.9	-	6.2	-	6.5	-	7.6	5.8	1	12	3	2.5	-	-	-	-	0.5	-	4	6.2	-	-	-	-	-	-	-	-	3	-	-	-	5.6	5.1	3.3	3	7.4	1.1	-	2	6.8	1	5.4	4.7	3.5	4.8	5.2	4	2	2020.1
1999-2019	NL	D66	1004	D66	2010	5.0	5.5	-	-	-	-	-	-	2.3	6.3	22330	-	-	-	7.4	6.9	1	-	2010	5.8	3.8	11.3	3.1	6.1	-	-	1	-	-	5.4	1.5	-	-	-	6.6	-	6.4	-	6.5	-	6.6	-	8.3	5.5	1	14	3	1.6	-	-	-	-	0.0	-	3.4	6	4.9	4	-	-	-	-	-	6.2	2.7	-	-	-	5.9	5.9	4.6	3.4	4.3	1.5	-	6.7	6.9	0.9	5.4	6.4	2.7	4.1	-	-	7	2020.1
1999-2019	NL	D66	1004	D66	2014	5.6	6.6	-	-	6.4	-	-	1.4	2.1	-	22330	1.7	-	-	-	7	1	6.3	2012	-	4	15.5	2.7	-	-	-	1	-	5.5	5.6	1.7	-	-	-	7	-	6.5	-	7	-	6.8	-	7.5	5.7	1	11	3	1	-	-	6.2	-	0.0	-	2.1	-	-	3.6	-	13	2	8	-	-	2.2	1.4	-	-	-	5.4	-	5	-	1.3	-	8	-	0.4	5.9	-	2.7	-	-	-	8	2020.1
1999-2019	NL	D66	1004	D66	2019	5.2	6.2	3.4	3.3	5.9	-	3.3	1.2	3.3	-	22330	1.4	-	-	-	6.8	1	6.2	2017	7.2	4.2	7.1	2.6	-	-	6.1	-	1.3	5.9	4.8	0.7	-	-	-	-	-	6.2	-	7	-	6.9	-	7.2	-	1	13	3	1.4	1.2	1	7	-	1.0	2.3	3	6.1	-	-	4.6	-	-	-	1.7	6.1	2.5	1.5	4.8	1.6	5.5	5.8	-	4.8	-	1.3	3.2	12.7	-	1.9	5.5	-	2.4	-	-	-	12.2	2020.1
1999-2019	NL	DENK	1050	DENK	2019	4.4	3.5	2	3	4	-	5.2	6.3	2.8	-	-	2	-	-	-	4.1	1	3.4	2017	2.5	4.2	1.1	1.5	-	-	3.6	-	2.7	2.7	3.7	1	-	-	-	-	-	2.7	-	4.8	-	4.7	-	2.4	-	1	13	9	7.5	3.7	1	6.7	-	0.0	0.8	1.6	8.9	-	-	7.9	-	-	-	0.7	9.7	0.6	4.1	6.3	6	4.9	3.1	-	6.7	-	7.3	1	2	-	6.2	3.4	-	2.6	-	-	-	2.1	2020.1
-	NL	De Lange	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	NL	DenHaan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	NL	FvD	1051	FvD	2019	9.5	9.1	4.2	3.3	3.9	-	9.3	9.9	9.2	-	-	3.6	-	-	-	8.4	1	8.5	2017	5.7	9.3	11.0	9.8	-	-	1	-	3.1	1	1	1	-	-	-	-	-	1	-	1.4	-	1.1	-	7.5	-	1	13	1	8.3	2.6	1.8	7.2	-	0.0	0.6	9.9	9.8	-	-	8.6	-	-	-	0.9	9.8	9.9	9.8	9.5	6.4	3.8	8.7	-	5.5	-	3.9	3.6	1.3	-	6.4	8.5	-	5.6	-	-	-	1.8	2020.1
-	NL	GKVK	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	NL	GKÖ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	NL	GL	1005	GL	1999	2.6	2.4	-	-	-	-	-	-	-	-	22110	-	-	-	-	-	1	-	1998	-	-	11.9	-	-	-	6.1	-	-	-	6	3.0	-	5.6	6.2	6.5	5.4	4.1	-	-	-	4.5	-	4.5	-	1	11	7	1.9	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.3	-	-	-	-	-	-	-	-	7.3	2020.1
1999-2019	NL	GL	1005	GL	2002	2.5	1.9	-	-	-	-	-	-	-	-	22110	-	-	-	-	-	1	-	2002	-	-	11.9	-	-	3.3	5.3	-	-	-	4.6	2.4	-	6	6.5	6	-	4.9	-	3.8	-	5.4	-	4.6	-	1	9	7	1.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.7	-	-	-	-	-	-	-	-	7	2020.1
1999-2019	NL	GL	1005	GL	2006	2.2	2.0	-	-	-	-	-	-	3.5	4.6	22110	-	3.2	6.2	6.8	2	1	-	2006	-	-	7.4	3.2	6	-	-	-	-	-	4.8	1.8	-	-	-	5.5	-	5.5	-	4.3	-	5.5	-	4.2	5.2	1	12	7	2.4	-	-	-	-	0.0	-	2.2	7	-	-	-	-	-	-	-	-	2.5	-	-	-	6.6	3.1	2.3	4	5.4	2	-	4.7	5.3	1.5	1.9	5.7	3.5	4.8	3.2	5.7	4.6	2020.1
1999-2019	NL	GL	1005	GL	2010	2.6	3.0	-	-	-	-	-	-	2.5	6.4	22110	-	-	-	6.2	3.8	1	-	2010	8.8	1.5	8.9	2.1	6.6	-	-	1	-	-	5.2	2.2	-	-	-	6.4	-	5.5	-	5.3	-	6.2	-	6.4	5.6	1	14	7	1.9	-	-	-	-	0.0	-	2.6	6.1	5.1	5.6	-	-	-	-	-	6.3	2.4	-	-	-	6.1	2.8	3.1	4.5	3.8	2	-	6.7	6.7	1.4	2.4	6.7	2.7	3.3	-	-	6.7	2020.1
1999-2019	NL	GL	1005	GL	2014	2.3	2.7	-	-	5.8	-	-	1.7	1.8	-	22110	1.8	-	-	-	3.2	1	2.8	2012	-	1.2	7	1.9	-	-	-	1.1	-	5.3	5.8	2.4	-	-	-	7	-	6.5	-	5.4	-	6.5	-	6.4	5.6	1	11	7	1	-	-	6.2	-	0.0	-	1.1	-	-	5.1	-	6	14	13	-	-	1.7	1.4	-	-	-	3.7	-	4	-	1.7	-	2.7	-	0.9	2.8	-	3.5	-	-	-	2.3	2020.1
1999-2019	NL	GL	1005	GL	2019	2.3	2.4	2.1	2.7	6	-	3	3	2.3	-	22110	1.6	-	-	-	2.4	1	2.9	2017	9.3	1.5	10.9	1.8	-	-	6.1	-	1.9	5.7	5.3	1.3	-	-	-	-	-	6	-	5.5	-	6.5	-	6.3	-	1	13	7	0.8	1.4	1.3	6.9	-	0.0	1.8	1.6	6.3	-	-	3.9	-	-	-	1.2	6.5	1.5	1.8	5	4.6	6.6	2.2	-	5.8	-	1.6	3	9.3	-	1.6	1.9	-	2.4	-	-	-	9.1	2020.1
-	NL	Gündoğan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	NL	Houwers	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	NL	JA21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	NL	Klein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	NL	Krol	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	NL	Monasch	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	NL	Nieuwe Wegen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	NL	OSF	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	NL	Omtzigt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	NL	PvdA	1002	PvdA	1999	3.8	4.4	-	-	-	-	-	-	-	-	22320	-	-	-	-	-	1	-	1998	-	-	20.1	-	-	-	6.2	-	-	-	5.4	2.5	-	5.5	5.9	6	5.1	6.1	-	-	-	6.5	-	4.5	-	1	11	5	3.6	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	30	-	-	-	-	-	-	-	-	29	2020.1
1999-2019	NL	PvdA	1002	PvdA	2002	4.0	3.8	-	-	-	-	-	-	-	-	22320	-	-	-	-	-	1	-	2002	-	-	20.1	-	-	3.7	5.5	-	-	-	5.1	2.8	-	6.4	6	6	-	5.7	-	5.1	-	6.1	-	5.2	-	1	9	5	3.2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.3	-	-	-	-	-	-	-	-	15.1	2020.1
1999-2019	NL	PvdA	1002	PvdA	2006	3.7	3.6	-	-	-	-	-	-	4.7	4.4	22320	-	4.6	4.8	5.6	4	1	-	2006	-	-	23.6	4	4.6	-	-	-	-	-	5.2	4.2	-	-	-	5.5	-	5.4	-	5	-	5.6	-	5.5	4.9	1	12	5	3.7	-	-	-	-	0.0	-	4.2	6.5	-	-	-	-	-	-	-	-	4.5	-	-	-	6.6	3.6	2.3	5	4.6	3.3	-	22	5	2	3	5.3	3	4.8	5.6	5.3	21.2	2020.1
