ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	SI	LDS	2901	LDS	2006	3.4	3.8	-	-	-	-	-	-	2.6	8	97421	-	2.2	5.8	6.4	4.8	0	-	2004	-	-	21.9	2	5.8	-	-	-	-	-	4.8	3.4	-	-	-	5.2	-	5.5	-	5.2	-	6.4	-	8	5	1	6	3	2.8	-	-	-	-	0.0	-	3	4.8	-	-	-	-	-	-	-	-	2.2	-	-	-	6	4.4	4.2	4	6.6	2.2	-	25.6	7.6	2	4.2	6.2	2.8	3.8	4.6	4.2	22.8	2020.1
1999-2019	SI	LDS	2901	LDS	2010	4.8	5.8	-	-	-	-	-	-	2.8	6.4	97421	-	-	-	6.5	6.5	0	-	2008	4	5	11.5	2.3	5.8	-	-	1	-	-	6.2	2.4	-	-	-	5.8	-	5.1	-	6	-	6.5	-	7.9	5.4	1	15	3	1.6	-	-	-	-	1.0	-	2.4	5.3	5.4	4.8	-	-	-	-	-	4.3	1.8	-	-	-	5.5	5.8	4.2	4.6	4.7	1.5	-	5.6	7.2	1	5.9	5.2	2.2	3.9	-	-	5.2	2020.1
1999-2019	SI	LMŠ	2915	LMS	2019	4.4	4.6	5.4	3.7	6.1	-	3	4.4	4.1	-	-	6.6	-	-	-	4.9	0	4.9	2018	5.1	4.9	15.4	4.1	-	-	4.7	-	4	4.7	5.8	2.7	-	-	-	-	-	4.7	-	5.5	-	6.0	-	6.9	-	1	15	3	4.6	4.8	4	5.2	-	0.0	3.5	5.2	5	-	-	7.4	-	-	-	3.3	4.4	5	3.9	4	4.7	5.6	4.2	-	4.6	-	3.8	3	14.8	-	3.6	4.2	-	4.9	-	-	-	12.6	2020.1
1999-2019	SI	Levica	2912	Levica	2019	0.7	0.7	1.6	1.7	5.9	-	2.1	7	1	-	-	7.8	-	-	-	1.2	0	1.2	2018	8.2	1.9	6.4	1.3	-	-	5.4	-	2.8	2.4	5.3	3.3	-	-	-	-	-	2.9	-	3.3	-	4.1	-	5.3	-	1	15	5	1	2.2	1.5	7.8	-	0.0	1	1	7.5	-	-	4.6	-	-	-	1	6.4	1	0.9	7.2	7.4	8.7	1.1	-	4.3	-	0.7	3.3	10.2	-	0.5	1.5	-	1.9	-	-	-	9.3	2020.1
1999-2019	SI	Levica + ZL	2912	ZL	2014	1.0	0.7	-	-	6.6	-	-	6.8	1.9	-	-	8.7	-	-	-	1.7	0	1.3	2014	-	1.5	5.5	0.7	-	-	-	2.7	-	1.7	5.6	1.2	-	-	-	5	-	4.1	-	3.7	-	3.7	-	4.5	5	1	14	5	1.3	-	-	7.4	-	0.0	-	1.2	-	-	6.7	-	13	14	2	-	-	0.9	1	-	-	-	0.4	-	3.1	-	0.5	-	6.7	-	1.2	1.9	-	2.9	-	-	-	6	2020.1
-	SI	Lipa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	SI	NP	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	SI	NSi	2905	NSI	2002	7.0	4.8	-	-	-	-	-	-	-	-	97522	-	-	-	-	-	0	-	2000	-	-	-	-	-	5	4.8	-	-	-	5.3	1.3	-	4.8	5	4.6	-	4.5	-	4	-	6.0	-	8.7	-	0	5	4	7.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8.9	-	-	-	-	-	-	-	-	8.6	2020.1
1999-2019	SI	NSi	2905	NSI	2006	8.4	6.8	-	-	-	-	-	-	8.2	4.2	97522	-	7.6	5.6	6	6	0	-	2004	-	-	23.6	5.4	5.2	-	-	-	-	-	6.2	1.6	-	-	-	6	-	5.2	-	5.8	-	6.2	-	6.7	5	1	5	4	8.8	-	-	-	-	1.0	-	7	4.6	-	-	-	-	-	-	-	-	7.2	-	-	-	6.4	6.8	5.8	3.8	7.6	8	-	10	5.6	8.4	6.8	4.6	5.4	6	6	4.6	9	2020.1
1999-2019	SI	NSi	2905	NSI	2010	7.8	6.3	-	-	-	-	-	-	7.6	4.6	97522	-	-	-	5.3	5	0	-	2008	3.3	5.8	16.5	7.2	5.9	-	-	1.7	-	-	6.3	1.6	-	-	-	5.8	-	4.9	-	5.4	-	4.9	-	5.5	3.4	1	15	4	9.3	-	-	-	-	0.0	-	7.5	6.1	4.8	5	-	-	-	-	-	5.6	7.6	-	-	-	6.6	5.6	6.1	3	8.5	8.8	-	0	8.2	9.2	5.4	5.6	7.9	7.5	-	-	3.4	2020.1
1999-2019	SI	NSi	2905	NSI	2014	7.8	8.1	-	-	6.8	-	-	5.9	6.7	-	97522	7.6	-	-	-	8.3	0	8.1	2014	-	6.1	8.3	6.2	-	-	-	1.1	-	5.3	6.1	2.4	-	-	-	5.8	-	5.9	-	5.6	-	6.5	-	7.2	4	1	14	4	8.3	-	-	7.5	-	0.0	-	7.4	-	-	2.7	-	33	15	3	-	-	8.2	7.6	-	-	-	7.1	-	4.5	-	8.7	-	5.6	-	8.9	7.8	-	8	-	-	-	5.6	2020.1
1999-2019	SI	NSi	2905	NSI	2019	7.5	7.4	2.6	1.9	7.3	-	6.2	4.6	7.3	-	97522	6.1	-	-	-	7.9	0	7	2018	4.9	6.9	11.1	6.5	-	-	3	-	4	5.5	6	2.1	-	-	-	-	-	5	-	6.3	-	6.0	-	7.2	-	1	15	4	8	2.2	3.2	7.8	-	1.0	2.2	8.2	7.7	-	-	6.9	-	-	-	1.8	7.1	8	7	4.7	4.1	6.4	6.1	-	2.9	-	8.5	4.5	8	-	8.1	7.5	-	7.1	-	-	-	7.2	2020.1
-	SI	NeP	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	SI	PS	2914	PS	2014	3.4	4.2	-	-	6.7	-	-	4.6	4.1	-	97340	6.4	-	-	-	5.2	0	4.5	2014	-	4.7	6.6	2.9	-	-	-	1.5	-	3.8	5.9	3	-	-	-	5.4	-	5.3	-	5.5	-	6.1	-	6.2	4.8	1	14	5	3.5	-	-	5.3	-	0.5	-	2.8	-	-	5.8	-	42	29	5	-	-	2.9	2.8	-	-	-	4.7	-	5.1	-	2.5	-	0	-	3.6	4.8	-	3.2	-	-	-	3	2020.1
1999-2019	SI	SAB + ZaSLD	2913	AB	2019	4.2	4.4	5	2.6	6	-	2.6	3.4	3.4	-	-	5.9	-	-	-	4.8	0	4.5	2018	5.9	4.8	4.0	3.5	-	-	4.8	-	4.3	4.9	6.2	2.3	-	-	-	-	-	5.1	-	5.7	-	6.4	-	6.8	-	1	15	9	3.3	3.4	3.2	5.5	-	0.0	3.2	4.3	5.1	-	-	7.4	-	-	-	3.2	4.1	4.1	3.3	4.6	5.1	6.6	3.5	-	4.5	-	2.7	3.2	5.7	-	2.8	4.1	-	3.9	-	-	-	5.1	2020.1
1999-2019	SI	SD	2903	SD	2010	3.7	3.8	-	-	-	-	-	-	4	5.4	97322	-	-	-	6.2	4	0	-	2008	4	4.2	18.5	2.6	4.2	-	-	1	-	-	6.6	2.5	-	-	-	6	-	6.2	-	5.4	-	6.5	-	8.5	5.8	1	15	5	2.5	-	-	-	-	1.0	-	3	4.4	5.9	3.8	-	-	-	-	-	2.9	2.5	-	-	-	6.4	3.9	3.9	4.6	3.8	2	-	32.2	5	2.3	3.1	6.9	2.8	3.4	-	-	30.5	2020.1
1999-2019	SI	SD	2903	SD	2014	3.2	3.4	-	-	6.2	-	-	4.1	4.1	-	97322	7.3	-	-	-	3.6	0	3.9	2014	-	3.7	8.1	2.7	-	-	-	1.4	-	3.6	6	3.2	-	-	-	5.6	-	5.4	-	5.3	-	5.8	-	6.3	5.3	1	14	5	3.5	-	-	5.5	-	1.0	-	3.3	-	-	4.8	-	14	13	3	-	-	2.4	2.9	-	-	-	3.2	-	4.6	-	1.9	-	6.7	-	2.8	3.2	-	4.1	-	-	-	6	2020.1
1999-2019	SI	SD	2903	SD	2019	2.6	3.1	3.3	2	6.1	-	2.7	3	2.4	-	97322	5.9	-	-	-	2.6	0	3.3	2018	6.9	3.8	18.7	2.2	-	-	5.4	-	2.8	4.4	5.8	2.2	-	-	-	-	-	5	-	5.3	-	6.5	-	7.9	-	1	15	5	2.5	3.2	2	6.8	-	0.0	2.4	3.5	5.8	-	-	6	-	-	-	2.6	5.6	3.1	2.3	5	6.3	7.2	2.7	-	4.4	-	1.7	3.1	11.4	-	1.6	2.7	-	3.7	-	-	-	9.9	2020.1
1999-2019	SI	SD + ZLSD	2903	ZLSD	2002	3.6	4.2	-	-	-	-	-	-	-	-	97321	-	-	-	-	-	0	-	2000	-	-	-	-	-	4.7	5.2	-	-	-	5.3	3.1	-	4.5	5	3.6	-	4.5	-	4	-	5.5	-	6.7	-	0	5	5	3.8	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12.2	-	-	-	-	-	-	-	-	12.1	2020.1
1999-2019	SI	SD + ZLSD	2903	ZLSD	2006	3.6	3.4	-	-	-	-	-	-	3.2	7.8	97322	-	2.4	6	6	2.6	0	-	2004	-	-	14.2	2.4	6	-	-	-	-	-	6.4	1.6	-	-	-	6	-	6	-	5.8	-	6.2	-	8	5.3	1	5	5	2.8	-	-	-	-	0.0	-	3.4	5	-	-	-	-	-	-	-	-	3.4	-	-	-	7.2	2.6	4.2	4.4	6	2.4	-	11.1	7	2.6	3.2	6.8	3.6	4.6	4.8	4.6	10.2	2020.1
1999-2019	SI	SDS	2902	SDS	2002	6.4	4.8	-	-	-	-	-	-	-	-	97320	-	-	-	-	-	0	-	2000	-	-	-	-	-	5	5	-	-	-	5.7	0.9	-	5.2	5.3	4.6	-	5.5	-	4.8	-	6.4	-	8	-	0	5	2	5.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.6	-	-	-	-	-	-	-	-	15.8	2020.1
1999-2019	SI	SDS	2902	SDS	2006	7.4	6.4	-	-	-	-	-	-	7.6	4.2	97330	-	6.4	5.4	5.4	6.2	0	-	2004	-	-	17.7	6.2	5.6	-	-	-	-	-	5.5	1	-	-	-	5.3	-	6	-	5.2	-	6.4	-	8.7	5.7	1	6	2	7.4	-	-	-	-	1.0	-	7	4.8	-	-	-	-	-	-	-	-	7	-	-	-	7	6	5.8	2	4.8	6.2	-	32.2	5.2	6.8	5.6	5.4	5	4.2	7	6	29.1	2020.1
1999-2019	SI	SDS	2902	SDS	2010	6.9	5.9	-	-	-	-	-	-	7.1	4.8	97330	-	-	-	5.6	5.2	0	-	2008	3.5	6.4	26.6	7	5.5	-	-	1.4	-	-	5.9	1.6	-	-	-	5.4	-	5.1	-	5.4	-	5.8	-	6.7	3.9	1	15	2	7.8	-	-	-	-	0.0	-	7.1	5.4	4.8	3.8	-	-	-	-	-	5	6.9	-	-	-	5.5	4.7	6.1	3.6	6.3	6.3	-	31.1	5.7	7	5.6	5.8	6	5.5	-	-	29.3	2020.1
1999-2019	SI	SDS	2902	SDS	2014	8.7	8.6	-	-	6.1	-	-	6.6	7.4	-	97330	6.9	-	-	-	8.7	0	7.7	2014	-	6.1	24.8	7.2	-	-	-	1.1	-	5.5	6.1	1.7	-	-	-	6	-	6.3	-	6.2	-	6.4	-	7.5	4	1	14	2	8.4	-	-	7.3	-	0.0	-	7.8	-	-	3	-	3	1	5	-	-	8	8.1	-	-	-	7	-	5.2	-	8.2	-	23.3	-	8.5	7.9	-	7.1	-	-	-	20.7	2020.1
1999-2019	SI	SDS	2902	SDS	2019	8.6	7.5	2.4	1.3	7.5	-	7.6	7	8.6	-	97330	6.4	-	-	-	8.1	0	7.3	2018	3.7	7.3	26.2	7.9	-	-	1.9	-	4.5	5	6	2.1	-	-	-	-	-	4.2	-	5.9	-	5.1	-	6.9	-	1	15	2	8.7	1.8	0.8	7.9	-	1.0	1	9.6	9.3	-	-	9.3	-	-	-	0.9	8.1	9.4	8.3	5.3	4.2	6	7	-	3.1	-	7.9	5.2	28.4	-	8.4	7.7	-	6.7	-	-	-	24.9	2020.1
1999-2019	SI	SLS	2904	SLS	2006	6.4	5.0	-	-	-	-	-	-	7	3.6	97521	-	8	6.2	5.4	4.6	0	-	2004	-	-	8.4	5.4	6	-	-	-	-	-	5.6	3.2	-	-	-	4.8	-	4.5	-	4.2	-	5.0	-	4.7	4.7	1	5	4	8	-	-	-	-	1.0	-	6.2	5.8	-	-	-	-	-	-	-	-	6.6	-	-	-	6.4	4	6.8	2.4	5.4	6.8	-	7.8	5.2	7.2	4.2	4.6	7.2	8	4.8	3.8	6.8	2020.1
1999-2019	SI	SLS	2904	SLS	2014	6.5	6.3	-	-	5.8	-	-	5	6	-	97521	6.9	-	-	-	6.6	0	6	2014	-	4.8	8.3	5.6	-	-	-	1.4	-	4.8	6.1	2.5	-	-	-	5.7	-	5.7	-	5.5	-	6.1	-	6.8	3.7	1	14	4	7.1	-	-	5.5	-	0.0	-	6.4	-	-	3	-	18	4	3	-	-	7.1	7	-	-	-	5.7	-	4.2	-	7	-	0	-	7.2	6.1	-	8.2	-	-	-	4	2020.1
1999-2019	SI	SLS+SKD	2904	SLS-SKD	2002	6.8	5.0	-	-	-	-	-	-	-	-	97620	-	-	-	-	-	0	-	2000	-	-	-	-	-	5.8	4.8	-	-	-	4.7	3.6	-	4.7	4.5	3.6	-	4.2	-	2.5	-	4.8	-	6	-	0	5	4	7.2	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	-	-	-	-	-	-	-	-	9.6	2020.1
1999-2019	SI	SMC	2911	SMC	2014	5.2	5.4	-	-	6.4	-	-	4.7	4	-	-	8.7	-	-	-	5.9	0	5.6	2014	-	4.6	-	3.9	-	-	-	1.2	-	4.8	6.3	2.1	-	-	-	5.9	-	6.2	-	6	-	6.4	-	6.2	4.8	1	14	3	4.4	-	-	4.8	-	0.5	-	3.5	-	-	4.4	-	3	2	1	-	-	3.6	3.7	-	-	-	5.3	-	5.2	-	3.8	-	40	-	4.7	5	-	4.2	-	-	-	34.5	2020.1
1999-2019	SI	SMC	2911	SMC	2019	4.8	5.1	4.9	3.7	6.3	-	3.2	3	4.2	-	-	5.1	-	-	-	5.2	0	5.4	2018	5.5	5.1	1.6	3.7	-	-	4.8	-	4	4.9	5.8	2.2	-	-	-	-	-	5.1	-	5.9	-	6.5	-	7.4	-	1	15	3	4.1	4.6	4.6	5.6	-	1.0	4.4	5.7	5.1	-	-	6.5	-	-	-	4.2	4.7	5.1	3.7	4.3	4.5	5.5	4.5	-	4.8	-	4.3	3.4	11.4	-	3.5	4.8	-	3.4	-	-	-	9.8	2020.1
1999-2019	SI	SMS	2908	SMS	2002	4.4	4.0	-	-	-	-	-	-	-	-	97952	-	-	-	-	-	0	-	2000	-	-	-	-	-	4	5	-	-	-	4.7	2.2	-	4.2	5	3.2	-	5	-	3.5	-	5.2	-	5.3	-	0	5	9	3.2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.4	-	-	-	-	-	-	-	-	4.3	2020.1
1999-2019	SI	SNS	2907	SNS	2002	3.6	4.2	-	-	-	-	-	-	-	-	97710	-	-	-	-	-	0	-	2000	-	-	-	-	-	2.3	2	-	-	-	2.3	2.7	-	2.4	3	1.6	-	2.2	-	1.6	-	2.4	-	2.7	-	0	5	1	5.6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.4	-	-	-	-	-	-	-	-	4.4	2020.1
1999-2019	SI	SNS	2907	SNS	2006	6.0	4.2	-	-	-	-	-	-	9.2	4.4	97710	-	9.8	6.6	4	3.6	0	-	2004	-	-	5	9	7.2	-	-	-	-	-	4.2	1	-	-	-	2.6	-	2.2	-	2.5	-	2.6	-	3.3	1.7	1	5	1	6.8	-	-	-	-	0.0	-	9	7	-	-	-	-	-	-	-	-	7	-	-	-	5	4.4	4.5	4.6	6.8	1	-	6.7	7.4	8.6	4.2	4	5.2	3.8	3	5.2	6.3	2020.1
1999-2019	SI	SNS	2907	SNS	2010	8.0	6.0	-	-	-	-	-	-	7.9	5.4	97710	-	-	-	3.6	4.8	0	-	2008	2.6	5.6	2.9	8.9	8.5	-	-	2.8	-	-	4	1.7	-	-	-	3.3	-	2.2	-	3.4	-	3.0	-	4	2.4	1	15	1	8.5	-	-	-	-	0.0	-	9.3	9	4.8	7.2	-	-	-	-	-	8.5	8.8	-	-	-	4.6	5.3	2.8	5.6	5.4	1.7	-	5.6	7.5	9.2	6.1	3.4	5	3.7	-	-	5.4	2020.1
1999-2019	SI	SNS	2907	SNS	2019	8.7	6.3	6.3	1.6	4.1	-	8.1	7.8	8.8	-	97710	6.4	-	-	-	5.8	0	5.5	2018	3	7.2	4.0	8.9	-	-	1.6	-	4	3	4.5	1.9	-	-	-	-	-	2.1	-	3.3	-	2.7	-	3.1	-	1	15	1	8.5	1.4	2.1	7.7	-	0.0	0.6	9.6	9.5	-	-	9.2	-	-	-	0.7	8.1	9.5	9.3	5.8	7.9	5.7	6.8	-	5.9	-	4.4	3.4	4.5	-	8.8	6.5	-	5.7	-	-	-	4.2	2020.1
1999-2019	SI	ZaAB	2913	ZaAB	2014	4.2	4.7	-	-	7	-	-	4.2	4	-	-	6.9	-	-	-	5.9	0	4.5	2014	-	4.6	-	3.2	-	-	-	1.1	-	4.5	6.3	2.5	-	-	-	6.3	-	6.1	-	6	-	6.6	-	7.2	5.3	1	14	9	3.3	-	-	5.3	-	0.0	-	2.8	-	-	5.2	-	17	3	8	-	-	2.8	3.4	-	-	-	4.8	-	5.1	-	2.6	-	4.4	-	3.2	5.5	-	3.6	-	-	-	4.4	2020.1
1999-2019	SI	Zares	2910	Zares	2010	3.9	4.6	-	-	-	-	-	-	2.8	5.4	97440	-	-	-	6.4	5.5	0	-	2008	4.7	4.5	9.8	2.1	5.1	-	-	1	-	-	6.1	2.3	-	-	-	5.7	-	5.4	-	5.6	-	6.4	-	7.3	5.4	1	15	3	1.8	-	-	-	-	1.0	-	2.9	4.9	6.1	5	-	-	-	-	-	3.5	2.1	-	-	-	5.9	4.3	3.5	5	4.7	1.4	-	10	6.8	0.9	4.6	6.2	2.2	3.7	-	-	9.4	2020.1
