ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	GR	-	409	DIKKI	1999	3.0	2.9	-	-	-	-	-	-	-	-	34314	-	-	-	-	-	1	-	1996	-	-	6.8	-	-	-	4.2	-	-	-	6.2	0.4	-	3.7	6.3	5	5	2.6	-	-	-	3.1	-	4.3	-	1	7	6	4.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	4.4	2020.1
1999-2019	GR	-	408	POLA	1999	7.6	6.7	-	-	-	-	-	-	-	-	34512	-	-	-	-	-	1	-	1996	-	-	2.3	-	-	-	5.7	-	-	-	6.6	1.2	-	5.7	6.5	6.3	7	6.4	-	-	-	5.4	-	3.9	-	1	7	2	7	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	2.9	2020.1
1999-2019	GR	-	403	SYN	1999	3.4	3.6	-	-	-	-	-	-	-	-	34211	-	-	-	-	-	1	-	1996	-	-	5.2	-	-	-	5.6	-	-	-	6.8	4.6	-	5.6	7	6.3	5.8	6.4	-	-	-	5.0	-	4.6	-	1	7	6	2.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.3	-	-	-	-	-	-	-	-	5.1	2020.1
1999-2019	GR	-	403	SYN	2002	2.9	2.9	-	-	-	-	-	-	-	-	34211	-	-	-	-	-	1	-	2000	-	-	5.2	-	-	6.4	6.2	-	-	-	6.5	3.9	-	5.5	6.5	6.1	-	5.8	-	4.9	-	6.0	-	8.2	-	1	11	6	2.1	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	3.2	2020.1
1999-2019	GR	-	409	DIKKI	2006	1.6	0.8	-	-	-	-	-	-	-	-	34314	-	-	-	5	0.3	1	-	2004	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	2.7	-	1.7	-	2.4	-	4.4	-	1	6	6	6.7	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	6.7	5.3	-	0	-	-	0.4	8	-	-	0	9.7	1.8	2020.1
1999-2019	GR	-	410	LAOS	2006	9.1	5.3	-	-	-	-	-	-	8.6	7	34710	-	9.9	8.3	3.8	3	1	-	2004	-	-	4.1	8.4	8.6	-	-	-	-	-	5.8	1.1	-	-	-	5.2	-	3.2	-	2.8	-	2.4	-	6.2	1.3	1	9	1	9.6	-	-	-	-	0.0	-	9.8	9.4	-	-	-	-	-	-	-	-	9.9	-	-	-	6.8	1.5	3	4.8	9.9	9.7	-	0	7.3	9.5	1.5	4.8	5.6	4.8	1.3	8.4	2.2	2020.1
1999-2019	GR	-	409	DIKKI	2010	5.0	2.6	-	-	-	-	-	-	5.3	7.5	34314	-	-	-	8	0.6	1	-	2009	6	4	-	4	-	-	-	2.8	-	-	5.2	1.4	-	-	-	4.5	-	2.5	-	2	-	1.8	-	7.5	1.4	1	11	6	6.7	-	-	-	-	0.0	-	4	6	8	8.7	-	-	-	-	-	6	5.3	-	-	-	9	0.6	3	4	4	6.2	-	-	5	7.5	3	8	8.7	5.5	-	-	-	2020.1
1999-2019	GR	-	410	LAOS	2010	8.8	5.9	-	-	-	-	-	-	9.8	7.8	34710	-	-	-	5.9	4.6	1	-	2009	2.5	8	7.1	9.5	8.6	-	-	1.9	-	-	5.4	2	-	-	-	4.8	-	3.4	-	3.6	-	3.3	-	7.6	1	1	11	1	9.5	-	-	-	-	0.0	-	9.8	9.5	5.8	5.9	-	-	-	-	-	9.1	9.6	-	-	-	5.9	4	4.6	5	9.3	9.5	-	5	7.7	9.5	5.6	5.4	6.3	4.5	-	-	5.6	2020.1
1999-2019	GR	-	411	OP	2010	2.2	2.6	-	-	-	-	-	-	0.9	8	-	-	-	-	4.5	2.6	1	-	2009	9.5	0.5	3.5	1	5.8	-	-	1.9	-	-	6.4	1.7	-	-	-	6.6	-	5.2	-	4	-	5.6	-	5.8	5.4	1	11	7	0.6	-	-	-	-	0.0	-	0.7	7.1	5.2	5.2	-	-	-	-	-	6.5	0.7	-	-	-	6.6	1.6	6.8	0.8	5.2	0.6	-	0	8.3	0.6	1	5.9	4.7	1.3	-	-	2.5	2020.1
1999-2019	GR	-	412	ANEL	2014	8.8	5.1	-	-	6.9	-	-	9.2	9.2	-	34730	7.4	-	-	-	1.8	1	5	2012	-	8.4	3.5	9.1	-	-	-	2.4	-	1.2	3.5	3.4	-	-	-	3.4	-	2.3	-	2.7	-	2.2	-	4.9	1.1	1	9	1	8.6	-	-	6.8	-	0.0	-	9.1	-	-	4.7	-	12	1	9	-	-	9.3	9.2	-	-	-	5.2	-	5	-	9.6	-	6.7	-	9.5	4.8	-	6	-	-	-	7.5	2020.1
1999-2019	GR	-	410	LAOS	2014	8.7	5.3	-	-	7.1	-	-	9	9.1	-	34710	5.9	-	-	-	4	1	4.6	2012	-	8.1	2.7	9.1	-	-	-	2.2	-	2	4.7	2.9	-	-	-	4.8	-	3.6	-	4	-	3.2	-	5.4	1.1	1	9	1	8.3	-	-	6.8	-	0.0	-	9.3	-	-	5.3	-	13	9	12	-	-	9.2	9.1	-	-	-	5.5	-	7.3	-	9.3	-	0	-	9.2	5.7	-	5.8	-	-	-	1.6	2020.1
1999-2019	GR	-	418	KIDISO	2019	4.2	4.8	4	2	7.2	-	2.4	2.8	1.7	-	-	6	-	-	-	3.8	1	3.5	2019	5.8	5.6	-	3	-	-	6	-	1	5.5	6	1.5	-	-	-	-	-	6	-	6	-	6.2	-	7.1	-	1	9	5	3.2	1.5	2	6.8	-	0.0	2.3	3.8	6.8	-	-	6.7	-	-	-	2.5	6.5	2.8	2	3.5	4.6	5.2	3.6	-	3.5	-	2.5	1.8	0.7	-	2	3.6	-	4	-	-	-	0.7	2020.1
1999-2019	GR	K.K.E.	404	KKE	1999	1.1	0.9	-	-	-	-	-	-	-	-	34210	-	-	-	-	-	1	-	1996	-	-	8.7	-	-	-	3	-	-	-	4.6	0.7	-	1.8	4.7	3.3	2.2	1.3	-	-	-	1.0	-	6.4	-	1	7	6	3.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.7	-	-	-	-	-	-	-	-	5.6	2020.1
