Country	PersonID	Role	From	To	GovtTermID	MinistryID	Name-xx	Name-en	URL	Comment
FR	PA1872	minister	2017-06-22	2020-07-06	-	-	-	-	-	-
FR	PA1872	minister	2020-07-07	2022-05-16	-	-	-	-	-	-
FR	PA227076	minister	2017-06-22	2018-10-16	-	-	-	-	-	-
FR	PA227076	minister	2018-10-17	2020-07-06	-	-	-	-	-	-
FR	PA227076	minister	2020-07-07	2022-03-05	-	-	-	-	-	-
FR	PA330357	minister	2022-05-21	-	-	-	-	-	-	-
FR	PA331481	minister	2022-05-21	-	-	-	-	-	-	-
FR	PA332	minister	2020-07-07	2022-05-16	-	-	-	-	-	-
FR	PA335758	minister	2018-10-17	2020-07-06	-	-	-	-	-	-
FR	PA337633	minister	2017-06-22	2020-07-06	-	-	-	-	-	-
FR	PA337633	minister	2020-07-07	2022-05-16	-	-	-	-	-	-
FR	PA415452	minister	2018-10-17	2020-07-06	-	-	-	-	-	-
FR	PA415482	minister	2017-06-22	2018-10-16	-	-	-	-	-	-
FR	PA429846	minister	2022-07-05	-	-	-	-	-	-	-
FR	PA605131	minister	2018-10-17	2020-07-06	-	-	-	-	-	-
FR	PA607395	minister	2017-06-22	2018-10-16	-	-	-	-	-	-
FR	PA607846	minister	2022-07-05	-	-	-	-	-	-	-
FR	PA609520	minister	2020-07-07	2022-05-16	-	-	-	-	-	-
FR	PA643210	minister	2018-10-17	2020-07-06	-	-	-	-	-	-
FR	PA643210	minister	2020-07-07	2022-05-16	-	-	-	-	-	-
FR	PA719938	minister	2022-05-21	-	-	-	-	-	-	-
FR	PA721670	minister	2020-07-07	2022-05-16	-	-	-	-	-	-
FR	PA906	minister	2017-06-22	2018-10-16	-	-	-	-	-	-
