Country	PersonID	Role	From	To	GovtTermID	MinistryID	Name-xx	Name-en	URL	Comment
EE	a_akkermann_19721005	minister	2022-10-20	2023-04-17	-	-	
         Eesti Vabariigi Rahandusministeerium
         Ministry of Finance
         14th parliament
      	-	https://en.wikipedia.org/wiki/Minister_of_Finance_(Estonia)	-
EE	a_anvelt_19690930	minister	2014-03-27	2015-04-09	-	-	
         Justiitsministeerium
         Ministry of Justice
         12th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_Justice_(Estonia)	-
EE	a_anvelt_19690930	minister	2016-11-24	2018-11-26	-	-	
         Eesti Siseministeerium
         Ministry of the Interior
         13th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_the_Interior_(Estonia)	-
EE	a_anvelt_19690930	minister	2014-03-27	2014-04-07	-	-	
         Eesti Maaeluministeerium
         Ministry of Rural Affairs
         12th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_Rural_Affairs_(Estonia)	-
EE	a_laneman_19620506	minister	2020-11-18	2021-01-26	-	-	
         Eesti Siseministeerium
         Ministry of the Interior
         14th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_the_Interior_(Estonia)	-
EE	a_ott_19760502	minister	2021-01-27	2021-11-03	-	-	
         Eesti Kultuuriministeerium
         Ministry of Culture
         14th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_Culture_(Estonia)	-
EE	e_savisaar_19780616	minister	2021-11-19	2022-06-03	-	-	
         Keskkonnaministeerium
         Ministry of the Environment
         14th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_the_Environment_(Estonia)	-
EE	h_hanso_19711006	minister	2015-09-15	2016-11-23	-	-	
         Eesti Vabariigi Kaitseministeerium
         Ministry of Defence
         13th parliament
      	-	https://en.wikipedia.org/wiki/Minister_of_Defence_(Estonia)	-
EE	h_kütt_19610728	minister	2014-03-27	2015-03-30	-	-	
         Eesti Sotsiaalministeerium
         Ministry of Social Affairs
         12th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_Social_Affairs_(Estonia)	-
EE	h_pevkur_19770402	minister	2012-12-11	2014-03-26	-	-	
         Justiitsministeerium
         Ministry of Justice
         12th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_Justice_(Estonia)	-
EE	h_pevkur_19770402	minister	2022-07-19	-	-	-	
         Eesti Vabariigi Kaitseministeerium
         Ministry of Defence
         14th/15th parliament
      	-	https://en.wikipedia.org/wiki/Minister_of_Defence_(Estonia)	-
EE	h_pevkur_19770402	minister	2014-03-27	2016-11-23	-	-	
         Eesti Siseministeerium
         Ministry of the Interior
         12th/13th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_the_Interior_(Estonia)	-
EE	h_purga_19750318	minister	2023-04-18	-	-	-	
         Eesti Kultuuriministeerium
         Ministry of Culture
         15th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_Culture_(Estonia)	-
EE	hv_seeder_19640907	minister	2007-04-05	2014-03-26	-	-	
         Eesti Maaeluministeerium
         Ministry of Rural Affairs
         11th/12th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_Rural_Affairs_(Estonia)	-
EE	i_padar_19650312	minister	2014-04-08	2015-04-09	-	-	
         Eesti Maaeluministeerium
         Ministry of Rural Affairs
         12th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_Rural_Affairs_(Estonia)	-
EE	i_saar_19730220	minister	2015-04-10	2019-04-29	-	-	
         Eesti Kultuuriministeerium
         Ministry of Culture
         13th parliament
      	-	https://en.wikipedia.org/wiki/Ministry_of_Culture_(Estonia)	-
EE	j_aab_19600409	minister	2020-11-25	2021-01-26	-	-	
         Haridus- ja teadusministeerium
         Ministry of Education and Research
         14th parliament
      	-	https://en.wikipedia.org/wiki/Minister_of_Education_and_Research_(Estonia)	-
EE	j_aaviksoo_19540111	minister	2011-04-06	2014-03-26	-	-	
         Haridus- ja teadusministeerium
         Ministry of Education and Research
         12th parliament
      	-	https://en.wikipedia.org/wiki/Minister_of_Education_and_Research_(Estonia)	-
EE	j_ligi_19590716	minister	2009-06-03	2014-11-03	-	-	
         Eesti Vabariigi Rahandusministeerium
         Ministry of Finance
         11th/12th parliament
      	-	https://en.wikipedia.org/wiki/Minister_of_Finance_(Estonia)	-
EE	j_ligi_19590716	minister	2016-09-13	2016-11-23	-	-	
         Eesti Vabariigi Välisministeerium
         Ministry of Foreign Affairs
         13th parliament
      	-	https://en.wikipedia.org/wiki/Minister_of_Foreign_Affairs_(Estonia)	-
EE	j_ligi_19590716	minister	2015-04-10	2016-09-12	-	-	
