Country	PersonID	Role	From	To	GovtTermID	MinistryID	Name-xx	Name-en	URL	Comment
DK	SamuelsenAnders	minister	2016-11-28	2019-06-05	FT.16	-	Udenrigsminister	Minister for Foreign Affairs	-	-
DK	HalsboeJørgensenAne	minister	2019-06-27	2021-08-16	FT.19	-	Uddannelses- og forskningsminister	Minister for Higher Education and Science	-	-
DK	HalsboeJørgensenAne	minister	2021-08-17	2022-06-07	FT.19	-	Kulturminister og kirkeminister	Minister for Culture and Minister for Ecclesiastical Affairs	-	-
DK	KragAstrid	minister	2019-06-27	2021-01-21	FT.19	-	Social- og indenrigsminister	Minister for Social Affairs and minister of the Interior	-	-
DK	KragAstrid	minister	2021-01-22	2022-06-07	FT.19	-	Social- og ældreminister	Minister for Social Affairs and Senior Citizens	-	-
DK	EngelbrechtBenny	minister	2014-09-03	2015-06-28	FT.14	-	Skatteminister	Minister for Taxation	-	-
DK	EngelbrechtBenny	minister	2019-06-27	2022-02-04	FT.19	-	Transportminister	Minister for Transport	-	-
DK	HaarderBertel	minister	2015-06-28	2016-11-27	FT.15	-	Kulturminister og kirkeminister	Minister for Culture and Minister for Ecclesiastical Affairs	-	-
DK	CorydonBjarne	minister	2014-02-03	2015-06-28	FT.14	-	Finansminister	Minister for Finance	-	-
DK	MikkelsenBrian	minister	2016-11-28	2018-06-21	FT.16	-	Erhvervsminister	Minister for Industry, Business and Financial Affairs	-	-
DK	HolstCarl	minister	2015-06-28	2015-09-30	FT.15	-	Forsvarsminister og minister for nordisk samarbejde	Minister of Defence and Nordic Cooperation	-	-
DK	HansenCarsten	minister	2014-02-03	2015-06-28	FT.14	-	Minister for by, bolig og landdistrikter og minister for nordisk samarbejde	Minister for Housing and Urban Affairs and minister for Nordic Cooperation	-	-
DK	MadsenChristianRabjerg	minister	2022-05-03	2022-06-07	FT.19	-	Boligminister	Minister of the Interior and Housing	-	-
DK	AntoriniChristine	minister	2014-02-03	2015-06-28	FT.14	-	Undervisningsminister	Minister for Education	-	-
DK	FrederiksenClausHjort	minister	2015-06-28	2016-11-27	FT.15	-	Finansminister	Minister for Finance	-	-
DK	FrederiksenClausHjort	minister	2016-11-28	2019-06-05	FT.16	-	Forsvarsminister	Minister of Defence	-	-
DK	JørgensenDan	minister	2014-02-03	2015-06-28	FT.14	-	Minister for fødevarer, landbrug og fiskeri	Minister for Food, Agriculture and Fisheries	-	-
DK	JørgensenDan	minister	2019-06-27	2022-06-07	FT.19	-	Klima-, energi- og forsyningsminister	Minister for Climate, Energy and Utilities	-	-
DK	NørbyEllenTrane	minister	2015-06-28	2016-11-27	FT.15	-	Minister for børn, undervisning og ligestilling	Minister for Children, Education and Equality	-	-
DK	NørbyEllenTrane	minister	2016-11-28	2019-06-05	FT.16	-	Sundhedsminister	Minister for Health	-	-
DK	LarsenEsbenLunde	minister	2015-06-28	2016-02-29	FT.15	-	Uddannelses- og forskningsminister	Minister for Higher Education and Science	-	-
DK	LarsenEsbenLunde	minister	2016-03-01	2016-11-27	FT.15	-	Miljø- og fødevareminister	Minister for Food and the Environment	-	-
DK	LarsenEsbenLunde	minister	2016-11-28	2018-05-02	FT.16	-	Miljø- og fødevareminister	Minister for Food and the Environment	-	-
DK	HansenEvaKjer	minister	2015-06-28	2016-02-29	FT.15	-	Miljø- og fødevareminister	Minister for Food and the Environment	-	-
DK	HansenEvaKjer	minister	2018-05-03	2019-06-05	FT.16	-	Minister for fiskeri og ligestilling og minister for nordisk samarbejde	Minister for Fisheries, Equality and Nordic Cooperation	-	-
DK	MortensenFlemmingMøller	minister	2020-11-20	2022-06-07	FT.19	-	Minister for udviklingssamarbejde og minister for nordisk samarbejde	Minister for Development Cooperation and Nordic Cooperation	-	-
DK	SchmidtHansChristian	minister	2015-06-28	2016-11-27	FT.15	-	Transport- og bygningsminister	Minister for Transport and Housing	-	-
DK	ThorningSchmidtHelle	minister	2014-02-03	2015-06-28	FT.14	-	Statsminister	Prime Minister	-	-
DK	KristensenHenrikDam	minister	2014-10-11	2015-06-28	FT.14	-	Beskæftigelsesminister	Minister for Employment	-	-
DK	LarsenHenrikSass	minister	2014-02-03	2015-06-28	FT.14	-	Erhvervs- og vækstminister	Minister for Business and Growth	-	-
DK	StøjbergInger	minister	2015-06-28	2016-11-27	FT.15	-	Udlændinge-, integrations- og boligminister	Minister for Immigration, Integration and Housing	-	-
DK	StøjbergInger	minister	2016-11-28	2019-06-05	FT.16	-	Udlændinge- og integrationsminister	Minister for Immigration and Integration	-	-
DK	EllemannJensenJakob	minister	2018-05-03	2019-06-05	FT.16	-	Miljø- og fødevareminister	Minister for Food and the Environment	-	-
DK	BruusJeppe	minister	2022-02-05	2022-06-07	FT.19	-	Skatteminister	Minister for Taxation	-	-
DK	KofodJeppe	minister	2019-06-27	2022-06-07	FT.19	-	Udenrigsminister	Minister for Foreign Affairs	-	-
DK	PetersenJesper	minister	2021-08-17	2022-06-07	FT.19	-	Uddannelses- og forskningsminister	Minister for Higher Education and Science	-	-
DK	LarsenJørnNeergaard	minister	2015-06-28	2016-11-27	FT.15	-	Beskæftigelsesminister	Minister for Employment	-	-
DK	MogensenJoy	minister	2019-06-27	2021-08-16	FT.19	-	Kulturminister og kirkeminister	Minister for Culture and Minister for Ecclesiastical Affairs	-	-
DK	DybvadKaare	minister	2019-06-27	2019-11-06	FT.19	-	Boligminister	Minister for Housing	-	-
DK	BekKaareDybvad	minister	2019-11-07	2021-01-21	FT.19	-	Boligminister	Minister for Housing	-	-
DK	BekKaareDybvad	minister	2021-01-22	2022-05-02	FT.19	-	Indenrigs- og boligminister	Minister of the Interior and Housing	-	-
DK	BekKaareDybvad	minister	2022-05-03	2022-06-07	FT.19	-	Udlændinge- og integrationsminister	Minister for Immigration and Integration	-	-
DK	EllemannKaren	minister	2015-06-28	2016-11-27	FT.15	-	Social- og indenrigsminister	Minister for Social Affairs and minister of the Interior	-	-
DK	EllemannKaren	minister	2016-11-28	2017-08-06	FT.16	-	Minister for ligestilling og minister for nordisk samarbejde	Minister for Equality and Nordic Cooperation	-	-
