country	pm_id	ches_id	year	chesversion	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_three	mip_two	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote
LT	DKF	DK	2014	2020.1	6.88	3.33	-	-	3.46	-	-	9.42	7.90	-	88952	8.5	-	-	-	2.67	0	3.8	2012	-	6	-	7	-	-	-	2.5	-	2.75	5.25	4.89	-	-	-	3.14	-	4	-	3.40	-	3.11	-	2.87	3	1	15	9	9	-	-	7.64	-	0.0	-	5.25	-	-	7.5	-	1	2	3	-	-	7.40	8.25	-	-	-	3	-	4.5	-	7.62	-	5	-	9.30	4.60	-	6.75	-	-	-	8
LT	DPF	DP	2006	2020.1	3.86	4.29	-	-	-	-	-	-	6.20	4.60	88440	-	4.20	2	2.75	4.5	0	-	2004	-	-	30.20	3.75	2.75	-	-	-	-	-	6.5	1	-	-	-	4.25	-	4.4	-	5.83	-	6.14	-	4.30	3.83	1	8	3	5.8	-	-	-	-	1.0	-	4	1.25	-	-	-	-	-	-	-	-	3	-	-	-	4.40	3.80	2.5	4	1.75	3	-	27.70	2.25	5.75	4.60	3.25	5.80	4.40	3.5	1.4	28.4
LT	DPF	DP	2010	2020.1	4.58	5.17	-	-	-	-	-	-	4.91	4.08	88440	-	-	-	4.67	5.92	0	-	2008	1.33	6.22	8.56	4.27	4.08	-	-	1.38	-	-	6.5	3.10	-	-	-	4.88	-	4.80	-	5.90	-	5.54	-	5.28	4	1	13	3	5.17	-	-	-	-	0.0	-	4.11	2.30	3.2	5	-	-	-	-	-	1.9	4.78	-	-	-	4.33	5.23	3.3	4.55	2.40	4	-	7.10	3.92	6	5.5	5.80	3.83	3.27	-	-	9
LT	DPF	DP	2014	2020.1	4.40	4.69	-	-	7.57	-	-	4.67	5.15	-	88440	3.62	-	-	-	4.46	0	4.83	2012	-	6.56	12.8	4.20	-	-	-	1.43	-	4.33	6.31	3.33	-	-	-	4.69	-	4.69	-	5	-	5.13	-	5.33	3.88	1	15	3	5.86	-	-	3.79	-	1.0	-	4.36	-	-	5.20	-	14	1	13	-	-	5.10	4.58	-	-	-	4.21	-	4.82	-	4.36	-	20.6	-	5.92	4.92	-	5.36	-	-	-	19.8
LT	DPF	DP	2019	2020.1	4.91	4.91	6.33	3.75	6.27	-	1.73	4.70	6	-	88440	3.64	-	-	-	5	0	5	2016	1.22	6.56	8.99	5.5	-	-	2.78	-	6.5	3.75	6	3.33	-	-	-	-	-	3.67	-	5.56	-	5.10	-	4.18	-	1	11	3	6.10	5	4.5	4.40	-	0.0	3.86	6.44	4.5	-	-	9.18	-	-	-	3.71	4.5	6.44	6.20	5.11	5.40	5.10	5.10	-	4.75	-	4.78	2.73	2.40	-	6.60	5.64	-	5.70	-	-	-	4.88
LT	FLG	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
LT	LLRA-KŠSF	LLRA	2002	2020.1	3.4	4.0	-	-	-	-	-	-	-	-	88951	-	-	-	-	-	0	-	2000	-	-	-	-	-	6	4	-	-	-	6.25	3.33	-	3	4	5	-	5	-	4	-	5.25	-	6.67	-	0	5	8	7.25	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.4	-	-	-	-	-	-	-	-	1.9
LT	LLRA-KŠSF	LLRA	2006	2020.1	4.33	3.8	-	-	-	-	-	-	5	1.75	88951	-	4.25	5	1	3.75	0	-	2004	-	-	5.70	0.20	9.40	-	-	-	-	-	6.2	1	-	-	-	4.33	-	4.6	-	5	-	5.71	-	2.87	3.75	1	8	8	7.4	-	-	-	-	0.0	-	4.67	.75	-	-	-	-	-	-	-	-	1	-	-	-	2	4.75	6.5	2.25	3.25	6	-	1.4	2.75	6.5	4	1.25	7	4.75	4	1.25	3.8
LT	LLRA-KŠSF	LLRA	2010	2020.1	4.75	4.12	-	-	-	-	-	-	7.14	4.89	88951	-	-	-	3	3.75	0	-	2008	1.38	6.43	8.20	0.42	9.5	-	-	2.62	-	-	6.33	2.62	-	-	-	5.38	-	5.17	-	5.29	-	5.56	-	4.55	3.83	1	13	8	8.20	-	-	-	-	0.0	-	5.43	3.12	2.62	5.20	-	-	-	-	-	3.88	1.75	-	-	-	3.71	4	6.27	2.5	5.82	7.64	-	2.10	5.56	8.88	3.62	3.88	6.5	4.75	-	-	4.8
LT	LLRA-KŠSF	LLRA	2014	2020.1	5.46	3.58	-	-	3.5	-	-	6.27	7.09	-	88951	4.30	-	-	-	3.88	0	3.56	2012	-	5.17	8.1	1.25	-	-	-	1.5	-	3.64	6.10	1.33	-	-	-	4.42	-	4	-	4.42	-	4.21	-	3.67	3.12	1	15	8	8.86	-	-	7.36	-	1.0	-	6.17	-	-	6.29	-	7	12	15	-	-	4.33	6.75	-	-	-	3.58	-	2.60	-	9	-	5.70	-	8.92	4.30	-	7.40	-	-	-	5.8
