ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	Belgisch parlementair corpus ParlaMint-BE, commissievergadering van 17-06-2020 [ParlaMint.ana SAMPLE]	2020-06-17	Committee	55					COVID	Regular	MP	-	VB	Vlaams Belang	Opposition	Ponthier, Annick	F	1971
ParlaMint-BE_2020-06-17-55-commissie-ic210x.u2	Belgisch parlementair corpus ParlaMint-BE, commissievergadering van 17-06-2020 [ParlaMint.ana SAMPLE]	2020-06-17	Committee	55					COVID	Regular	notMP	-				Mahdi, Sammy	M	1988
ParlaMint-BE_2020-06-17-55-commissie-ic210x.u89	Belgisch parlementair corpus ParlaMint-BE, commissievergadering van 17-06-2020 [ParlaMint.ana SAMPLE]	2020-06-17	Committee	55					COVID	Regular	MP	-	MR	Mouvement Réformateur	Coalition	Bombled, Christophe	M	1973
ParlaMint-BE_2020-06-17-55-commissie-ic210x.u90	Belgisch parlementair corpus ParlaMint-BE, commissievergadering van 17-06-2020 [ParlaMint.ana SAMPLE]	2020-06-17	Committee	55					COVID	Chairperson	MP	-	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Buysrogge, Peter	M	1976
