Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u0	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	יושב ראש	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	ימין	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u1	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	דובר רגיל	MP	notMinister	יש עתיד	יש עתיד	Coalition	מרכז	person.30777	טור פז, משה	M	1972
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u2	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	יושב ראש	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	ימין	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u3	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	יושב ראש	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	ימין	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u4	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	דובר רגיל	MP	notMinister	העבודה	העבודה	Coalition	שמאל	person.30806	מואטי, אמילי חיה	F	1980
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u5	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	יושב ראש	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	ימין	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u6	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	דובר רגיל	notMP	notMinister	-	-	-	-	person.30770	טייב, יוסף	M	1981
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u7	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	יושב ראש	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	ימין	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u8	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	יושב ראש	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	ימין	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u9	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	דובר רגיל	MP	notMinister	יש עתיד	יש עתיד	Coalition	מרכז	person.30820	דוידסון, סימון	M	1970
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u10	24_ptv_616837.doc: ועדת החינוך, התרבות והספורט, 2021-12-21 10:40	2021-12-21	ועדה	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	קורונה	עברית	יושב ראש	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	ימין	person.30118	השכל, שרן	F	1984
