Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u0	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Chairperson	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	Right	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u1	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Regular	MP	notMinister	יש עתיד	יש עתיד	Coalition	Centre	person.30777	טור פז, משה	M	1972
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u2	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Chairperson	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	Right	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u3	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Chairperson	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	Right	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u4	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Regular	MP	notMinister	העבודה	העבודה	Coalition	Left	person.30806	מואטי, אמילי חיה	F	1980
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u5	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Chairperson	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	Right	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u6	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Regular	notMP	notMinister	-	-	-	-	person.30770	טייב, יוסף	M	1981
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u7	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Chairperson	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	Right	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u8	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Chairperson	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	Right	person.30118	השכל, שרן	F	1984
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u9	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Regular	MP	notMinister	יש עתיד	יש עתיד	Coalition	Centre	person.30820	דוידסון, סימון	M	1970
ParlaMint-IL_2021-12-21-24ptv616837	ParlaMint-IL_2021-12-21-24ptv616837.u10	24_ptv_616837.doc: Education, Culture and Sports Committee, 2021-12-21 10:40	2021-12-21	Committee	הכנסת ה-24	-	ישיבה מס' 71	2021-12-21	-	COVID	Hebrew	Chairperson	MP	notMinister	תקווה חדשה	תקווה חדשה	Coalition	Right	person.30118	השכל, שרן	F	1984
