ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES_2018-02-06-CD180206.u1	Plenary session 95 (2018-02-06)	2018-02-06	Lower house	12	95		2018-02-06		Reference	Chairman	-	-	-	-	-	-	-
ParlaMint-ES_2018-02-06-CD180206.u2	Plenary session 95 (2018-02-06)	2018-02-06	Lower house	12	95		2018-02-06		Reference	Regular	MP	notMinister	PP	Partido Popular	Coalition	Esteller Ruedas, María Ángeles	F	1964
ParlaMint-ES_2018-02-06-CD180206.u191	Plenary session 95 (2018-02-06)	2018-02-06	Lower house	12	95		2018-02-06		Reference	Chairman	-	-	-	-	-	-	-
ParlaMint-ES_2018-02-06-CD180206.u192	Plenary session 95 (2018-02-06)	2018-02-06	Lower house	12	95		2018-02-06		Reference	Chairman	-	-	-	-	-	-	-
