ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES_2015-01-20-CD150120.u1	Plenary session 237 (2015-01-20)	2015-01-20	Lower house	10	237		2015-01-20		Reference	Chairman	-	-	-	-	-	-	-
ParlaMint-ES_2015-01-20-CD150120.u2	Plenary session 237 (2015-01-20)	2015-01-20	Lower house	10	237		2015-01-20		Reference	Regular	MP	Minister	PP	Partido Popular	Coalition	Montoro Romero, Cristóbal Ricardo	M	1950
ParlaMint-ES_2015-01-20-CD150120.u97	Plenary session 237 (2015-01-20)	2015-01-20	Lower house	10	237		2015-01-20		Reference	Chairman	-	-	-	-	-	-	-
ParlaMint-ES_2015-01-20-CD150120.u98	Plenary session 237 (2015-01-20)	2015-01-20	Lower house	10	237		2015-01-20		Reference	Chairman	-	-	-	-	-	-	-
