ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES_2023-02-23-CD230223.u1	Plenary session 239 (2023-02-23)	2023-02-23	Lower house	14	239		2023-02-23		War	Chairman	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-23-CD230223.u2	Plenary session 239 (2023-02-23)	2023-02-23	Lower house	14	239		2023-02-23		War	Chairman	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-23-CD230223.u73	Plenary session 239 (2023-02-23)	2023-02-23	Lower house	14	239		2023-02-23		War	Chairman	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-23-CD230223.u74	Plenary session 239 (2023-02-23)	2023-02-23	Lower house	14	239		2023-02-23		War	Chairman	-	-	-	-	-	-	-
