ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES_2022-01-25-CD220125.u1	Plenary session 146 (2022-01-25)	2022-01-25	Lower house	14	146		2022-01-25		COVID	Chairman	-	-	-	-	-	-	-
ParlaMint-ES_2022-01-25-CD220125.u2	Plenary session 146 (2022-01-25)	2022-01-25	Lower house	14	146		2022-01-25		COVID	Regular	MP	Minister	PSOE	Partido Socialista Obrero Español	Coalition	Montero Cuadrado, María Jesús	F	1966
ParlaMint-ES_2022-01-25-CD220125.u83	Plenary session 146 (2022-01-25)	2022-01-25	Lower house	14	146		2022-01-25		COVID	Chairman	-	-	-	-	-	-	-
ParlaMint-ES_2022-01-25-CD220125.u84	Plenary session 146 (2022-01-25)	2022-01-25	Lower house	14	146		2022-01-25		COVID	Chairman	-	-	-	-	-	-	-
