Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
HR	parliamentaryGroup	party.BM_365_NZ	BM 365 i NZ	-	Klub Stranke rada i solidarnosti i nezavisnih zastupnika	-	-	-	-
HR	parliamentaryGroup	party.GLAS	GLAS	-	Klub Građansko-liberalnog saveza	-	-	-	-
HR	parliamentaryGroup	party.HDS_HSLS_HDSSB	HDS, HSLS, HDSSB	-	Klub Hrvatske demokršćanske stranke, Hrvatske socijalno-liberalne stranke i Hrvatskog demokratskog saveza Slavonije i Baranje	-	-	-	-
HR	parliamentaryGroup	party.HDZ	HDZ	-	Klub Hrvatske demokratske zajednice	-	-	-	-
HR	parliamentaryGroup	party.HNS	HNS	-	Klub Hrvatske narodne stranke - liberalnih demokrata	-	-	-	-
HR	parliamentaryGroup	party.HS	HS	-	Klub Hrvatski suverenisti	-	-	-	-
HR	parliamentaryGroup	party.HSS_Demokrati	HSS i Demokrati	-	Klub Hrvatske seljačke stranke i Demokrata	-	-	-	-
HR	parliamentaryGroup	party.HSU_SNAGA_NZ_NP	HSU, SNAGA, NZ i NP	-	Klub zastupnika Hrvatske stranke umirovljenika, SNAGA-e, nezavisnih zastupnika i Nove politike	-	-	-	-
HR	parliamentaryGroup	party.IDS_PGS_RI	IDS, PGS, RI	-	Klub Istarskog demokratskog sabora, Primorsko-goranskog saveza, Liste za Rijeku	-	-	-	-
HR	parliamentaryGroup	party.Most	Most	-	Klub Mosta nezavisnih lista	-	-	-	-
HR	parliamentaryGroup	party.NLM	NLM	-	Klub Nezavisne liste mladih	-	-	-	-
HR	parliamentaryGroup	party.Nezavisni	Nezavisni	-	Klub nezavisnih	-	-	-	-
HR	parliamentaryGroup	party.SDP	SDP	-	Klub Socijaldemokratske partije Hrvatske	-	-	-	-
HR	parliamentaryGroup	party.SDSS	SDSS	-	Klub Samostalne demokratske srpske stranke	-	-	-	-
HR	parliamentaryGroup	party.Živi_zid_PH	Živi zid i PH	-	Klub zastupnika Živog zida i Promijenimo Hrvatsku	-	-	-	-
HR	parliamentaryGroup	party.Živi_zid_SNAGA	Živi zid, SNAGA	-	Klub Živog zida i SNAGA-e	-	-	-	-
