ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2015-03-03-LEG17-Sed-401.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 401, Day (2015-03-03)	2015-03-03	2015-03-03	17-upper	-	-	401-upper	-	Reference	Chairperson	MP	FI-PdL XVII	Forza Italia-Il Popolo della Libertà XVII Legislatura	Gasparri, Maurizio	M	1956
ParlaMint-IT_2015-03-03-LEG17-Sed-401.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 401, Day (2015-03-03)	2015-03-03	2015-03-03	17-upper	-	-	401-upper	-	Reference	Chairperson	MP	FI-PdL XVII	Forza Italia-Il Popolo della Libertà XVII Legislatura	Gasparri, Maurizio	M	1956
ParlaMint-IT_2015-03-03-LEG17-Sed-401.u160	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 401, Day (2015-03-03)	2015-03-03	2015-03-03	17-upper	-	-	401-upper	-	Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Calderoli, Roberto	M	1956
ParlaMint-IT_2015-03-03-LEG17-Sed-401.u161	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 401, Day (2015-03-03)	2015-03-03	2015-03-03	17-upper	-	-	401-upper	-	Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Calderoli, Roberto	M	1956
