ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LT_2010-06-08-seimas-6-1.u1541	Transcripts of the Meetings of the Seimas of the Republic of Lithuania, Term 6, Non Regular (2010-06-08)	2010-06-08	Unicameralism	6	4	223			Reference	Chairperson	MP	-	793	Lietuvos socialdemokratų partijos frakcija	Opposition	Juršėnas, Česlovas	M	1938
ParlaMint-LT_2010-06-08-seimas-6-1.u1542	Transcripts of the Meetings of the Seimas of the Republic of Lithuania, Term 6, Non Regular (2010-06-08)	2010-06-08	Unicameralism	6	4	223			Reference	Chairperson	MP	-	793	Lietuvos socialdemokratų partijos frakcija	Opposition	Juršėnas, Česlovas	M	1938
ParlaMint-LT_2010-06-08-seimas-6-1.u1858	Transcripts of the Meetings of the Seimas of the Republic of Lithuania, Term 6, Non Regular (2010-06-08)	2010-06-08	Unicameralism	6	4	223			Reference	Regular	MP	-	1022	Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija	Coalition	Songaila, Gintaras	M	1962
ParlaMint-LT_2010-06-08-seimas-6-1.u1859	Transcripts of the Meetings of the Seimas of the Republic of Lithuania, Term 6, Non Regular (2010-06-08)	2010-06-08	Unicameralism	6	4	223			Reference	Chairperson	MP	-	874	Darbo partijos frakcija	Opposition	Baltraitienė, Virginija	F	1958
