ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
tbmm-2018-11-01sit01spe0001par0001	Türkiye meclis derlemi ParlaMint-TR, Dönem 27, Yıl 2, Birleşim 13	2018-11-01	Tek meclisli	27	2	13	-	-	Referans	Başkan	MP	notMinister	AKP	Adalet ve Kalkınma Partisi	Coalition	Şentop, Mustafa	M	1968
tbmm-2018-11-01sit01spe0002par0011	Türkiye meclis derlemi ParlaMint-TR, Dönem 27, Yıl 2, Birleşim 13	2018-11-01	Tek meclisli	27	2	13	-	-	Referans	Normal	MP	notMinister	AKP	Adalet ve Kalkınma Partisi	Coalition	Sırakaya, Zafer	M	1974
tbmm-2018-11-01sit01spe0122par0609	Türkiye meclis derlemi ParlaMint-TR, Dönem 27, Yıl 2, Birleşim 13	2018-11-01	Tek meclisli	27	2	13	-	-	Referans	Normal	MP	notMinister	Saadet	Saadet Partisi	Opposition	İslam, Nazır Cihangir	M	1959
tbmm-2018-11-01sit01spe0126par0610	Türkiye meclis derlemi ParlaMint-TR, Dönem 27, Yıl 2, Birleşim 13	2018-11-01	Tek meclisli	27	2	13	-	-	Referans	Başkan	MP	notMinister	AKP	Adalet ve Kalkınma Partisi	Coalition	Şentop, Mustafa	M	1968
