country	id	surname	forename	sex
RS	Jovanović1Nataša	Nataša	Jovanović	F
RS	JovanovićTomislav	Tomislav	Jovanović	M
RS	JovičićIvan	Ivan	Jovičić	M
RS	KaramarkovićLeposava	Leposava	Karamarković	F
RS	KaranovićNevena	Nevena	Karanović	F
RS	KaroljPal	Pal	Karolj	M
RS	KisićTepavčevićDarija	Darija	Kisić Tepavčević	F
RS	KobahidzeIraklije	Iraklije	Kobahidze	M
RS	KocićJelena	Jelena	Kocić	F
RS	KojadinovićDragan	Dragan	Kojadinović	M
RS	KojenLeon	Leon	Kojen	M
RS	KostićNada	Nada	Kostić	F
RS	KovačevićBorislav	Borislav	Kovačević	M
RS	KrivokapićRanko	Ranko	Krivokapić	M
RS	KrstićLazar	Lazar	Krstić	M
RS	KuburovićNela	Nela	Kuburović	F
RS	KulezićSandra	Sandra	Kulezić	F
RS	KužićVukica	Vukica	Kužić	F
RS	LabusMiroljub	Miroljub	Labus	M
RS	LagumdžijaTatjana	Tatjana	Lagumdžija	F
RS	LalićVesna	Vesna	Lalić	F
RS	LammertNorbert	Norbert	Lammert	M
RS	LasloTorde	Torde	Laslo	M
RS	LazarevićJanko	Janko	Lazarević	M
RS	LazovićKata	Kata	Lazović	F
RS	LensKlarkDejvid	Klark Dejvid	Lens	M
RS	LjuanKoka	Koka	Ljuan	F
RS	LjubićMilan	Milan	Ljubić	M
RS	LjušićRadoš	Radoš	Ljušić	M
RS	LončarZlatibor	Zlatibor	Lončar	M
RS	LončarZoran	Zoran	Lončar	M
RS	MaliSiniša	Siniša	Mali	M
RS	MalićSiniša	Siniša	Malić	M
RS	MandićStanojla	Stanojla	Mandić	F
RS	MarinkovićBranko	Branko	Marinković	M
RS	MarinkovićMilka	Milka	Marinković	F
RS	MarinkovićSrboljub	Srboljub	Marinković	M
RS	MarinovićMilan	Milan	Marinović	M
RS	MarićGeorgije	Georgije	Marić	M
RS	MarkovićRatko	Ratko	Marković	M
RS	MarkovićZorana	Zorana	Marković	F
RS	MaslovaraRalevićJelena	Jelena	Maslovara Ralević	F
RS	MatarelaSerđo	Serđo	Matarela	M
RS	MatićJasna	Jasna	Matić	F
RS	MatićTatjana	Tatjana	Matić	F
RS	MatkovićGordana	Gordana	Matković	F
RS	MatvijenkoValentina	Valentina	Matvijenko	F
RS	MedvedevDmitrij	Dmitrij	Medvedev	M
RS	MehandžićJovana	Jovana	Mehandžić	F
RS	MesarovićNata	Nata	Mesarović	F
RS	MihailovićNataša	Nataša	Mihailović	F
RS	MihajlovAnđelka	Anđelka	Mihajlov	F
RS	MihajlovićDušan	Dušan	Mihajlović	M
RS	MihajlovićNataša	Nataša	Mihajlović	F
RS	MihajlovićZorana	Zorana	Mihajlović	F
RS	MihajlovićZorna	Zorna	Mihajlović	F
RS	MijailovićPredrag	Predrag	Mijailović	M
RS	MijailovićLunePredrag	Predrag	Mijailovič Lune	M
RS	MilačićBorislav	Borislav	Milačić	M
RS	MiletićMilija	Milija	Miletić	F
RS	MilivojevićKsenija	Ksenija	Milivojević	F
RS	MilojevićDragomir	Dragomir	Milojević	M
RS	MilosavljevićSlobodan	Slobodan	Milosavljević	M
RS	MilosavljevićTomica	Tomica	Milosavljević	M
RS	MilovanovićVojislav	Vojislav	Milovanović	M
RS	MiloševićVeljko	Veljko	Milošević	M
RS	MilutinovićMilan	Milan	Milutinović	M
RS	KlodMinjonŽan	Žan Klod	Minjon	M
RS	MirčićMiroljub	Miroljub	Mirčić	M
RS	MitrovićBranimir	Branimir	Mitrović	M
RS	MladenovićSlobodan	Slobodan	Mladenović	M
RS	MogeriniFederika	Federika	Mogerini	F
RS	MomirovićTomislav	Tomislav	Momirović	M
RS	MrdakovićLjubica	Ljubica	Mrdaković	F
RS	MrkićIvan	Ivan	Mrkić	M
RS	MrvaljevićZoran	Zoran	Mrvaljević	M
RS	NedeljkovićMiroslav	Miroslav	Nedeljković	M
RS	NikolićMaja	Maja	Nikolić	F
RS	NikolićMladen	Mladen	Nikolić	M
RS	NikolićVesna	Vesna	Nikolić	F
RS	NovakovićGoran	Goran	Novaković	M
RS	ObradovićMiloje	Miloje	Obradović	M
RS	ObradovićVesna	Vesna	Obradović	F
RS	OdalovićVeljko	Veljko	Odalović	M
RS	OstojićĐorđe	Đorđe	Ostojić	M
RS	PahorBorut	Borut	Pahor	M
RS	PantićAleksadar	Aleksadar	Pantić	M
RS	PantićAleksandar	Aleksandar	Pantić	M
RS	ParivodićMilan	Milan	Parivodić	M
RS	PastorIštvan	Ištvan	Pastor	M
RS	PaunovićGoran	Goran	Paunović	M
RS	PavlopulosProkopis	Prokopis	Pavlopulos	M
RS	PavlovićŽak	Žak	Pavlović	M
RS	PašalićZoran	Zoran	Pašalić	M
RS	PašekoDuarte	Duarte	Pašeko	M
RS	PejovićDuško	Duško	Pejović	M
RS	PerićNebojša	Nebojša	Perić	M
RS	PetkovićBratislav	Bratislav	Petković	M
RS	PetrovićPavle	Pavle	Petrović	M
RS	PetrovićŠkeroVida	Vida	Petrović Škero	F
RS	PetrušićNevena	Nevena	Petrušić	F
RS	PešićMilutin	Milutin	Pešić	M
RS	PitićGoran	Goran	Pitić	M
RS	PopovićDejan	Dejan	Popović	M
RS	PopovićMaja	Maja	Popović	F
RS	PopovićRelja	Relja	Popović	F
RS	PopovićPerišićNada	Nada	Popović Perišić	F
RS	PupinKošćalJustina	Justina	Pupin Košćal	F
RS	RadojevićNemanja	Nemanja	Radojević	M
RS	RadomanZoran	Zoran	Radoman	M
RS	RadovanovićSlobodan	Slobodan	Radovanović	M
RS	RakićMajda	Majda	Rakić	F
RS	RistivojevićBranislav	Branislav	Ristivojević	M
RS	RistićDejan	Dejan	Ristić	M
RS	RodićNebojša	Nebojša	Rodić	M
RS	SamardžićMarkovićSnežana	Snežana	Samardžić Marković	F
RS	SelakovićNikola	Nikola	Selaković	M
RS	SerićŽeljko	Željko	Serić	M
RS	SertićŽeljko	Željko	Sertić	M
RS	SikimićDragan	Dragan	Sikimić	M
RS	SilurisDemetris	Demetris	Siluris	M
RS	SimićSiniša	Siniša	Simić	M
RS	SmiljanićAleksandra	Aleksandra	Smiljanić	F
RS	SmiljanićSrđan	Srđan	Smiljanić	M
RS	SretenovićRadoslav	Radoslav	Sretenović	M
RS	SrećkovićSrđan	Srđan	Srećković	M
RS	StankovićMiroslava	Miroslava	Stanković	F
RS	StankovićZoran	Zoran	Stanković	M
RS	StankovićĐuričićMiroslava	Miroslava	Stanković Đuričić	F
RS	StevanovićLjubiša	Ljubiša	Stevanović	M
RS	StoiljkovskiAleksandar	Aleksandar	Stoiljkovski	M
RS	StojanovićOstoja	Ostoja	Stojanović	M
RS	StojanovićStudenka	Studenka	Stojanović	F
RS	StojiljkovićVlajko	Vlajko	Stojiljković	M
RS	StojkovićZoran	Zoran	Stojković	M
RS	StojmenovićJovica	Jovica	Stojmenović	M
RS	StojšićZorica	Zorica	Stojšić	F
RS	MiloradStošićHadži	Hadži Milorad	Stošić	M
RS	TadićBoris	Boris	Tadić	M
RS	TomićMiroljub	Miroljub	Tomić	M
RS	TrajkovićRada	Rada	Trajković	F
RS	TrivanGoran	Goran	Trivan	M
RS	TubićDušan	Dušan	Tubić	M
RS	UdovičkiKori	Kori	Udovički	F
RS	UzelacDušan	Dušan	Uzelac	M
RS	VarinacSaša	Saša	Varinac	M
RS	VasovićJasmina	Jasmina	Vasović	F
RS	VeličkovićMiroslav	Miroslav	Veličković	M
RS	VenkajNaiduM	Naidu M.	Venkaj	M
RS	VerbićSrđan	Srđan	Verbić	M
RS	VolodinVjačeslav	Vjačeslav	Volodin	M
RS	VondračekRadek	Radek	Vondraček	M
RS	VujićJelena	Jelena	Vujić	F
RS	VujovićDušan	Dušan	Vujović	M
RS	VujovićRadoslav	Radoslav	Vujović	M
RS	VukićevićTanja	Tanja	Vukićević	F
RS	VukosavljevićVladan	Vladan	Vukosavljević	M
RS	VuksanovićSlobodan	Slobodan	Vuksanović	M
RS	VukčevićVladimir	Vladimir	Vukčević	M
RS	ĆirićNebojša	Nebojša	Ćirić	M
RS	ĆuseSokolj	Sokolj	Ćuse	M
RS	ČavićZoran	Zoran	Čavić	M
RS	ČavušogluMevlut	Mevlut	Čavušoglu	M
RS	ČerovićSlobodan	Slobodan	Čerović	M
RS	ČiplićSvetozar	Svetozar	Čiplić	M
RS	ČolićLjiljana	Ljiljana	Čolić	F
RS	ČonjagićSovranije	Sovranije	Čonjagić	M
RS	ČovićNebojša	Nebojša	Čović	M
RS	ĐorđeĐorđe	Đorđe	Đorđe	M
RS	ĐorđevićZoran	Zoran	Đorđević	M
RS	ĐukićSlavica	Slavica	Đukić	F
RS	ĐukićSnežana	Snežana	Đukić	F
RS	ĐurđevićDejan	Dejan	Đurđević	M
RS	ŠabovićGulbehar	Gulbehar	Šabović	M
RS	ŠandorMelank	Melank	Šandor	M
RS	ŠarovićAleksandra	Aleksandra	Šarović	F
RS	ŠarovićNikola	Nikola	Šarović	M
RS	ŠarčevićMladen	Mladen	Šarčević	M
RS	ŠijakovićBogoljub	Bogoljub	Šijaković	M
RS	ŠoškićDejan	Dejan	Šoškić	M
RS	ŠtimacMilko	Milko	Štimac	M
RS	ŠulcMartin	Martin	Šulc	M
RS	ŠumaracDragoslav	Dragoslav	Šumarac	M
RS	ŽivkovićSlavica	Slavica	Živković	F
