ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PL_2015-11-12-senat-01-1.u1	Report of the session of the Senat of the Republic of Poland, Term 9, Session 1, Day 1 (2015-11-12)	2015-11-12	2015-11-12	9-upper	1-upper	-	1-upper	-	Reference	Guest	notMP	-	-	Duda, Andrzej	M	-
ParlaMint-PL_2015-11-12-senat-01-1.u2	Report of the session of the Senat of the Republic of Poland, Term 9, Session 1, Day 1 (2015-11-12)	2015-11-12	2015-11-12	9-upper	1-upper	-	1-upper	-	Reference	Chairperson	MP	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Kuchciński, Marek	M	1955
ParlaMint-PL_2015-11-12-senat-01-1.u50	Report of the session of the Senat of the Republic of Poland, Term 9, Session 1, Day 1 (2015-11-12)	2015-11-12	2015-11-12	9-upper	1-upper	-	1-upper	-	Reference	Regular	MP	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Szwed, Aleksander	M	1982
ParlaMint-PL_2015-11-12-senat-01-1.u51	Report of the session of the Senat of the Republic of Poland, Term 9, Session 1, Day 1 (2015-11-12)	2015-11-12	2015-11-12	9-upper	1-upper	-	1-upper	-	Reference	Chairperson	MP	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Kuchciński, Marek	M	1955
