ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PL_2017-02-21-senat-35-1.u1	Report of the session of the Senat of the Republic of Poland, Term 9, Session 35, Day 1 (2017-02-21)	2017-02-21	2017-02-21	9-upper	35-upper	-	1-upper	-	Reference	Chairperson	MP	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	coalition	Kuchciński, Marek	M	1955
ParlaMint-PL_2017-02-21-senat-35-1.u2	Report of the session of the Senat of the Republic of Poland, Term 9, Session 35, Day 1 (2017-02-21)	2017-02-21	2017-02-21	9-upper	35-upper	-	1-upper	-	Reference	Regular	MP	KO	Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni	opposition	Fedorowicz, Jerzy	M	1947
ParlaMint-PL_2017-02-21-senat-35-1.u210	Report of the session of the Senat of the Republic of Poland, Term 9, Session 35, Day 1 (2017-02-21)	2017-02-21	2017-02-21	9-upper	35-upper	-	1-upper	-	Reference	Regular	MP	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	coalition	Stanisławek, Andrzej	M	1954
ParlaMint-PL_2017-02-21-senat-35-1.u211	Report of the session of the Senat of the Republic of Poland, Term 9, Session 35, Day 1 (2017-02-21)	2017-02-21	2017-02-21	9-upper	35-upper	-	1-upper	-	Reference	Chairperson	MP	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	coalition	Bielan, Adam	M	1974
