ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FR_2018-04-22-205_u1	Proceedings of the debates in plenary sitting of the Assemblée Nationale, 22/04/2018	2018-04-22	2018-04-22	15	-	-	-	-	Reference	Chairperson	MP	UDI-AGIR	UDI, Agir et Indépendants	Jégo, Yves	M	1961
ParlaMint-FR_2018-04-22-205_u2	Proceedings of the debates in plenary sitting of the Assemblée Nationale, 22/04/2018	2018-04-22	2018-04-22	15	-	-	-	-	Reference	Chairperson	MP	UDI-AGIR	UDI, Agir et Indépendants	Jégo, Yves	M	1961
ParlaMint-FR_2018-04-22-205_u494	Proceedings of the debates in plenary sitting of the Assemblée Nationale, 22/04/2018	2018-04-22	2018-04-22	15	-	-	-	-	Reference	Chairperson	MP	UDI-AGIR	UDI, Agir et Indépendants	Jégo, Yves	M	1961
ParlaMint-FR_2018-04-22-205_u495	Proceedings of the debates in plenary sitting of the Assemblée Nationale, 22/04/2018	2018-04-22	2018-04-22	15	-	-	-	-	Reference	Chairperson	MP	UDI-AGIR	UDI, Agir et Indépendants	Jégo, Yves	M	1961
