ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FR_2020-07-31-E1030_u1	Proceedings of the debates in plenary sitting of the Assemblée Nationale, sitting: 30, 31/07/2020	2020-07-31	2020-07-31	-	E1	-	30	-	Reference	Chairperson	MP	SOC	Socialistes et apparentés	-	Habib, David	M	1961
ParlaMint-FR_2020-07-31-E1030_u2	Proceedings of the debates in plenary sitting of the Assemblée Nationale, sitting: 30, 31/07/2020	2020-07-31	2020-07-31	-	E1	-	30	-	Reference	Chairperson	MP	SOC	Socialistes et apparentés	-	Habib, David	M	1961
ParlaMint-FR_2020-07-31-E1030_u657	Proceedings of the debates in plenary sitting of the Assemblée Nationale, sitting: 30, 31/07/2020	2020-07-31	2020-07-31	-	E1	-	30	-	Reference	Regular	MP	SOC	Socialistes et apparentés	-	Habib, David	M	1961
ParlaMint-FR_2020-07-31-E1030_u658	Proceedings of the debates in plenary sitting of the Assemblée Nationale, sitting: 30, 31/07/2020	2020-07-31	2020-07-31	-	E1	-	30	-	Reference	Chairperson	MP	SOC	Socialistes et apparentés	-	Habib, David	M	1961
