ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FR_2018-04-12-O1187_u1	Proceedings of the debates in plenary sitting of the Assemblée Nationale, sitting: 187, 12/04/2018	2018-04-12	2018-04-12	-	O1	-	187	-	Reference	Chairperson	MP	LAREM	La République en Marche	-	Renson, Hugues	M	1978
ParlaMint-FR_2018-04-12-O1187_u2	Proceedings of the debates in plenary sitting of the Assemblée Nationale, sitting: 187, 12/04/2018	2018-04-12	2018-04-12	-	O1	-	187	-	Reference	Chairperson	MP	LAREM	La République en Marche	-	Renson, Hugues	M	1978
ParlaMint-FR_2018-04-12-O1187_u277	Proceedings of the debates in plenary sitting of the Assemblée Nationale, sitting: 187, 12/04/2018	2018-04-12	2018-04-12	-	O1	-	187	-	Reference	Chairperson	MP	LAREM	La République en Marche	-	Renson, Hugues	M	1978
ParlaMint-FR_2018-04-12-O1187_u278	Proceedings of the debates in plenary sitting of the Assemblée Nationale, sitting: 187, 12/04/2018	2018-04-12	2018-04-12	-	O1	-	187	-	Reference	Chairperson	MP	LAREM	La République en Marche	-	Renson, Hugues	M	1978
