ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	IT	-	807	PSDI	1999	4.5	4.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1996	-	-	2.2	-	-	-	5.2	-	-	-	6	1.5	-	5.2	5.2	5.6	5.6	6	-	-	-	6.2	-	3.5	-	1	6	5	4.6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2020.1
1999-2019	IT	-	822	PdUP	1999	2.2	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1996	-	-	-	-	-	-	6.2	-	-	-	6.4	1.5	-	5.8	5.5	5.4	5.6	5.4	-	-	-	4.5	-	2.9	-	1	6	6	3	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2020.1
1999-2019	IT	-	824	PsDA	1999	4.2	3.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1996	-	-	-	-	-	-	6	-	-	-	6.3	1.2	-	4	3.5	4	4.7	4	-	-	-	5.2	-	3.8	-	1	6	8	6.2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	0.7	2020.1
1999-2019	IT	-	803	RC	1999	0.6	0.5	-	-	-	-	-	-	-	-	32212	-	-	-	-	-	1	-	1996	-	-	4.3	-	-	-	5.8	-	-	-	6.4	2.0	-	4.5	5.7	4.2	4	3.2	-	-	-	3.0	-	1.7	-	1	6	6	3.2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.6	-	-	-	-	-	-	-	-	8.6	2020.1
1999-2019	IT	-	825	RI	1999	4.8	6.2	-	-	-	-	-	-	-	-	32321	-	-	-	-	-	1	-	1996	-	-	1.1	-	-	-	5.4	-	-	-	5.2	1.0	-	5.8	5.6	5.6	5.8	6.4	-	-	-	6.5	-	5.5	-	1	6	9	5.2	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.3	-	-	-	-	-	-	-	-	4.3	2020.1
1999-2019	IT	-	826	SEG	1999	6.0	6.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1996	-	-	-	-	-	-	4.2	-	-	-	4.8	0	-	5.5	4.8	5.8	5.6	5.8	-	-	-	6.0	-	3	-	1	6	9	4.6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2020.1
1999-2019	IT	-	827	SVP	1999	5.8	5.5	-	-	-	-	-	-	-	-	32904	-	-	-	-	-	1	-	1996	-	-	0.5	-	-	-	4.7	-	-	-	5.5	0.6	-	6	6.5	5	5.5	5.5	-	-	-	4.8	-	3	-	1	6	8	6.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	-	-	-	-	-	-	-	-	1.7	2020.1
1999-2019	IT	-	817	UD	1999	5.0	5.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1996	-	-	-	-	-	-	5.5	-	-	-	6.5	1.7	-	6.5	5	4.7	5	5.5	-	-	-	5.0	-	2.5	-	1	6	3	5	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	-	-	-	-	-	-	-	-	1.7	2020.1
1999-2019	IT	-	805	AN	2002	7.8	5.3	-	-	-	-	-	-	-	-	32710	-	-	-	-	-	1	-	2001	-	-	10.3	-	-	5.9	4	-	-	-	5.7	4.3	-	3.8	3.3	3.8	-	3.8	-	3.8	-	4.3	-	5.2	-	1	14	1	8.7	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.3	-	-	-	-	-	-	-	-	12	2020.1
1999-2019	IT	-	814	CCD	2002	5.9	5.2	-	-	-	-	-	-	-	-	32521	-	-	-	-	-	1	-	2001	-	-	2.6	-	-	5.8	5.4	-	-	-	6	1.6	-	4.9	4.7	5.3	-	5.5	-	5.6	-	6.2	-	6.7	-	1	14	4	7.6	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.3	-	-	-	-	-	-	-	-	1.6	2020.1
1999-2019	IT	-	818	CDU	2002	6.0	5.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	2001	-	-	2.2	-	-	5.6	5.3	-	-	-	6.1	1.6	-	4.8	4.6	5.4	-	5.4	-	5.5	-	6.2	-	6.7	-	1	14	4	7.8	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.3	-	-	-	-	-	-	-	-	1.6	2020.1
1999-2019	IT	-	819	DEM	2002	3.9	4.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	2001	-	-	-	-	-	4.9	6.1	-	-	-	6.2	1.1	-	5.7	5.8	6.3	-	6.1	-	6.1	-	6.5	-	8.9	-	1	14	3	4.1	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.6	-	-	-	-	-	-	-	-	7.2	2020.1
1999-2019	IT	-	802	DS	2002	3.1	3.4	-	-	-	-	-	-	-	-	32220	-	-	-	-	-	1	-	2001	-	-	17.3	-	-	4.8	6.4	-	-	-	6.3	2.0	-	5.8	6.1	5.9	-	6.3	-	5.4	-	6.5	-	8.8	-	1	14	5	2.5	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22.7	-	-	-	-	-	-	-	-	16.6	2020.1
1999-2019	IT	-	828	IdV	2002	5.0	5.1	-	-	-	-	-	-	-	-	32902	-	-	-	-	-	1	-	2001	-	-	-	-	-	4.2	5	-	-	-	5.1	1	-	4.6	4.6	4.9	-	5.3	-	4.5	-	5.0	-	4	-	1	14	3	6.5	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	3.9	2020.1
1999-2019	IT	-	823	PPI	2002	4.4	4.2	-	-	-	-	-	-	-	-	32520	-	-	-	-	-	1	-	2001	-	-	4.2	-	-	5.6	6.1	-	-	-	6.2	1.7	-	5.5	5.3	6.2	-	6.1	-	5.8	-	6.5	-	8.6	-	1	14	4	5.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.2	-	-	-	-	-	-	-	-	4.6	2020.1
1999-2019	IT	-	803	RC	2002	1.9	0.7	-	-	-	-	-	-	-	-	32212	-	-	-	-	-	1	-	2001	-	-	4.3	-	-	4	5.5	-	-	-	5.8	2.6	-	4.2	6.2	5.2	-	3.1	-	3.1	-	3.5	-	4.4	-	1	14	6	2.6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.8	-	-	-	-	-	-	-	-	5	2020.1
1999-2019	IT	-	825	RI	2002	5.2	5.8	-	-	-	-	-	-	-	-	32321	-	-	-	-	-	1	-	2001	-	-	1.1	-	-	4.2	5.7	-	-	-	5.9	1.6	-	5.7	5.2	6.1	-	5.9	-	6	-	5.9	-	7.5	-	1	14	9	5.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.1	-	-	-	-	-	-	-	-	1.2	2020.1
1999-2019	IT	-	829	UDEUR	2002	5.6	4.9	-	-	-	-	-	-	-	-	32953	-	-	-	-	-	1	-	2001	-	-	-	-	-	5.4	5.4	-	-	-	6.2	1.8	-	4.7	4.6	5.1	-	5.4	-	5.1	-	5.8	-	5.6	-	1	14	3	6.6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.1	-	-	-	-	-	-	-	-	1.2	2020.1
1999-2019	IT	-	805	AN	2006	8.0	5.4	-	-	-	-	-	-	9.1	7.3	32710	-	9.4	7	4.5	4.7	1	-	2006	-	-	11.5	7.2	6.2	-	-	-	-	-	5.8	3	-	-	-	4.3	-	4.1	-	4.7	-	4.8	-	4.2	3.6	1	8	1	8.9	-	-	-	-	0.5	-	7	8.3	-	-	-	-	-	-	-	-	9.5	-	-	-	4.7	5.5	7.2	6.6	6.3	8	-	11.3	9.4	9.2	5.7	5.7	6.3	5	7.3	7.7	12.3	2020.1
1999-2019	IT	-	819	DL	2006	4.0	4.4	-	-	-	-	-	-	4	6.1	-	-	2.8	5.8	5.5	3.8	1	-	2006	-	-	9.1	2.2	7.2	-	-	-	-	-	6.2	1.1	-	-	-	6.5	-	6.4	-	6.1	-	7.0	-	8.8	5.6	1	8	3	5.1	-	-	-	-	0.5	-	3.2	6	-	-	-	-	-	-	-	-	3.5	-	-	-	7	3.3	5.8	4	6.2	5.8	-	12.9	7	4.2	3.4	6.3	4.3	3	3.5	6.7	10.9	2020.1
1999-2019	IT	-	802	DS	2006	2.7	3.0	-	-	-	-	-	-	2.9	6.1	32220	-	1.8	5.4	5	3	1	-	2006	-	-	18.1	2	7.5	-	-	-	-	-	6.2	2.1	-	-	-	6.5	-	6.4	-	6.1	-	6.9	-	8.8	5.8	1	8	5	2.9	-	-	-	-	0.5	-	3	6.3	-	-	-	-	-	-	-	-	2.2	-	-	-	7.5	2.2	6	4	3.7	2.2	-	22	6.8	2	1.9	6.1	2.7	3.8	2.7	7	18.7	2020.1
1999-2019	IT	-	828	IdV	2006	4.8	4.6	-	-	-	-	-	-	5.6	8.2	32902	-	3.3	-	5	4.5	1	-	2006	-	-	2.1	3	6	-	-	-	-	-	6	0.6	-	-	-	6.2	-	6.2	-	5.2	-	5.6	-	2.5	4.2	1	8	3	5.4	-	-	-	-	0.5	-	-	5.7	-	-	-	-	-	-	-	-	-	-	-	-	5	3.8	-	4	1.5	5	-	2.7	6.5	3.3	4	7.8	-	-	2.8	5.3	2.3	2020.1
1999-2019	IT	-	832	MRE	2006	4.3	4.8	-	-	-	-	-	-	4	6.8	-	-	-	5.7	5.2	4.5	1	-	2006	-	-	1.3	4.3	7.7	-	-	-	-	-	6.2	0.8	-	-	-	6.8	-	6.5	-	6.2	-	7.0	-	7.2	5.6	1	7	3	3.8	-	-	-	-	0.0	-	6.2	6.8	-	-	-	-	-	-	-	-	3.7	-	-	-	6.4	4.5	-	3.5	4	1.8	-	0	7.4	2.8	4	6.6	-	-	4	6	1.6	2020.1
1999-2019	IT	-	835	NPSI	2006	5.4	5.7	-	-	-	-	-	-	5.4	4.8	32611	-	2.3	4.3	3.6	4.8	1	-	2006	-	-	2	5	6	-	-	-	-	-	5.6	1.3	-	-	-	5.2	-	4.7	-	5.5	-	5.3	-	4.4	4.6	1	8	9	3.6	-	-	-	-	0.5	-	6.2	4.7	-	-	-	-	-	-	-	-	3.8	-	-	-	4.8	5.2	3.7	4.2	1.8	2.8	-	0.6	3.4	2.8	5	5.2	2.3	2.3	6.8	5.2	0.7	2020.1
1999-2019	IT	-	830	PP	2006	5.8	4.5	-	-	-	-	-	-	6.5	6.5	-	-	-	-	3.8	4	1	-	2006	-	-	1.1	6	1.3	-	-	-	-	-	5.2	1	-	-	-	5.7	-	4.2	-	4	-	4.6	-	2.7	3.2	1	6	2	8	-	-	-	-	0.0	-	5.7	4.7	-	-	-	-	-	-	-	-	7.3	-	-	-	6.2	3.8	-	6.3	7.3	6.7	-	0	6	7.7	3.8	4.7	-	-	5	5	0.9	2020.1
1999-2019	IT	-	836	PdCI	2006	0.9	0.3	-	-	-	-	-	-	0.9	6.6	32213	-	1.4	6.2	6	0.5	1	-	2006	-	-	2.4	1	8.2	-	-	-	-	-	5.8	0.5	-	-	-	4.8	-	4	-	2.7	-	2.8	-	3.3	3.8	1	8	6	0.9	-	-	-	-	0.0	-	2	7.2	-	-	-	-	-	-	-	-	2	-	-	-	9.7	0.2	3	5.4	3.8	0.5	-	2.5	7.8	0.6	0.3	6.5	2	4.7	0.3	7.5	2.3	2020.1
1999-2019	IT	-	813	RAD	2006	3.8	6.7	-	-	-	-	-	-	0.5	8	-	-	0.8	6.8	6.2	6.5	1	-	2006	-	-	2.3	1.2	8.2	-	-	-	-	-	6	0.3	-	-	-	6.8	-	6.2	-	5.8	-	6.5	-	7.9	5.8	1	8	3	0.1	-	-	-	-	0.5	-	2.4	5.2	-	-	-	-	-	-	-	-	3.5	-	-	-	4.8	5	7	3.8	4	0.2	-	1.1	7.8	0.4	4	7	2	4	5.7	5.6	1.1	2020.1
1999-2019	IT	-	803	RC	2006	1.3	0.4	-	-	-	-	-	-	1	6.6	32212	-	1.4	6.2	6.3	0.7	1	-	2006	-	-	6.1	0.8	8.2	-	-	-	-	-	5.6	2	-	-	-	4.8	-	3.6	-	2.9	-	3.0	-	4.6	4.3	1	8	6	0.8	-	-	-	-	0.5	-	2	7.5	-	-	-	-	-	-	-	-	2	-	-	-	9.7	0.2	2.8	6	4.2	0.7	-	6.5	7.8	6	0.1	7	2	4	0.3	8.2	5.7	2020.1
1999-2019	IT	-	807	SDI	2006	3.9	3.8	-	-	-	-	-	-	1.5	6.7	-	-	2.5	6	4	3.2	1	-	2006	-	-	2.6	2.2	6.5	-	-	-	-	-	5.8	0.6	-	-	-	6.2	-	6.2	-	5.7	-	6.4	-	5.4	5	1	8	5	1.4	-	-	-	-	0.5	-	3.5	5.8	-	-	-	-	-	-	-	-	3.2	-	-	-	5.8	3	5.3	3.8	3.3	0.5	-	1.7	7.4	1	3	5.1	2	3	4.4	4.8	1.5	2020.1
1999-2019	IT	-	827	SVP	2006	5.0	4.7	-	-	-	-	-	-	5.7	6.3	32904	-	-	-	4.3	4.7	1	-	2006	-	-	0.5	-	-	-	-	-	-	-	5	1	-	-	-	6.3	-	5.8	-	5.2	-	6.3	-	4.4	2.8	1	6	8	7	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	-	-	-	-	-	0.6	-	-	4.7	5.3	-	-	-	-	0.5	2020.1
1999-2019	IT	-	814	UDC	2006	5.9	5.1	-	-	-	-	-	-	7.1	7	32530	-	6.5	3.2	4.3	5.2	1	-	2006	-	-	5.9	5.8	5.5	-	-	-	-	-	6	1.1	-	-	-	5	-	4.9	-	5.9	-	6.2	-	5.8	4.3	1	8	4	7.6	-	-	-	-	0.5	-	5.8	5.5	-	-	-	-	-	-	-	-	8.2	-	-	-	4.7	5.5	5.8	5.8	9.7	9.6	-	6.2	9.4	8.8	6	5.3	7	4.3	8.2	8	6.8	2020.1
1999-2019	IT	-	829	UDEUR	2006	5.0	4.3	-	-	-	-	-	-	5	6	32953	-	3	5	3.8	3.6	1	-	2006	-	-	1.3	3.8	6.5	-	-	-	-	-	5.8	0.8	-	-	-	6.2	-	6.2	-	5.8	-	6.3	-	3.8	4	1	8	3	7.8	-	-	-	-	0.5	-	5.4	6.2	-	-	-	-	-	-	-	-	5.8	-	-	-	5.2	3.7	6	5.2	9.2	8.5	-	1.6	8.2	7.2	3.7	5.4	6	6.3	5.2	5.8	1.4	2020.1
1999-2019	IT	-	808	VERDI	2006	2.3	3.0	-	-	-	-	-	-	0.5	7	32110	-	1	6	4.5	2.5	1	-	2006	-	-	2.5	1	7	-	-	-	-	-	6	1.6	-	-	-	6.2	-	5.4	-	5.2	-	5.9	-	6.7	5.6	1	8	7	0.6	-	-	-	-	0.5	-	1.8	5.8	-	-	-	-	-	-	-	-	2.8	-	-	-	6	2.5	6.2	3.8	3.6	0.5	-	2.4	8.4	0.6	1.1	5.5	3.7	6.3	1.6	6.7	2	2020.1
1999-2019	IT	-	805	AN	2010	7.3	5.2	-	-	-	-	-	-	8.2	7.6	32710	-	-	-	6.1	5.4	1	-	2008	4.6	6.9	-	5.5	6.7	-	-	1.6	-	-	6.6	3.6	-	-	-	5.3	-	5.7	-	5	-	5.8	-	5	4.2	1	9	1	7.3	-	-	-	-	0.0	-	6.9	7.9	7.7	2.6	-	-	-	-	-	7.7	6.3	-	-	-	5.9	4.9	5	6.6	5.2	7	-	-	6.1	7.2	5.5	5.9	5.6	2.7	-	-	-	2020.1
1999-2019	IT	-	828	IdV	2010	4.0	4.7	-	-	-	-	-	-	6.1	8.4	32902	-	-	-	4.8	4.7	1	-	2008	5	3	8	2.8	4.1	-	-	1	-	-	5.8	1.5	-	-	-	6	-	6.2	-	6	-	6.1	-	5	5	1	9	3	3.5	-	-	-	-	0.0	-	3.8	3.8	3.8	4	-	-	-	-	-	5.3	3.7	-	-	-	5	3.8	4.2	4.3	4.1	3.9	-	4.6	5.3	3	3.9	5.9	3.7	2.2	-	-	4.5	2020.1
1999-2019	IT	-	840	MpA	2010	6.3	4.5	-	-	-	-	-	-	4	2.8	-	-	-	-	3.4	4.4	1	-	2008	2.4	7.8	-	7.5	5.3	-	-	3	-	-	6.8	1	-	-	-	5.7	-	4	-	5	-	4.7	-	2.7	-	1	9	8	6.8	-	-	-	-	0.0	-	5.7	5.5	3	3.3	-	-	-	-	-	4.3	8.7	-	-	-	6.5	3.2	7.6	2.2	7.5	8	-	1.3	5.7	5.2	4.4	4	6.5	4.2	-	-	1.1	2020.1
1999-2019	IT	-	839	PSI	2010	4.1	3.3	-	-	-	-	-	-	2.8	5.5	-	-	-	-	6.8	5	1	-	2008	6	4.2	-	2.6	3.6	-	-	2.6	-	-	6.7	2.3	-	-	-	7	-	7	-	6.5	-	5.8	-	5.8	5.5	1	9	5	1.5	-	-	-	-	0.0	-	2.8	3.6	5.8	5	-	-	-	-	-	5.7	3	-	-	-	6.5	2.8	3.4	4.8	6	0.8	-	0	7.8	1.2	3.8	5.2	3.8	2	-	-	1.1	2020.1
1999-2019	IT	-	836	PdCI	2010	0.8	1.0	-	-	-	-	-	-	3.7	7.3	-	-	-	-	7.2	1	1	-	2008	7.4	1.4	-	1.3	6.7	-	-	3	-	-	6.3	-	-	-	-	5.7	-	5.5	-	3	-	3.8	-	-	4	1	9	6	1.3	-	-	-	-	0.0	-	1.4	7	7.4	7.4	-	-	-	-	-	6	2	-	-	-	9.2	0.7	6.4	2.4	5.3	1	-	0	9.2	2.2	0.8	8.8	3.8	2.6	-	-	0.8	2020.1
1999-2019	IT	-	803	RC	2010	0.6	0.7	-	-	-	-	-	-	2.1	7	32212	-	-	-	7	0.8	1	-	2008	7	1.6	3.4	1.1	6.8	-	-	2.3	-	-	5.7	3.2	-	-	-	5	-	3.3	-	2.9	-	3.2	-	3.8	4	1	9	6	0.8	-	-	-	-	0.0	-	0.6	7	8.3	8.2	-	-	-	-	-	7.7	1.5	-	-	-	9.4	0.6	3.7	5.6	5.5	0.4	-	0	8.2	0.7	0.7	9.1	2.8	2.5	-	-	0.8	2020.1
1999-2019	IT	-	842	SD	2010	2.1	1.9	-	-	-	-	-	-	3.2	6.7	-	-	-	-	8.6	1.2	1	-	2008	7.3	1.7	-	1.2	7.4	-	-	1	-	-	6.5	1.8	-	-	-	6.2	-	5.3	-	5	-	5.8	-	5	4.7	1	9	6	1.1	-	-	-	-	0.0	-	1.3	7.7	7.2	6.5	-	-	-	-	-	7.5	1.2	-	-	-	9	1	4.6	4.2	5.7	0.6	-	0	9	0.7	1.2	8.5	3.6	3	-	-	0.8	2020.1
1999-2019	IT	-	838	SL	2010	1.6	1.8	-	-	-	-	-	-	2.3	6.6	32230	-	-	-	6.6	1.5	1	-	2008	8.2	1.2	3.1	1	6.3	-	-	1.4	-	-	6.2	3	-	-	-	5.7	-	4.2	-	3.4	-	4.5	-	4.3	5	1	9	5	0.8	-	-	-	-	0.0	-	1.3	7	7	7.7	-	-	-	-	-	7.5	1.8	-	-	-	8.7	1.1	4.8	4.7	4.9	0.6	-	-	8.4	0.5	1.2	8.5	3.4	2.2	-	-	-	2020.1
1999-2019	IT	-	827	SVP	2010	5.8	5.5	-	-	-	-	-	-	5.5	5.2	32904	-	-	-	6	5.4	1	-	2008	6.8	3.8	-	2.2	7.8	-	-	2.4	-	-	6.5	1.2	-	-	-	6.8	-	6.7	-	6.2	-	6.4	-	6.7	1.7	1	9	8	6.8	-	-	-	-	0.0	-	7.2	5	2	3.5	-	-	-	-	-	4.8	9	-	-	-	5	5.4	8.5	0.5	5.8	7.7	-	0.3	5.8	4.8	4.5	4.4	8	7.7	-	-	0.4	2020.1
1999-2019	IT	-	814	UDC	2010	5.3	5.0	-	-	-	-	-	-	5.9	5.4	32530	-	-	-	4.7	4.9	1	-	2008	3	6	6.5	3.8	4.2	-	-	1	-	-	6.1	1.6	-	-	-	6.3	-	6.3	-	6	-	6.3	-	5.6	3.4	1	9	4	7.4	-	-	-	-	0.0	-	4.9	4.9	4.9	3.3	-	-	-	-	-	5.5	7.5	-	-	-	4.5	4.4	4.4	5.9	9.4	9.4	-	5.7	7.5	8.2	4.9	5.2	5.7	3.5	-	-	5.8	2020.1
