Country	PersonID	Role	From	To	GovtTermID	MinistryID	orgName-xx	orgName-en	URL	Comment
BA	LagumdžijaZlatko	minister	2012-01-12	2015-03-31	11th cabinet	-	Ministarstvo vanjskih poslova Bosne i Hercegovine	Ministry of Foreign Affairs	https://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_(Bosnia_and_Herzegovina)	-
BA	CrnadakIgor	minister	2015-04-01	2019-12-23	12th cabinet	-	Ministarstvo vanjskih poslova Bosne i Hercegovine	Ministry of Foreign Affairs	https://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_(Bosnia_and_Herzegovina)	-
BA	TurkovićBisera	minister	2019-12-24	-	13th cabinet	-	Ministarstvo vanjskih poslova Bosne i Hercegovine	Ministry of Foreign Affairs	https://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_(Bosnia_and_Herzegovina)	This speaker cannot be found in BA corpus
BA	ŠpirićNikola	minister	2012-01-12	2015-03-31	11th cabinet	-	Ministarstvo finansija i trezora Bosne i Hercegovine	Ministry of Finance and Treasury	https://en.wikipedia.org/wiki/Ministry_of_Finance_and_Treasury_(Bosnia_and_Herzegovina)	-
BA	BevandaVjekoslav	minister	2015-04-01	-	12/13th cabinet	-	Ministarstvo finansija i trezora Bosne i Hercegovine	Ministry of Finance and Treasury	https://en.wikipedia.org/wiki/Ministry_of_Finance_and_Treasury_(Bosnia_and_Herzegovina)	-
BA	TučićBoris	minister	2013-12-05	2015-01-22	11th cabinet	-	Ministarstvo vanjske trgovine i ekonomskih odnosa Bosne i Hercegovine	Ministry of Foreign Trade and Economic Relations	https://en.wikipedia.org/wiki/Ministry_of_Foreign_Trade_and_Economic_Relations_(Bosnia_and_Herzegovina)	-
BA	ŠarovićMirko	minister	2015-04-01	2019-12-23	12th cabinet	-	Ministarstvo vanjske trgovine i ekonomskih odnosa Bosne i Hercegovine	Ministry of Foreign Trade and Economic Relations	https://en.wikipedia.org/wiki/Ministry_of_Foreign_Trade_and_Economic_Relations_(Bosnia_and_Herzegovina)	-
BA	KošaracStaša	minister	2019-12-24	-	13th cabinet	-	Ministarstvo vanjske trgovine i ekonomskih odnosa Bosne i Hercegovine	Ministry of Foreign Trade and Economic Relations	https://en.wikipedia.org/wiki/Ministry_of_Foreign_Trade_and_Economic_Relations_(Bosnia_and_Herzegovina)	-
BA	OsmićZekerijah	minister	2012-11-22	2015-03-31	11th cabinet	-	Ministarstvo odbrane Bosne i Hercegovine	Ministry of Defence	https://en.wikipedia.org/wiki/Ministry_of_Defence_(Bosnia_and_Herzegovina)	This speaker cannot be found in BA corpus
BA	PendešMarina	minister	2015-04-01	2019-12-23	12th cabinet	-	Ministarstvo odbrane Bosne i Hercegovine	Ministry of Defence	https://en.wikipedia.org/wiki/Ministry_of_Defence_(Bosnia_and_Herzegovina)	-
