Country	PersonID	Role	From	To	GovtTermID	MinistryID	orgName-xx	orgName-en	URL	Comment
BA	PodžićSifet	minister	2019-12-24	-	13th cabinet	-	Ministarstvo odbrane Bosne i Hercegovine	Ministry of Defence	https://en.wikipedia.org/wiki/Ministry_of_Defence_(Bosnia_and_Herzegovina)	-
BA	RadončićFahrudin	minister	2012-11-22	2014-04-29	11th cabinet	-	Ministarstvo sigurnosti Bosne i Hercegovine	Ministry of Security	https://en.wikipedia.org/wiki/Ministry_of_Security_(Bosnia_and_Herzegovina)	-
BA	MektićDragan	minister	2015-03-31	2019-12-23	12th cabinet	-	Ministarstvo sigurnosti Bosne i Hercegovine	Ministry of Security	https://en.wikipedia.org/wiki/Ministry_of_Security_(Bosnia_and_Herzegovina)	-
BA	RadončićFahrudin	minister	2019-12-24	2020-06-02	13th cabinet	-	Ministarstvo sigurnosti Bosne i Hercegovine	Ministry of Security	https://en.wikipedia.org/wiki/Ministry_of_Security_(Bosnia_and_Herzegovina)	-
BA	CikotićSelmo	minister	2020-07-23	-	13th cabinet	-	Ministarstvo sigurnosti Bosne i Hercegovine	Ministry of Security	https://en.wikipedia.org/wiki/Ministry_of_Security_(Bosnia_and_Herzegovina)	-
BA	ČolakBariša	minister	2007-01-11	2015-03-31	9/10/11th cabinet	-	Ministarstvo pravde Bosne i Hercegovine	Ministry of Justice	https://en.wikipedia.org/wiki/Ministry_of_Justice_(Bosnia_and_Herzegovina)	-
BA	GrubešaJosip	minister	2015-04-01	-	12/13th cabinet	-	Ministarstvo pravde Bosne i Hercegovine	Ministry of Justice	https://en.wikipedia.org/wiki/Ministry_of_Justice_(Bosnia_and_Herzegovina)	-
BA	NovićSredoje	minister	2007-01-11	2015-03-31	9/10/11th cabinet	-	Ministarstvo civilnih poslova Bosne i Hercegovine	Ministry of Civil Affairs	https://en.wikipedia.org/wiki/Ministry_of_Civil_Affairs_(Bosnia_and_Herzegovina)	-
BA	OsmanovićAdil	minister	2015-04-01	2019-12-23	12th cabinet	-	Ministarstvo civilnih poslova Bosne i Hercegovine	Ministry of Civil Affairs	https://en.wikipedia.org/wiki/Ministry_of_Civil_Affairs_(Bosnia_and_Herzegovina)	-
BA	GudeljevićAnkica	minister	2019-12-24	-	13th cabinet	-	Ministarstvo civilnih poslova Bosne i Hercegovine	Ministry of Civil Affairs	https://en.wikipedia.org/wiki/Ministry_of_Civil_Affairs_(Bosnia_and_Herzegovina)	-
BA	HadžićDamir	minister	2012-01-12	2015-03-31	11th cabinet	-	Ministarstvo komunikacija i prometa Bosne i Hercegovine	Ministry of Communication and Traffic	https://en.wikipedia.org/wiki/Ministry_of_Communication_and_Traffic_(Bosnia_and_Herzegovina)	-
BA	MatanovićSlavko	minister	2015-04-01	2016-05-11	12th cabinet	-	Ministarstvo komunikacija i prometa Bosne i Hercegovine	Ministry of Communication and Traffic	https://en.wikipedia.org/wiki/Ministry_of_Communication_and_Traffic_(Bosnia_and_Herzegovina)	-
BA	JuskoIsmir	minister	2016-05-12	2018-12-26	12th cabinet	-	Ministarstvo komunikacija i prometa Bosne i Hercegovine	Ministry of Communication and Traffic	https://en.wikipedia.org/wiki/Ministry_of_Communication_and_Traffic_(Bosnia_and_Herzegovina)	-
BA	MitrovićVojin	minister	2019-12-23	2022-12-23	13th cabinet	-	Ministarstvo komunikacija i prometa Bosne i Hercegovine	Ministry of Communication and Traffic	https://en.wikipedia.org/wiki/Ministry_of_Communication_and_Traffic_(Bosnia_and_Herzegovina)	-
BA	LjubićDamir	minister	2012-01-12	2015-03-31	11th cabinet	-	Ministarstvo za ljudska prava i izbjeglice Bosne i Hercegovine	Ministry of Human Rights and Refugees	https://en.wikipedia.org/wiki/Ministry_of_Human_Rights_and_Refugees_(Bosnia_and_Herzegovina)	-
BA	BorovacSemiha	minister	2015-04-01	2019-12-23	12th cabinet	-	Ministarstvo za ljudska prava i izbjeglice Bosne i Hercegovine	Ministry of Human Rights and Refugees	https://en.wikipedia.org/wiki/Ministry_of_Human_Rights_and_Refugees_(Bosnia_and_Herzegovina)	-
BA	LučićMiloš	minister	2020-05-15	2022-12-12	13th cabinet	-	Ministarstvo za ljudska prava i izbjeglice Bosne i Hercegovine	Ministry of Human Rights and Refugees	https://en.wikipedia.org/wiki/Ministry_of_Human_Rights_and_Refugees_(Bosnia_and_Herzegovina)	-
