ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-CT_2022-07-20-3601.11.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.12.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	ERC	Esquerra Republicana de Catalunya		Vilagrà Pons, Laura	F	1976
ParlaMint-ES-CT_2022-07-20-3601.13.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.14.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-ECP	Grup Parlamentari d'En Comú Podem	Opposition	Ferro Solé, Lucas Silvano	M	1990
ParlaMint-ES-CT_2022-07-20-3601.15.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.16.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	ERC	Esquerra Republicana de Catalunya		Vilagrà Pons, Laura	F	1976
ParlaMint-ES-CT_2022-07-20-3601.17.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.18.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-VOX	Grup Parlamentari de VOX en Cataluña	Opposition	Garriga Doménech, Joan	M	1973
ParlaMint-ES-CT_2022-07-20-3601.19.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.20.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JxCAT	Junts per Catalunya		Ciuró Buldó, Lourdes	F	1971
ParlaMint-ES-CT_2022-07-20-3601.21.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.22.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-VOX	Grup Parlamentari de VOX en Cataluña	Opposition	Garriga Doménech, Joan	M	1973
ParlaMint-ES-CT_2022-07-20-3601.23.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.24.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JxCAT	Junts per Catalunya		Ciuró Buldó, Lourdes	F	1971
ParlaMint-ES-CT_2022-07-20-3601.25.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.26.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-ERC	Grup Parlamentari Esquerra Republicana de Catalunya	Coalition	Maragall Mira, Ernest	M	1943
ParlaMint-ES-CT_2022-07-20-3601.27.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.28.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JuntsPelSí	Junts pel Sí		Elena Garcia, Joan Ignasi	M	1968
ParlaMint-ES-CT_2022-07-20-3601.29.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.30.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-ERC	Grup Parlamentari Esquerra Republicana de Catalunya	Coalition	Torrentà Costa, Anna	F	1972
ParlaMint-ES-CT_2022-07-20-3601.31.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.32.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	ERC	Esquerra Republicana de Catalunya		Gonzàlez-Cambray, Josep	M	1972
ParlaMint-ES-CT_2022-07-20-3601.33.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.34.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-ERC	Grup Parlamentari Esquerra Republicana de Catalunya	Coalition	Palacín París, Mònica	F	1972
ParlaMint-ES-CT_2022-07-20-3601.35.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.36.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	ERC	Esquerra Republicana de Catalunya		Gonzàlez-Cambray, Josep	M	1972
ParlaMint-ES-CT_2022-07-20-3601.37.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.38.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Abella Chica, Jeannine	F	1975
ParlaMint-ES-CT_2022-07-20-3601.39.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.40.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JxCAT	Junts per Catalunya		Ciuró Buldó, Lourdes	F	1971
ParlaMint-ES-CT_2022-07-20-3601.41.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.42.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Jubert Montaperto, Joaquim	M	1975
ParlaMint-ES-CT_2022-07-20-3601.43.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.44.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JxCAT	Junts per Catalunya		Alsina Burgués, Victòria	F	1983
ParlaMint-ES-CT_2022-07-20-3601.45.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.46.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Sales de la Cruz, Mònica	F	1983
ParlaMint-ES-CT_2022-07-20-3601.47.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.48.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JxCAT	Junts per Catalunya		Puigneró Ferrer, Jordi	M	1974
ParlaMint-ES-CT_2022-07-20-3601.49.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.50.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar		Paneque Sureda, Silvia	F	1972
ParlaMint-ES-CT_2022-07-20-3601.51.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.52.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	ERC	Esquerra Republicana de Catalunya		Vilagrà Pons, Laura	F	1976
ParlaMint-ES-CT_2022-07-20-3601.53.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.54.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar		Paneque Sureda, Silvia	F	1972
ParlaMint-ES-CT_2022-07-20-3601.55.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.56.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	ERC	Esquerra Republicana de Catalunya		Vilagrà Pons, Laura	F	1976
ParlaMint-ES-CT_2022-07-20-3601.57.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.58.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar		Gimeno Iglesias, Cristòfol	M	1964
ParlaMint-ES-CT_2022-07-20-3601.59.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.60.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JuntsPelSí	Junts pel Sí		Elena Garcia, Joan Ignasi	M	1968
ParlaMint-ES-CT_2022-07-20-3601.61.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.62.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar		Gimeno Iglesias, Cristòfol	M	1964
ParlaMint-ES-CT_2022-07-20-3601.63.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.64.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JuntsPelSí	Junts pel Sí		Elena Garcia, Joan Ignasi	M	1968
ParlaMint-ES-CT_2022-07-20-3601.65.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.66.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JuntsPelSí	Junts pel Sí		Elena Garcia, Joan Ignasi	M	1968
ParlaMint-ES-CT_2022-07-20-3601.67.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.68.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar		Candela Lopez, Eva	F	1961
ParlaMint-ES-CT_2022-07-20-3601.69.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.70.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JuntsPelSí	Junts pel Sí		Elena Garcia, Joan Ignasi	M	1968
ParlaMint-ES-CT_2022-07-20-3601.71.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.72.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar		Candela Lopez, Eva	F	1961
ParlaMint-ES-CT_2022-07-20-3601.73.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.74.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	JuntsPelSí	Junts pel Sí		Elena Garcia, Joan Ignasi	M	1968
ParlaMint-ES-CT_2022-07-20-3601.75.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.76.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-CUP	Grup Parlamentari de la Candidatura d'Unitat Popular - Un Nou Cicle per Guanyar	Opposition	Estrada Cañón, Laia	F	1982
ParlaMint-ES-CT_2022-07-20-3601.77.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.78.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	Independent	Independent		Verge Mestre, Tània	F	1978
ParlaMint-ES-CT_2022-07-20-3601.79.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.80.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	MP	notMinister	GP-CUP	Grup Parlamentari de la Candidatura d'Unitat Popular - Un Nou Cicle per Guanyar	Opposition	Estrada Cañón, Laia	F	1982
ParlaMint-ES-CT_2022-07-20-3601.81.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
ParlaMint-ES-CT_2022-07-20-3601.82.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Regular	notMP	Minister	Independent	Independent		Verge Mestre, Tània	F	1978
ParlaMint-ES-CT_2022-07-20-3601.83.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2022-07-20 3601 [ParlaMint SAMPLE]	2022-07-20	Unicameralism	14		36	1		COVID	Chairperson	notMP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Borràs Castanyer, Laura	F	1970
