ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-CT_2018-05-12-0901.18.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-CUP;GP-CUP	Grup Parlamentari de la Candidatura d'Unitat Popular - Crida Constituent;Grup Parlamentari de la Candidatura d'Unitat Popular - Un Nou Cicle per Guanyar	Opposition	Riera Albert, Carles	M	1960
ParlaMint-ES-CT_2018-05-12-0901.19.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.20.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	PP	Partido Popular		García Albiol, Xavier	M	1967
ParlaMint-ES-CT_2018-05-12-0901.21.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.22.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Pujol Bonell, Eduard	M	1969
ParlaMint-ES-CT_2018-05-12-0901.23.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.24.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Pujol Bonell, Eduard	M	1969
ParlaMint-ES-CT_2018-05-12-0901.25.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.26.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Pujol Bonell, Eduard	M	1969
ParlaMint-ES-CT_2018-05-12-0901.27.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.28.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Pujol Bonell, Eduard	M	1969
ParlaMint-ES-CT_2018-05-12-0901.29.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.30.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Pujol Bonell, Eduard	M	1969
ParlaMint-ES-CT_2018-05-12-0901.31.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.32.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Pujol Bonell, Eduard	M	1969
ParlaMint-ES-CT_2018-05-12-0901.33.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.34.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Torra Pla, Joaquim	M	1962
ParlaMint-ES-CT_2018-05-12-0901.35.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.36.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Torra Pla, Joaquim	M	1962
ParlaMint-ES-CT_2018-05-12-0901.37.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.38.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Torra Pla, Joaquim	M	1962
ParlaMint-ES-CT_2018-05-12-0901.39.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.40.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-Cs	Grup Parlamentari de Ciutadans	Opposition	Arrimadas García, Inés	F	1981
ParlaMint-ES-CT_2018-05-12-0901.41.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.42.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-Cs	Grup Parlamentari de Ciutadans	Opposition	Arrimadas García, Inés	F	1981
ParlaMint-ES-CT_2018-05-12-0901.43.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.44.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.45.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	JuntsPelSí	Junts pel Sí		Sabrià Benito, Sergi	M	1975
ParlaMint-ES-CT_2018-05-12-0901.46.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.47.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	JuntsPelSí	Junts pel Sí		Sabrià Benito, Sergi	M	1975
ParlaMint-ES-CT_2018-05-12-0901.48.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.49.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar	Opposition	Iceta Llorens, Miquel	M	1960
ParlaMint-ES-CT_2018-05-12-0901.50.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.51.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-CCP	Grup Parlamentari de Catalunya en Comú-Podem	Opposition	Domènech Sampere, Xavier	M	1974
ParlaMint-ES-CT_2018-05-12-0901.52.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.53.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-CCP	Grup Parlamentari de Catalunya en Comú-Podem	Opposition	Domènech Sampere, Xavier	M	1974
ParlaMint-ES-CT_2018-05-12-0901.54.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.55.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-CUP;GP-CUP	Grup Parlamentari de la Candidatura d'Unitat Popular - Crida Constituent;Grup Parlamentari de la Candidatura d'Unitat Popular - Un Nou Cicle per Guanyar	Opposition	Riera Albert, Carles	M	1960
ParlaMint-ES-CT_2018-05-12-0901.56.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.57.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-CUP;GP-CUP	Grup Parlamentari de la Candidatura d'Unitat Popular - Crida Constituent;Grup Parlamentari de la Candidatura d'Unitat Popular - Un Nou Cicle per Guanyar	Opposition	Riera Albert, Carles	M	1960
ParlaMint-ES-CT_2018-05-12-0901.58.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.59.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	PP	Partido Popular		García Albiol, Xavier	M	1967
ParlaMint-ES-CT_2018-05-12-0901.60.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.61.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	PP	Partido Popular		García Albiol, Xavier	M	1967
ParlaMint-ES-CT_2018-05-12-0901.62.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.63.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Pujol Bonell, Eduard	M	1969
ParlaMint-ES-CT_2018-05-12-0901.64.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.65.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Pujol Bonell, Eduard	M	1969
ParlaMint-ES-CT_2018-05-12-0901.66.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.67.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Pujol Bonell, Eduard	M	1969
ParlaMint-ES-CT_2018-05-12-0901.68.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
ParlaMint-ES-CT_2018-05-12-0901.69.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	Cs	Ciudadanos		García González, Joan	M	1975
ParlaMint-ES-CT_2018-05-12-0901.70.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar	Opposition	Pérez Ibáñez, David	M	1960
ParlaMint-ES-CT_2018-05-12-0901.71.0	Corpus Parlamentari en català ParlaMint-ES-CT, 2018-05-12 0901 [ParlaMint SAMPLE]	2018-05-12	Unicameralism	12		9	1		Reference	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí		Torrent Ramió, Roger	M	1979
