ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GR_2019-12-04-S1-commons.u1	Minutes of the assembly of the greek parliament, Term 18, session 1, sitting 61, 2019-12-04	2019-12-04	Unicameralism	18	1		61		Reference	Chairperson	MP	-	Ν.Δ.	Νέα Δημοκρατία		ΑΘΑΝΑΣΙΟΥ, ΧΑΡΑΛΑΜΠΟΣ	M	-
ParlaMint-GR_2019-12-04-S1-commons.u2	Minutes of the assembly of the greek parliament, Term 18, session 1, sitting 61, 2019-12-04	2019-12-04	Unicameralism	18	1		61		Reference	Chairperson	MP	-	Ν.Δ.	Νέα Δημοκρατία		ΑΘΑΝΑΣΙΟΥ, ΧΑΡΑΛΑΜΠΟΣ	M	-
ParlaMint-GR_2019-12-04-S1-commons.u51	Minutes of the assembly of the greek parliament, Term 18, session 1, sitting 61, 2019-12-04	2019-12-04	Unicameralism	18	1		61		Reference	Chairperson	MP	-	Ν.Δ.	Νέα Δημοκρατία		ΑΘΑΝΑΣΙΟΥ, ΧΑΡΑΛΑΜΠΟΣ	M	-
ParlaMint-GR_2019-12-04-S1-commons.u52	Minutes of the assembly of the greek parliament, Term 18, session 1, sitting 61, 2019-12-04	2019-12-04	Unicameralism	18	1		61		Reference	Chairperson	MP	-	Ν.Δ.	Νέα Δημοκρατία		ΑΘΑΝΑΣΙΟΥ, ΧΑΡΑΛΑΜΠΟΣ	M	-
