ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LT_2012-11-20-seimas-342-1.u1	Transcripts of the Meetings of the Seimas of the Republic of Lithuania, Term 7, Regular Session 1 (2012-11-20)	2012-11-20	2012-11-20	-	7	1	2	-	-	Reference	Chairperson	MP	DPF	Darbo partijos frakcija	coalition	Gedvilas, Vydas	M	1959
ParlaMint-LT_2012-11-20-seimas-342-1.u2	Transcripts of the Meetings of the Seimas of the Republic of Lithuania, Term 7, Regular Session 1 (2012-11-20)	2012-11-20	2012-11-20	-	7	1	2	-	-	Reference	Chairperson	MP	DPF	Darbo partijos frakcija	coalition	Gedvilas, Vydas	M	1959
ParlaMint-LT_2012-11-20-seimas-342-1.u103	Transcripts of the Meetings of the Seimas of the Republic of Lithuania, Term 7, Regular Session 1 (2012-11-20)	2012-11-20	2012-11-20	-	7	1	2	-	-	Reference	Regular	MP	LSDPF	Lietuvos socialdemokratų partijos frakcija	coalition	Sabatauskas, Julius	M	1958
ParlaMint-LT_2012-11-20-seimas-342-1.u104	Transcripts of the Meetings of the Seimas of the Republic of Lithuania, Term 7, Regular Session 1 (2012-11-20)	2012-11-20	2012-11-20	-	7	1	2	-	-	Reference	Chairperson	MP	DPF	Darbo partijos frakcija	coalition	Gedvilas, Vydas	M	1959
