ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
u2016-02-15-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Orbán, Viktor	M	1963
u2016-02-15-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	LMP1	Lehet Más a Politika	Opposition	Schiffer, András	M	1971
u2016-02-15-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	JOBBIK	Jobbik Magyarországért Mozgalom	Opposition	Vona, Gábor	M	1978
u2016-02-15-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	KDNP	Kereszténydemokrata Néppárt	Coalition	Harrach, Péter	M	1947
u2016-02-15-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	MSZP	Magyar Szocialista Párt	Opposition	Tóbiás, József	M	1970
u2016-02-15-10	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-11	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Kósa, Lajos	M	1964
u2016-02-15-12	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-13	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Orbán, Viktor	M	1963
u2016-02-15-14	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-15	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Orbán, Viktor	M	1963
u2016-02-15-16	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-17	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Orbán, Viktor	M	1963
u2016-02-15-18	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-19	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	JOBBIK	Jobbik Magyarországért Mozgalom	Opposition	Dúró, Dóra	F	1987
u2016-02-15-20	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-21	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	KDNP	Kereszténydemokrata Néppárt	Coalition	Rétvári, Bence	M	1979
u2016-02-15-22	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-23	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	LMP1	Lehet Más a Politika	Opposition	Ikotity, István	M	1977
u2016-02-15-24	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-25	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	KDNP	Kereszténydemokrata Néppárt	Coalition	Rétvári, Bence	M	1979
u2016-02-15-26	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-27	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	MSZP	Magyar Szocialista Párt	Opposition	Tukacs, István	M	1958
u2016-02-15-28	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-29	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	KDNP	Kereszténydemokrata Néppárt	Coalition	Rétvári, Bence	M	1979
u2016-02-15-30	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP				Kövér, László	M	1959
u2016-02-15-31	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	KDNP	Kereszténydemokrata Néppárt	Coalition	Rétvári, Bence	M	1979
u2016-02-15-32	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP	KDNP	Kereszténydemokrata Néppárt	Coalition	Latorcai, János	M	1944
u2016-02-15-33	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Guest	notMP				Mikola, István	M	1947
u2016-02-15-34	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Chairperson	MP	KDNP	Kereszténydemokrata Néppárt	Coalition	Latorcai, János	M	1944
u2016-02-15-35	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2016 spring, meeting 52, day 1, 2016-02-15 [ParlaMint]	2016-02-15	2016-02-15		7		52	1		Reference	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Kósa, Lajos	M	1964
