ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
u2021-06-14-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	Parbeszed	Párbeszéd Magyarországért	Opposition	Szabó, Tímea	F	1976
u2021-06-14-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Dömötör, Csaba	M	1982
u2021-06-14-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP			Opposition	Keresztes, László Lóránt	M	1975
u2021-06-14-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Guest	notMP	KDNP	Kereszténydemokrata Néppárt		Schanda, Tamás János	M	1987
u2021-06-14-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	DK	Demokratikus Koalíció	Opposition	Gyurcsány, Ferenc	M	1961
u2021-06-14-10	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-11	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Dömötör, Csaba	M	1982
u2021-06-14-12	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-13	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Dömötör, Csaba	M	1982
u2021-06-14-14	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-15	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	MSZP	Magyar Szocialista Párt	Opposition	Tóth, Bertalan	M	1975
u2021-06-14-16	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-17	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	KDNP	Kereszténydemokrata Néppárt	Coalition	Rétvári, Bence	M	1979
u2021-06-14-18	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-19	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	JOBBIK	Jobbik Magyarországért Mozgalom	Opposition	Jakab, Péter	M	1980
u2021-06-14-20	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-21	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	notMP	Fidesz	Fidesz – Magyar Polgári Szövetség		Orbán, Balázs András	M	1986
u2021-06-14-22	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-23	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	KDNP	Kereszténydemokrata Néppárt	Coalition	Simicskó, István	M	1961
u2021-06-14-24	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-25	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Guest	notMP	KDNP	Kereszténydemokrata Néppárt		Schanda, Tamás János	M	1987
u2021-06-14-26	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-27	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Selmeczi, Gabriella	F	1965
u2021-06-14-28	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-29	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	KDNP	Kereszténydemokrata Néppárt	Coalition	Rétvári, Bence	M	1979
u2021-06-14-30	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-31	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Guest	notMP				Kissné Köles, Erika	F	1961
u2021-06-14-32	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-33	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Guest	notMP	KDNP	Kereszténydemokrata Néppárt		Soltész, Miklós	M	1963
u2021-06-14-34	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-35	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	JOBBIK	Jobbik Magyarországért Mozgalom	Opposition	Steinmetz, Ádám	M	1980
u2021-06-14-36	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-37	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	JOBBIK	Jobbik Magyarországért Mozgalom	Opposition	Gyüre, Csaba	M	1965
u2021-06-14-38	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-39	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Völner, Pál	M	1962
u2021-06-14-40	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-41	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	JOBBIK	Jobbik Magyarországért Mozgalom	Opposition	Gyüre, Csaba	M	1965
u2021-06-14-42	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-43	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	MSZP	Magyar Szocialista Párt	Opposition	Bangóné Borbély, Ildikó	F	1972
u2021-06-14-44	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Chairperson	MP				Kövér, László	M	1959
u2021-06-14-45	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 76, day 1, 2021-06-14 [ParlaMint]	2021-06-14	2021-06-14		8		76	1		COVID	Regular	MP	Fidesz	Fidesz – Magyar Polgári Szövetség	Coalition	Zsigó, Róbert	M	1967
