ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	BE	CD&V	109	CD&V	2010	5.8	5.4	-	-	-	-	-	-	5.2	5.1	21521	-	-	-	3.8	5.3	1	-	2010	4.3	5.5	14.4	5.1	4.2	-	-	1	-	-	6.2	2.3	-	-	-	6.7	-	6.8	-	6.1	-	6.7	-	6.2	4.5	1	16	4	6.6	-	-	-	-	1.0	-	5.6	5	3.1	3.7	-	-	-	-	-	5.5	6.2	-	-	-	5.9	4.2	7.6	2.8	5.5	7.1	-	11.3	5.4	5.8	4.9	5.5	6.5	3.5	-	-	10.8	2020.1
1999-2019	BE	CD&V	109	CD&V	2014	5.4	5.6	-	-	7.4	-	-	2	5	-	21521	3	-	-	-	5.2	1	5.2	2014	-	5.6	12.6	5.2	-	-	-	1	-	6	6	1.5	-	-	-	6.6	-	6.4	-	6.2	-	6.6	-	4	4.8	1	6	4	5.6	-	-	3.4	-	1.0	-	5.4	-	-	3.4	-	13	14	17	-	-	4.8	5.2	-	-	-	4.8	-	3.2	-	5.6	-	12	-	3.8	6.2	-	7.3	-	-	-	11.6	2020.1
1999-2019	BE	CD&V	109	CDV	2019	5.6	5.6	2.7	5.2	6.8	-	2	1.5	5.1	-	21521	1.5	-	-	-	5.5	1	4.9	2019	4.4	5.5	9.2	4.5	-	-	5.6	-	1.9	5.5	5.1	2.5	-	-	-	-	-	5.8	-	5.7	-	6.6	-	4.7	-	1	12	4	6.2	3.2	3	5.3	-	1.0	5.4	5.7	4.1	-	-	6.6	-	-	-	4.9	4.8	5.2	5.8	3.7	4.4	6	5	-	3.8	-	6.8	0.1	8.1	-	5.4	5.2	-	7.2	-	-	-	8.9	2020.1
-	BE	CPB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	BE	CSP	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	BE	CVP	109	CVP	1999	5.8	5.8	-	-	-	-	-	-	-	-	21521	-	-	-	-	-	1	-	1999	-	-	13.5	-	-	-	5.6	-	-	-	5.9	0.8	-	5.7	5.6	6.2	6	6.6	-	-	-	6.9	-	4.7	-	1	9	4	7.4	-	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14.7	-	-	-	-	-	-	-	-	14.1	2020.1
-	BE	D-SA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	BE	D95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	BE	DN + FN	115	FN	1999	9.9	8.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1999	-	-	1.5	-	-	-	1.2	-	-	-	1.7	2.1	-	2.5	3.6	4	2.8	2	-	-	-	2.1	-	1.6	-	1	9	1	9.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	-	-	-	-	-	-	-	-	1.5	2020.1
1999-2019	BE	DN + FN	115	FN	2010	9.2	8.5	-	-	-	-	-	-	9.8	9.7	-	-	-	-	2	7.2	1	-	2010	3.4	7.2	1.3	10	10	-	-	2.6	-	-	4	3.1	-	-	-	4.8	-	4.5	-	6.5	-	2.6	-	2.8	1.5	1	16	1	9.7	-	-	-	-	0.0	-	10	10	2.9	5	-	-	-	-	-	9.6	9.8	-	-	-	3.4	6.6	2.5	7.4	3.7	4.3	-	0	7	8.9	8.7	3	4.5	0.8	-	-	0.5	2020.1
-	BE	De Militant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	BE	DierAnimal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	BE	DéFi + FDF	111	FDF	1999	6.1	6.2	-	-	-	-	-	-	-	-	21912	-	-	-	-	-	1	-	1999	-	-	3.3	-	-	-	4.8	-	-	-	5.3	1.4	-	5.3	5.6	6.4	5.5	6.3	-	-	-	6.1	-	3.6	-	1	9	8	5.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	2.4	2020.1
1999-2019	BE	DéFi + FDF	111	FDF	2014	5.6	5.6	-	-	7.4	-	-	4.6	4.4	-	21912	4.2	-	-	-	6.2	1	5.8	2014	-	5	1.2	4	-	-	-	1	-	5.4	6	1.7	-	-	-	6.8	-	6.4	-	6	-	6.4	-	4	4.7	1	6	8	4	-	-	3.8	-	0.0	-	4.4	-	-	5	-	30	13	1	-	-	4.2	4.5	-	-	-	5	-	4.2	-	2.2	-	1.3	-	2.8	5.6	-	3.7	-	-	-	1.8	2020.1
-	BE	EFP	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	BE	Ecolo	104	ECOLO	1999	1.9	1.8	-	-	-	-	-	-	-	-	21111	-	-	-	-	-	1	-	1999	-	-	8.4	-	-	-	5.9	-	-	-	6.6	1.7	-	6	6.8	6.8	6.4	5.1	-	-	-	5.8	-	3.6	-	1	9	7	1.2	-	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.3	-	-	-	-	-	-	-	-	7.3	2020.1
1999-2019	BE	Ecolo	104	ECOLO	2002	2.6	2.4	-	-	-	-	-	-	-	-	21111	-	-	-	-	-	1	-	1999	-	-	8.4	-	-	3.3	5.6	-	-	-	5.5	2.3	-	6.3	6.8	6.7	-	5	-	3.9	-	5.9	-	5	-	1	11	7	1.6	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.3	-	-	-	-	-	-	-	-	7.3	2020.1
1999-2019	BE	Ecolo	104	ECOLO	2006	2.8	3.5	-	-	-	-	-	-	2.3	6.3	21111	-	1.5	5.7	6.5	2	1	-	2003	-	-	3.7	2.3	6.8	-	-	-	-	-	6.5	3.9	-	-	-	6.8	-	5.7	-	3.7	-	5.6	-	4.3	6.2	1	7	7	1.7	-	-	-	-	0.0	-	2	5.8	-	-	-	-	-	-	-	-	2	-	-	-	6	2	6.2	6.3	4.7	1.3	-	2.7	7	1.5	2.8	5.5	4.6	3.8	1.5	4.7	3.1	2020.1
1999-2019	BE	Ecolo	104	ECOLO	2010	2.3	2.1	-	-	-	-	-	-	2.3	5	21111	-	-	-	4.6	2.2	1	-	2010	9.4	1.1	8.6	1.4	7.6	-	-	1.1	-	-	6.5	2.2	-	-	-	6.8	-	6.1	-	4.6	-	6.0	-	5	6.4	1	16	7	2	-	-	-	-	0.0	-	1	6.6	4.1	6.5	-	-	-	-	-	6.8	2	-	-	-	7.1	1.6	4.5	5.8	2.5	2.3	-	5.3	6.3	1.2	1.5	5.3	3.9	2.9	-	-	4.8	2020.1
1999-2019	BE	Ecolo	104	ECOLO	2014	2.2	2.2	-	-	7.2	-	-	3	1.4	-	21111	6.2	-	-	-	1.8	1	1.8	2014	-	1	4.3	1.4	-	-	-	1	-	3.8	6.2	1.7	-	-	-	6.8	-	5.4	-	5	-	6.2	-	3.8	5.5	1	6	7	1.2	-	-	5.6	-	0.0	-	1.8	-	-	7.2	-	6	14	13	-	-	1.2	1	-	-	-	1.6	-	6.8	-	1.4	-	4	-	0.8	2.6	-	2.3	-	-	-	3.3	2020.1
1999-2019	BE	Ecolo	104	ECOLO	2019	2.1	2.5	2	3.4	6.2	-	2.9	2.5	2	-	21111	2.4	-	-	-	2	1	2.2	2019	9.4	0.9	7.3	2	-	-	6	-	1.4	4.8	6	2.5	-	-	-	-	-	5.7	-	4.8	-	6.6	-	4.8	-	1	12	7	1.1	1.6	1	6.3	-	0.0	2	2	6	-	-	3.9	-	-	-	2.7	5.9	1.8	1.8	5.6	5.8	7	1.9	-	6.2	-	1.9	0.1	8.8	-	1	2.2	-	1.8	-	-	-	6.1	2020.1
1999-2019	BE	Groen + Groen!	105	Groen	2006	1.9	1.6	-	-	-	-	-	-	3.6	4.8	21112	-	0.6	5.5	6.5	1.4	1	-	2003	-	-	4.9	1	7.6	-	-	-	-	-	5.4	2.9	-	-	-	6.4	-	4.9	-	4	-	5.1	-	5	5.7	1	10	7	0.6	-	-	-	-	0.0	-	1.1	8.2	-	-	-	-	-	-	-	-	0.8	-	-	-	7.8	1	2.4	5.2	3.1	1.9	-	0	8.2	0.6	1.1	5.4	3	3.6	0.9	5.1	2.5	2020.1
1999-2019	BE	Groen + Groen!	105	Groen	2010	2.3	2.3	-	-	-	-	-	-	2.2	5.1	21112	-	-	-	4.6	2	1	-	2010	9.8	1.1	4.9	1.6	7.2	-	-	1.1	-	-	6.2	2.2	-	-	-	6.7	-	5.9	-	4.3	-	6.2	-	5.3	6.2	1	16	7	1.5	-	-	-	-	0.0	-	1.4	6.6	3.6	7	-	-	-	-	-	6.7	2.2	-	-	-	6.9	1.8	4.8	4.5	2.5	2.5	-	3.3	6.5	0.9	1.9	5.2	3.5	3.4	-	-	4.4	2020.1
1999-2019	BE	Groen + Groen!	105	Groen	2014	2.2	2.0	-	-	7.2	-	-	3	1.4	-	21112	6.2	-	-	-	2	1	2.2	2014	-	1	6.7	1.4	-	-	-	1	-	3.8	6.2	3	-	-	-	6.8	-	5.4	-	5	-	6.2	-	3.8	5.5	1	6	7	1.2	-	-	5.6	-	0.0	-	2.2	-	-	7.2	-	6	14	13	-	-	1.4	1	-	-	-	1.8	-	6.8	-	1.4	-	4	-	0.8	2.6	-	2.3	-	-	-	5.3	2020.1
-	BE	HOERA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	BE	ISLAM	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	BE	LDD	117	LDD	2010	8.4	8.9	-	-	-	-	-	-	8.7	8.1	21430	-	-	-	6.2	8.3	1	-	2010	3.8	7.8	4.5	8.4	5.9	-	-	2.2	-	-	6.2	2.8	-	-	-	6	-	5.8	-	5	-	3.5	-	3.8	5.8	1	16	9	5.1	-	-	-	-	0.0	-	8.7	6.4	2.3	4.7	-	-	-	-	-	7	9	-	-	-	6.3	8.4	7.9	2.3	2.5	1	-	0.7	4.4	4.2	9.4	8.4	4.6	1.7	-	-	2.3	2020.1
-	BE	LSP-PSL	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	BE	LesEngagés	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	BE	MR	106	MR	2002	6.3	7.3	-	-	-	-	-	-	-	-	21426	-	-	-	-	-	1	-	1999	-	-	6.7	-	-	4.9	6.4	-	-	-	5.4	2.1	-	4.9	4.9	5.8	-	6.9	-	6.3	-	6.2	-	6.3	-	1	11	3	4.6	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	-	-	-	-	-	-	-	-	10.1	2020.1
1999-2019	BE	MR	106	MR	2006	6.7	7.5	-	-	-	-	-	-	7	5.8	21426	-	5.5	4.5	7.7	7.5	1	-	2003	-	-	10.3	5.7	5.5	-	-	-	-	-	6.3	0.9	-	-	-	6.3	-	6.3	-	6.5	-	6.4	-	3.3	4.2	1	7	3	4	-	-	-	-	1.0	-	5.3	5.8	-	-	-	-	-	-	-	-	6.6	-	-	-	6	6.7	7.8	7.2	4.5	3.8	-	16	5.5	4.8	8.5	8.7	6	3.8	5.5	2.8	11.4	2020.1
1999-2019	BE	MR	106	MR	2010	7.0	7.6	-	-	-	-	-	-	5.5	5.9	21426	-	-	-	5.6	7.1	1	-	2010	4.2	6.9	9.7	4.7	5.2	-	-	1	-	-	6.4	2.3	-	-	-	6.3	-	6.7	-	6.8	-	6.7	-	4.8	4.9	1	16	3	4.4	-	-	-	-	1.0	-	5.7	5.8	3.2	3.8	-	-	-	-	-	5.9	5.8	-	-	-	4.8	6.6	5.3	6.1	2.6	2.3	-	12	4.3	3.4	7.4	8.1	4.6	2.4	-	-	9.3	2020.1
1999-2019	BE	MR	106	MR	2014	7.0	7.6	-	-	8.6	-	-	1.6	5.6	-	21426	3	-	-	-	7.6	1	7.2	2014	-	6.8	9.9	5	-	-	-	1	-	6.4	6	1.3	-	-	-	6.8	-	6.6	-	6.6	-	6.4	-	4.4	4.8	1	6	3	3	-	-	3.2	-	1.0	-	6.2	-	-	3.4	-	13	17	5	-	-	6.2	3	-	-	-	6.6	-	7.2	-	1	-	13.3	-	1.6	8	-	4.7	-	-	-	9.6	2020.1
-	BE	Militant Links	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	BE	N-VA	114	ID21	1999	5.1	5.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1999	-	-	-	-	-	-	5.1	-	-	-	5.2	1.4	-	5.4	5.7	5.7	5	4.9	-	-	-	4.6	-	3.4	-	1	9	8	4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2020.1
1999-2019	BE	N-VA	110	NVA	2002	6.2	5.7	-	-	-	-	-	-	-	-	21916	-	-	-	-	-	1	-	1999	-	-	7.6	-	-	3.5	6.4	-	-	-	4.8	4.0	-	4.8	5.2	5.8	-	5	-	5	-	5.0	-	3.9	-	1	11	8	5.7	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.3	-	-	-	-	-	-	-	-	5.6	2020.1
1999-2019	BE	N-VA	110	NVA	2006	7.9	7.1	-	-	-	-	-	-	6.6	6.5	21916	-	9.5	9.5	3.6	6.1	1	-	2003	-	-	4.3	7.7	7.3	-	-	-	-	-	5.6	2.5	-	-	-	5.8	-	5	-	4.9	-	4.9	-	3.3	2.9	1	10	8	8.6	-	-	-	-	0.0	-	7.4	6.2	-	-	-	-	-	-	-	-	8.5	-	-	-	3.9	5.4	8.8	3.2	3.9	5.2	-	0.7	4.8	7	6.8	5.2	5.4	1.4	6.4	3.6	3.1	2020.1
1999-2019	BE	N-VA	110	NVA	2010	7.6	7.8	-	-	-	-	-	-	7.2	6.4	21916	-	-	-	5	7	1	-	2010	3.5	7.1	6.1	7	5.3	-	-	1.5	-	-	5.1	2.5	-	-	-	5.8	-	6.2	-	6.1	-	5.3	-	4.7	2.4	1	16	8	7.9	-	-	-	-	0.0	-	7.9	6.4	2.8	4.1	-	-	-	-	-	6.5	8.6	-	-	-	4.6	6.3	9.9	1.7	2.9	4.7	-	18	4.4	6.3	8.1	6.2	5.2	2.1	-	-	17.4	2020.1
1999-2019	BE	N-VA	110	NVA	2014	7.8	8.2	-	-	7.6	-	-	6.2	8.2	-	21916	4.2	-	-	-	8.6	1	7.8	2014	-	7.6	16.8	7	-	-	-	1.4	-	5.8	5.5	3.5	-	-	-	5.8	-	6	-	6.4	-	5.0	-	3	3.2	1	6	8	6.2	-	-	2.2	-	0.5	-	7.6	-	-	3	-	4	13	12	-	-	8.2	9	-	-	-	7.4	-	2	-	3.6	-	22	-	3.6	9	-	6	-	-	-	20.3	2020.1
-	BE	Open Vld	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	BE	PC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	BE	PFF	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	BE	PP	120	PP	2014	7.8	8.5	-	-	8.8	-	-	6.5	8.5	-	-	5.3	-	-	-	7	1	7	2014	-	7.5	2.2	9	-	-	-	3	-	2	3	1.5	-	-	-	4.7	-	4	-	2	-	2.5	-	4.8	2	1	6	2	7.5	-	-	6.2	-	0.0	-	8.5	-	-	6	-	21	7	3	-	-	9	10	-	-	-	6.5	-	8.5	-	2	-	0.7	-	7	7	-	6	-	-	-	1.5	2020.1
-	BE	PPBE	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	BE	PRL	106	PRL	1999	6.7	7.0	-	-	-	-	-	-	-	-	21422	-	-	-	-	-	1	-	1999	-	-	6.7	-	-	-	5.5	-	-	-	5.6	0.8	-	4.6	5	6.2	5.6	6.6	-	-	-	6.6	-	4.2	-	1	9	3	4.7	-	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	-	-	-	-	-	-	-	-	7.7	2020.1
