ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS_2016-09-05-145.u1	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-145, 05.09.2016.	2016-09-05	2016-09-05	21	145	145	-	-	Reference	Chairperson	MP	S	Sjálfstæðisflokkur	Guðfinnsson, Einar K.	M	1955
ParlaMint-IS_2016-09-05-145.u2	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-145, 05.09.2016.	2016-09-05	2016-09-05	21	145	145	-	-	Reference	Chairperson	MP	S	Sjálfstæðisflokkur	Guðfinnsson, Einar K.	M	1955
ParlaMint-IS_2016-09-05-145.u55	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-145, 05.09.2016.	2016-09-05	2016-09-05	21	145	145	-	-	Reference	Regular	MP	P	Píratar	Gunnarsson, Helgi Hrafn	M	1980
ParlaMint-IS_2016-09-05-145.u56	Speeches in the national parliament of Iceland, 21. term, regular meeting 145-145, 05.09.2016.	2016-09-05	2016-09-05	21	145	145	-	-	Reference	Regular	notMP	-	-	Nordal, Ólöf	F	1966
