ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS_2015-01-21-54.u1	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-54, 21.01.2015.	2015-01-21	2015-01-21	21	144	54	-	-	Reference	Chairperson	MP	S	Sjálfstæðisflokkur	coalition	Guðfinnsson, Einar K.	M	1955
ParlaMint-IS_2015-01-21-54.u2	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-54, 21.01.2015.	2015-01-21	2015-01-21	21	144	54	-	-	Reference	Chairperson	MP	S	Sjálfstæðisflokkur	coalition	Guðfinnsson, Einar K.	M	1955
ParlaMint-IS_2015-01-21-54.u91	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-54, 21.01.2015.	2015-01-21	2015-01-21	21	144	54	-	-	Reference	Regular	MP	Sf	Samfylking	opposition	Bjarnadóttir, Valgerður	F	1950
ParlaMint-IS_2015-01-21-54.u92	Speeches in the national parliament of Iceland, 21. term, regular meeting 144-54, 21.01.2015.	2015-01-21	2015-01-21	21	144	54	-	-	Reference	Regular	MP	S	Sjálfstæðisflokkur	coalition	Gunnarsson, Illugi	M	1967
