country	pm_id	ches_id	year	chesversion	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_three	mip_two	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote
ES	Amaiur	Amaiur	2014	2020.1	1.89	1.14	-	-	5.89	-	-	5.38	1.71	-	33092	5.75	-	-	-	1.29	1	1.38	2011	-	5.29	-	1.67	-	-	-	2.33	-	2	6.80	2.2	-	-	-	5	-	3	-	3.67	-	4.71	-	6.20	4.67	1	10	8	2.14	-	-	5.88	-	0.0	-	3.33	-	-	8.17	-	12	7	4	-	-	5.40	8.44	-	-	-	1.67	-	0.11	-	2.12	-	1.7	-	1.56	2.25	-	5.86	-	-	-	1.2
ES	BNG	BNG	1999	2020.1	3.12	3.0	-	-	-	-	-	-	-	-	33908	-	-	-	-	-	1	-	1996	-	-	1.65	-	-	-	6	-	-	-	6.56	2.19	-	5.40	6	6.20	6.20	4.5	-	-	-	4.73	-	3.96	-	1	12	8	3.08	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.60	-	-	-	-	-	-	-	-	.9
ES	BNG	BNG	2002	2020.1	3.25	3.25	-	-	-	-	-	-	-	-	33908	-	-	-	-	-	1	-	2000	-	-	1.65	-	-	6.33	6.25	-	-	-	6.36	1.90	-	5.5	6.14	5	-	5.5	-	4.8	-	5.67	-	6.30	-	1	13	8	3.73	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.90	-	-	-	-	-	-	-	-	1.3
ES	BNG	BNG	2006	2020.1	2.36	2.18	-	-	-	-	-	-	2.60	6.38	33908	-	7.40	7.33	5.25	2.13	1	-	2004	-	-	-	2.38	7.5	-	-	-	-	-	6.63	2.57	-	-	-	4.63	-	4.6	-	4.33	-	4.5	-	3.70	4.2	1	13	8	2	-	-	-	-	0.0	-	4.44	5	-	-	-	-	-	-	-	-	5.40	-	-	-	5.5	2.45	9.5	0.90	3.88	1.60	-	0.60	5.20	1.67	1.70	6.5	6.14	3.38	1.4	4.13	.8
ES	BNG	BNG	2010	2020.1	2.36	2.09	-	-	-	-	-	-	3.27	5.70	33908	-	-	-	5	1.60	1	-	2008	6.67	2.57	-	1.71	7.38	-	-	2	-	-	6.73	2.12	-	-	-	4.90	-	5.14	-	4.33	-	4.82	-	3.67	4.75	1	11	8	1.73	-	-	-	-	0.0	-	3.40	6.40	2.75	5.67	-	-	-	-	-	5.67	4.12	-	-	-	6.5	2	9.80	0.40	3.88	1.33	-	0.60	6.22	1.10	1.78	6.75	4.20	3.20	-	-	.8
ES	BNG	BNG	2014	2020.1	2.44	2.12	-	-	6.67	-	-	5.43	2.44	-	33908	5.67	-	-	-	1.56	1	1.9	2011	-	3.88	0	1.88	-	-	-	2	-	2.5	7	2.57	-	-	-	6.25	-	3.83	-	4.5	-	5.0	-	6	4.5	1	10	8	1.78	-	-	5.88	-	0.0	-	2.40	-	-	6.12	-	4	14	12	-	-	4	8.38	-	-	-	1.80	-	0.70	-	1.67	-	0.60	-	1.44	1.89	-	6.25	-	-	-	.8
ES	BNG	BNG	2019	2020.1	3.14	2.92	2.40	2	5.22	-	0.33	2.86	3.18	-	33908	5	-	-	-	3.27	1	3.36	2019	5.11	3.78	-	1.60	-	-	4.33	-	3.5	4.20	6.22	2	-	-	-	-	-	4	-	5.67	-	5.55	-	4.5	-	1	15	8	3.08	3	1.8	4.62	-	0.0	1.12	3.56	4	-	-	7.12	-	-	-	1	5	3.3	6	6.67	6.62	6.40	2.92	-	0.67	-	1.90	.1	0.30	-	2.60	3.08	-	5.17	-	-	-	.5
ES	C-P-EUPV	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ES	CC-NC-PNC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ES	CCa-PNC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
