ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2018-12-18-lords.u1	Minutes of the House of Lords, Daily Session 2018-12-18	2018-12-18	2018-12-18	57	-	-	-	-	Reference	Regular	notMP	CON	Conservative	Suri, Ranbir	M	-
ParlaMint-GB_2018-12-18-lords.u2	Minutes of the House of Lords, Daily Session 2018-12-18	2018-12-18	2018-12-18	57	-	-	-	-	Reference	Regular	notMP	CON	Conservative	Ahmad, Tariq	M	-
ParlaMint-GB_2018-12-18-lords.u182	Minutes of the House of Lords, Daily Session 2018-12-18	2018-12-18	2018-12-18	57	-	-	-	-	Reference	Regular	notMP	LAB	Labour	Stevenson, Robert	M	-
ParlaMint-GB_2018-12-18-lords.u183	Minutes of the House of Lords, Daily Session 2018-12-18	2018-12-18	2018-12-18	57	-	-	-	-	Reference	Regular	notMP	CON	Conservative	Eden, Oliver Michael Robert	M	-
