ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2020-03-05-commons.u1	Minutes of the House of Commons, Daily Session 2020-03-05	2020-03-05	2020-03-05	58	-	-	-	-	COVID	Regular	MP	CON	Conservative	-	Bell, Aaron Stuart	M	-
ParlaMint-GB_2020-03-05-commons.u2	Minutes of the House of Commons, Daily Session 2020-03-05	2020-03-05	2020-03-05	58	-	-	-	-	COVID	Regular	MP	CON	Conservative	-	Truss, Elizabeth Mary	F	-
ParlaMint-GB_2020-03-05-commons.u330	Minutes of the House of Commons, Daily Session 2020-03-05	2020-03-05	2020-03-05	58	-	-	-	-	COVID	Regular	MP	CON	Conservative	-	Blackman, Robert John	M	-
ParlaMint-GB_2020-03-05-commons.u331	Minutes of the House of Commons, Daily Session 2020-03-05	2020-03-05	2020-03-05	58	-	-	-	-	COVID	Regular	MP	CON	Conservative	-	Churchill, Johanna Peta	F	-
