ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2016-12-20-lords.u1	Minutes of the House of Lords, Daily Session 2016-12-20	2016-12-20	2016-12-20	56	-	-	-	-	Reference	Regular	MP	I;LS	Independent;Lord Speaker	-	Fowler, Peter	M	-
ParlaMint-GB_2016-12-20-lords.u2	Minutes of the House of Lords, Daily Session 2016-12-20	2016-12-20	2016-12-20	56	-	-	-	-	Reference	Regular	MP	LD	Liberal Democrat	-	Burt, Lorely	F	-
ParlaMint-GB_2016-12-20-lords.u168	Minutes of the House of Lords, Daily Session 2016-12-20	2016-12-20	2016-12-20	56	-	-	-	-	Reference	Regular	MP	LD	Liberal Democrat	-	Strasburger, Paul	M	-
ParlaMint-GB_2016-12-20-lords.u169	Minutes of the House of Lords, Daily Session 2016-12-20	2016-12-20	2016-12-20	56	-	-	-	-	Reference	Regular	MP	CB	Crossbench	-	Best, Richard	M	-
