country	pm_id	ches_id	year	chesversion	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_three	mip_two	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote
GB	0UBS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GB	64RT	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GB	A	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GB	BI	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GB	CB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GB	CON	CONS	1999	2020.1	6.92	7.69	-	-	-	-	-	-	-	-	51620	-	-	-	-	-	1	-	1997	-	-	35.77	-	-	-	2.23	-	-	-	2.92	5	-	1.46	3.17	2.5	1.08	2.58	-	-	-	2.15	-	6.88	-	1	13	2	7.08	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	-	-	-	-	-	-	-	-	30.7
GB	CON	CONS	2002	2020.1	7.72	8.06	-	-	-	-	-	-	-	-	51620	-	-	-	-	-	1	-	2001	-	-	35.77	-	-	2.13	2.47	-	-	-	2.93	7.47	-	1.65	2.33	1.61	-	1.72	-	4.28	-	2.0	-	8.13	-	1	18	2	8.17	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25.20	-	-	-	-	-	-	-	-	31.7
GB	CON	CONS	2006	2020.1	6.56	7.0	-	-	-	-	-	-	7.29	6.88	51620	-	7.29	7.29	7.5	7.67	1	-	2005	-	-	26.70	7.14	7.14	-	-	-	-	-	4.25	6.22	-	-	-	2.63	-	2.5	-	6.13	-	2.56	-	5.20	4.13	1	9	2	6	-	-	-	-	0.0	-	8	7.88	-	-	-	-	-	-	-	-	7.5	-	-	-	5.57	7.63	4.57	6.29	4	6	-	30.70	5.14	5	5.78	6.44	6.43	5.86	7.14	5.29	32.4
GB	CON	CONS	2010	2020.1	7.13	7.64	-	-	-	-	-	-	6.93	6.54	51620	-	-	-	7.17	7.36	1	-	2010	4.33	6.23	27.70	5.25	4.73	-	-	2.2	-	-	3.42	5.40	-	-	-	2.33	-	2.75	-	5.69	-	2.27	-	5.56	5.33	1	16	2	6.27	-	-	-	-	1.0	-	7.57	7.46	5.08	3.08	-	-	-	-	-	6.62	6.92	-	-	-	5.23	6.64	4.92	5	3.55	5.75	-	47.20	5.42	4.86	7	7.14	7	5	-	-	36.1
GB	CON	CONS	2014	2020.1	7.0	7.86	-	-	9	-	-	2.17	7.43	-	51620	3.17	-	-	-	7.86	1	7.43	2010	-	7.57	23.9	5.14	-	-	-	2	-	2	3.20	7.29	-	-	-	2.83	-	3.5	-	5.86	-	3.14	-	7.43	3.60	1	7	2	6.14	-	-	4.86	-	1.0	-	8	-	-	3.71	-	13	5	9	-	-	7.17	7.33	-	-	-	6.83	-	5.29	-	6.5	-	47.20	-	4.86	8.14	-	5.83	-	-	-	36.1
