country	pm_id	ches_id	year	chesversion	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_three	mip_two	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote
RO	0	CDR 2000	2002	2020.1	6.29	6.71	-	-	-	-	-	-	-	-	93411	-	-	-	-	-	0	-	2000	-	-	-	-	-	5	6	-	-	-	5	3.97	-	3	5.5	5.75	-	6	-	6	-	6.86	-	8.57	-	0	11	4	4.43	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	5
RO	0	PDL	2002	2020.1	5.09	5.45	-	-	-	-	-	-	-	-	93221	-	-	-	-	-	0	-	2000	-	-	-	-	-	5	5.67	-	-	-	5.4	3.23	-	4.5	4.33	5.75	-	5.5	-	6.4	-	6.82	-	8.67	-	0	11	3	3.91	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	-	-	-	-	-	-	-	-	7
RO	0	PNL	2002	2020.1	6.64	7.36	-	-	-	-	-	-	-	-	93430	-	-	-	-	-	0	-	2000	-	-	-	-	-	4.25	5.67	-	-	-	5	2.42	-	4.75	4.25	5.29	-	5	-	6	-	6.91	-	9.70	-	0	11	3	3.45	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8.70	-	-	-	-	-	-	-	-	6.9
RO	0	PRM	2002	2020.1	8.55	1.82	-	-	-	-	-	-	-	-	93712	-	-	-	-	-	0	-	2000	-	-	-	-	-	7	3	-	-	-	1.67	2.84	-	2.5	5.5	1.4	-	1.86	-	1.29	-	3.55	-	4.23	-	0	11	1	9.73	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24.30	-	-	-	-	-	-	-	-	19.5
RO	0	PSD	2002	2020.1	3.0	2.45	-	-	-	-	-	-	-	-	93223	-	-	-	-	-	0	-	2000	-	-	-	-	-	6.57	5.33	-	-	-	6	5.14	-	4.75	4.25	4.86	-	4.11	-	4.5	-	6.18	-	9.40	-	0	11	5	6.27	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44.90	-	-	-	-	-	-	-	-	36.6
RO	0	PUR	2002	2020.1	5.0	5.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	2000	-	-	-	-	-	5	5.5	-	-	-	4.75	3.66	-	5	6.5	5	-	3.75	-	3.5	-	6.0	-	8.77	-	0	11	3	5.14	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	1.7
RO	0	UDMR	2002	2020.1	5.82	6.3	-	-	-	-	-	-	-	-	93951	-	-	-	-	-	0	-	2000	-	-	-	-	-	5.8	6	-	-	-	6.14	1.72	-	5.33	5.33	6	-	6	-	6.4	-	6.91	-	9.10	-	0	11	8	3	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.80	-	-	-	-	-	-	-	-	6.8
RO	0	FDGR	2006	2020.1	5.29	6.0	-	-	-	-	-	-	4	5.17	-	-	4.60	7.33	5.5	5.17	0	-	2004	-	-	-	1.20	8.80	-	-	-	-	-	6.17	1	-	-	-	5.2	-	5.67	-	6.17	-	6.43	-	7.63	4.33	0	7	8	4.29	-	-	-	-	0.0	-	4.5	4.83	-	-	-	-	-	-	-	-	3.2	-	-	-	5.33	4.67	7.5	2	4.17	4.83	-	-	4.17	5	4.17	5.5	4.17	5.67	4.80	4.40	-
RO	0	PC	2006	2020.1	4.78	4.7	-	-	-	-	-	-	5.63	5.88	-	-	5.86	5.88	5	4	0	-	2004	-	-	-	6.63	5.75	-	-	-	-	-	5.78	2.63	-	-	-	4.67	-	5	-	5.22	-	5.89	-	7.00	4	0	10	3	7.33	-	-	-	-	1.0	-	5.25	4.13	-	-	-	-	-	-	-	-	6.29	-	-	-	6	4.38	5.43	6.86	5.5	6	-	5.70	6.13	7	4.63	5	5.75	5.38	4.86	4.75	5.3
RO	0	PDL	2006	2020.1	5.78	5.9	-	-	-	-	-	-	4.88	5.88	93221	-	4.5	5.14	6.5	6.13	0	-	2004	-	-	-	5.25	5.38	-	-	-	-	-	6.33	1.2	-	-	-	5.38	-	5.33	-	6.33	-	6.8	-	9.33	4.75	0	10	3	4.3	-	-	-	-	1.0	-	4.86	4.25	-	-	-	-	-	-	-	-	4.86	-	-	-	6.25	5.13	5.43	5.14	4.38	4.63	-	14.5	4.75	5	5.57	6.13	4	5.88	7.25	6	13.5
RO	0	PNL	2006	2020.1	6.7	7.5	-	-	-	-	-	-	4.13	5.13	93430	-	4.38	5.25	7	7	0	-	2004	-	-	-	5	5.5	-	-	-	-	-	6.33	1.7	-	-	-	5.56	-	5.67	-	6.33	-	6.7	-	9.33	4.38	0	10	3	4.1	-	-	-	-	1.0	-	5.25	4.25	-	-	-	-	-	-	-	-	5.29	-	-	-	6.13	6.88	5.17	5	4.75	4.75	-	19.30	5.25	4.75	6.38	6.38	3.13	5.75	6.5	5.38	18
RO	0	PRM	2006	2020.1	7.0	2.2	-	-	-	-	-	-	8.5	7.75	93712	-	9.67	9.22	5.25	2.63	0	-	2004	-	-	-	9.75	9.75	-	-	-	-	-	4.78	3	-	-	-	4.11	-	3.89	-	4.11	-	4.2	-	5.67	3.13	0	10	1	9.5	-	-	-	-	0.0	-	8.25	7.13	-	-	-	-	-	-	-	-	8.14	-	-	-	6.5	2.25	9.25	8.75	6.38	7.38	-	14.5	7.88	9.63	3.75	5.13	6.25	5.63	1.5	5.38	13
RO	0	PSD	2006	2020.1	3.0	2.8	-	-	-	-	-	-	5.25	5.25	93223	-	5.75	5.38	6.13	3.75	0	-	2004	-	-	-	5.88	5.5	-	-	-	-	-	5.89	2.90	-	-	-	5.11	-	5.44	-	5.56	-	6.2	-	8.67	4.5	0	10	5	6.5	-	-	-	-	0.0	-	5	4.13	-	-	-	-	-	-	-	-	5.29	-	-	-	6.5	2.63	5.43	6.71	4.25	4.63	-	34	4.88	6	3.88	5.75	6	5.88	5.63	5.5	31.5
RO	0	UDMR	2006	2020.1	6.0	6.22	-	-	-	-	-	-	3.38	6.13	93951	-	4.71	8.71	5.38	5.13	0	-	2004	-	-	-	0	10	-	-	-	-	-	6.44	1.44	-	-	-	5.56	-	5.88	-	6.22	-	6.6	-	8	3.75	0	10	8	5.1	-	-	-	-	1.0	-	4.25	5.13	-	-	-	-	-	-	-	-	2.43	-	-	-	5.63	5.25	9.38	.88	4.88	5.88	-	6.60	5.13	5.38	4.88	5.13	5.75	6.25	5.25	4.88	6.2
RO	0	PC	2010	2020.1	5.16	4.90	-	-	-	-	-	-	5.84	4.26	-	-	-	-	4.62	5.06	0	-	2008	2.16	6.82	2.83	6.30	4.70	-	-	2.14	-	-	5.80	2.71	-	-	-	4	-	5.33	-	5	-	5.47	-	3.54	4.12	1	23	3	6.52	-	-	-	-	0.0	-	4.64	2.27	3	5.29	-	-	-	-	-	2.67	5.58	-	-	-	5.12	4.81	3.59	5.59	3.58	5.82	-	1.2	3.76	6.28	4.94	5.12	4.24	3.19	-	-	1.32
RO	0	PDL	2010	2020.1	6.55	7.10	-	-	-	-	-	-	5.33	4.95	93530	-	-	-	6.05	6.14	0	-	2008	2.5	6.89	29.71	4.52	4.81	-	-	1.05	-	-	6.26	2.3	-	-	-	4.76	-	5.63	-	6.11	-	6.36	-	7.62	4.64	1	23	3	5	-	-	-	-	1.0	-	4.23	2.5	4.48	2.52	-	-	-	-	-	2.44	4.77	-	-	-	5.65	6.76	5.29	4.52	3.76	5.76	-	34.40	3.53	5.35	5.68	7.26	3.89	3.84	-	-	32.4
RO	0	PNL	2010	2020.1	5.85	6.52	-	-	-	-	-	-	4.47	5.25	93430	-	-	-	5.95	6.57	0	-	2008	2.35	6.32	14.52	4.85	4.67	-	-	1.14	-	-	6.16	2.85	-	-	-	4.88	-	5.63	-	5.78	-	6.27	-	6.51	4.5	1	23	3	4.29	-	-	-	-	0.0	-	4.46	2.69	3.86	5	-	-	-	-	-	2.88	5.23	-	-	-	5.60	6	5.05	4.38	3.62	5.15	-	19.5	3.58	5.05	6.37	6.47	3.79	4.68	-	-	18.6
RO	0	PRM	2010	2020.1	5.63	2.10	-	-	-	-	-	-	8.75	7.10	93712	-	-	-	2.28	1.94	0	-	2008	2	6.54	8.65	8.71	6.71	-	-	2.5	-	-	5.12	2.06	-	-	-	3.88	-	3.15	-	3.24	-	3.70	-	3.68	2.78	1	23	1	9.45	-	-	-	-	0.0	-	7.87	5	4.5	7.60	-	-	-	-	-	4.94	7.53	-	-	-	6.55	1.74	5.29	8.25	6.71	8.63	-	0	6.35	8.90	3.13	3.41	6.06	3.76	-	-	3.2
RO	0	PSD	2010	2020.1	3.0	2.95	-	-	-	-	-	-	5.29	4.38	93223	-	-	-	4.75	3.24	0	-	2008	2.7	5.95	28.25	5.48	4.48	-	-	1.14	-	-	6.21	2.5	-	-	-	4.88	-	5.63	-	5.44	-	6.14	-	6.67	4.38	1	23	5	5.52	-	-	-	-	1.0	-	4.23	2.25	3.71	4.71	-	-	-	-	-	2.56	4.92	-	-	-	6.60	2.76	4.24	5.62	3.48	5.15	-	32.90	3.21	5.95	3.22	6.16	6.05	4.84	-	-	31.77
RO	0	UDMR	2010	2020.1	6.0	6.10	-	-	-	-	-	-	4.58	5.30	93951	-	-	-	4	5.84	0	-	2008	3.15	5.26	8.92	1.81	8.95	-	-	1.09	-	-	6.42	1.89	-	-	-	5.35	-	5.94	-	6	-	6.45	-	7.78	4	1	23	8	4.90	-	-	-	-	0.0	-	4.58	3.81	3.5	4.24	-	-	-	-	-	4.19	2.92	-	-	-	4	5.39	7.81	1.86	3.70	4.89	-	6.60	3.32	5.47	5.12	5.06	5	3.83	-	-	6.2
RO	0	PC	2014	2020.1	5.53	5.0	-	-	6.12	-	-	3.42	6.38	-	-	3.2	-	-	-	4.67	0	4.54	2012	-	7.33	4.7	6.29	-	-	-	1.38	-	3.5	6.44	3	-	-	-	4.91	-	4.78	-	5.33	-	5.35	-	3.88	4.83	1	17	3	7.94	-	-	4.71	-	1.0	-	5.20	-	-	3.79	-	17	14	12	-	-	6.71	7.79	-	-	-	5.25	-	4.27	-	6.86	-	3.2	-	6.80	4.08	-	5.60	-	-	-	2.8
RO	0	PDL	2014	2020.1	6.65	7.18	-	-	7.65	-	-	3.36	5.07	-	93530	7.62	-	-	-	7.53	0	7.13	2012	-	5.83	12.2	4.5	-	-	-	1	-	5.80	6.75	2.53	-	-	-	6	-	6.27	-	6.47	-	6.65	-	6.24	5.11	1	17	3	5.59	-	-	4.59	-	0.0	-	4.43	-	-	2.60	-	3	13	8	-	-	5.78	5.19	-	-	-	6.93	-	3.87	-	5	-	12.6	-	5.93	7	-	3.5	-	-	-	15.3
RO	0	PLR	2014	2020.1	6.67	6.60	-	-	7.29	-	-	2.42	5.27	-	-	5.23	-	-	-	7.25	0	6.85	2012	-	6.44	-	4.33	-	-	-	1	-	4.70	6.69	1.54	-	-	-	5.67	-	6.10	-	5.91	-	6.29	-	5	5.33	1	17	3	5	-	-	4.07	-	0.0	-	4	-	-	4.09	-	13	28	8	-	-	4.80	4.82	-	-	-	6.55	-	4	-	5	-	-	-	5.44	6.09	-	3.77	-	-	-	-
RO	0	PMP	2014	2020.1	6.47	7.06	-	-	7.29	-	-	4.38	5.47	-	-	7.47	-	-	-	7.38	0	7.27	2012	-	6.45	6.2	4.86	-	-	-	1	-	5.77	6.60	1.69	-	-	-	6.08	-	6.15	-	6.33	-	6.5	-	6.12	5	1	17	4	5.06	-	-	4.24	-	0.0	-	4.60	-	-	2.79	-	3	13	8	-	-	5.56	4.92	-	-	-	7.21	-	3.71	-	5.47	-	-	-	5.60	7.07	-	3.64	-	-	-	-
RO	0	PNL	2014	2020.1	6.65	6.65	-	-	7.53	-	-	2.86	5	-	93430	6.88	-	-	-	7.07	0	6.87	2012	-	5.77	15	4.56	-	-	-	1	-	5.53	6.71	2.25	-	-	-	5.86	-	6.20	-	6.47	-	6.53	-	6.38	5.20	1	17	3	5.35	-	-	4.47	-	0.5	-	4.14	-	-	3.13	-	3	8	13	-	-	5.44	4.94	-	-	-	6.73	-	4.20	-	5	-	24.30	-	6	6.27	-	3.62	-	-	-	21.5
