country	pm_id	ches_id	year	chesversion	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_three	mip_two	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote
FR	0	CPNT	1999	2020.1	7.80	7.25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1997	-	-	6.80	-	-	-	2.33	-	-	-	2.5	0.62	-	2.5	1.33	4	2.67	2.33	-	-	-	2.33	-	5.5	-	1	7	11	7.88	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FR	0	D	1999	2020.1	7.66	9.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1997	-	-	-	-	-	-	1	-	-	-	1	2.08	-	2.75	1	3.5	5	2.67	-	-	-	4.5	-	4.58	-	1	7	9	9	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FR	0	DL	1999	2020.1	7.21	7.43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1997	-	-	-	-	-	-	4.20	-	-	-	4.90	2.14	-	5.17	5.17	4.57	4.60	5.33	-	-	-	6.14	-	6.79	-	1	7	2	6.43	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FR	0	FN	1999	2020.1	8.71	8.71	-	-	-	-	-	-	-	-	31720	-	-	-	-	-	1	-	1997	-	-	5.70	-	-	-	1.20	-	-	-	2.25	0.71	-	2.17	1.60	1.71	1.60	1.20	-	-	-	1.14	-	6.07	-	1	7	1	8.71	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.2	-	-	-	-	-	-	-	-	14.9
FR	0	LO-LCR	1999	2020.1	0.14	0.21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1997	-	-	5.18	-	-	-	5.5	-	-	-	3.67	0.83	-	2.20	4.20	3.5	1	2.5	-	-	-	1.29	-	3.93	-	1	7	6	6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FR	0	MEI	1999	2020.1	4.0	5.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1997	-	-	-	-	-	-	6.5	-	-	-	6	1.67	-	6	7	5.33	4.5	3	-	-	-	4.0	-	3.75	-	1	7	7	3	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FR	0	MN	1999	2020.1	8.28	8.57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1997	-	-	3.28	-	-	-	1.20	-	-	-	2.25	1.43	-	2.33	1.60	1.86	1.25	1.20	-	-	-	1.33	-	5.71	-	1	7	1	9.71	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FR	0	PCF	1999	2020.1	1.57	1.36	-	-	-	-	-	-	-	-	31220	-	-	-	-	-	1	-	1997	-	-	6.80	-	-	-	4.60	-	-	-	5	2.86	-	4.17	5	3.57	4.33	2.67	-	-	-	2.71	-	5	-	1	7	6	6.14	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.40	-	-	-	-	-	-	-	-	9.9
FR	0	PRG	1999	2020.1	4.43	5.14	-	-	-	-	-	-	-	-	31230	-	-	-	-	-	1	-	1997	-	-	-	-	-	-	5.75	-	-	-	5.80	0.36	-	5.83	5.60	5.57	5.20	5.80	-	-	-	6.17	-	6.07	-	1	7	6	4.71	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.10	-	-	-	-	-	-	-	-	1.5
FR	0	PS	1999	2020.1	3.43	3.57	-	-	-	-	-	-	-	-	31320	-	-	-	-	-	1	-	1997	-	-	22	-	-	-	5.80	-	-	-	5.80	2.5	-	6.29	5.5	5.29	5.5	6.17	-	-	-	6.43	-	6.79	-	1	7	5	3.67	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42.60	-	-	-	-	-	-	-	-	25.5
FR	0	RPF	1999	2020.1	7.71	7.43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1997	-	-	13.10	-	-	-	1.60	-	-	-	3.20	1.07	-	3.17	2.20	2.14	2.40	2	-	-	-	2.57	-	6.43	-	1	7	1	8.07	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.30	-	-	-	-	-	-	-	-	2.4
FR	0	RPR	1999	2020.1	7.21	6.43	-	-	-	-	-	-	-	-	31625	-	-	-	-	-	1	-	1997	-	-	12.80	-	-	-	3.40	-	-	-	4.70	5.71	-	5	4.83	3.14	3	4	-	-	-	5.43	-	6.43	-	1	7	2	7.29	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24.1	-	-	-	-	-	-	-	-	16.8
FR	0	UDF	1999	2020.1	6.43	6.29	-	-	-	-	-	-	-	-	31624	-	-	-	-	-	1	-	1997	-	-	9.30	-	-	-	5.80	-	-	-	5.70	1.79	-	5.29	5.25	5.29	5	6	-	-	-	6.43	-	7.5	-	1	7	3	6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18.9	-	-	-	-	-	-	-	-	14.7
FR	0	VERTS	1999	2020.1	3.14	4.0	-	-	-	-	-	-	-	-	31110	-	-	-	-	-	1	-	1997	-	-	9.70	-	-	-	6	-	-	-	6.20	3.21	-	5.67	6.83	5.71	6	5.5	-	-	-	5.14	-	5.36	-	1	7	7	2	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.4	-	-	-	-	-	-	-	-	3.6
FR	0	DL	2002	2020.1	7.07	8.17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	2002	-	-	-	-	-	4.9	4.89	-	-	-	5	3.17	-	3.9	4.56	4.22	-	5.33	-	5.75	-	5.92	-	5.90	-	1	13	2	5.92	-	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.4
FR	0	FN	2002	2020.1	9.92	6.0	-	-	-	-	-	-	-	-	31720	-	-	-	-	-	1	-	2002	-	-	5.70	-	-	4.44	1	-	-	-	3.14	0.94	-	1.89	1.5	1.73	-	1.67	-	1.1	-	1.0	-	8.47	-	1	13	1	9.80	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	11.1
FR	0	PCF	2002	2020.1	1.62	1.5	-	-	-	-	-	-	-	-	31220	-	-	-	-	-	1	-	2002	-	-	6.80	-	-	5	3.38	-	-	-	4.75	4.08	-	4.6	3.75	3.36	-	2.58	-	2	-	2.77	-	5.13	-	1	13	6	4.5	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.60	-	-	-	-	-	-	-	-	4.9
FR	0	PRG	2002	2020.1	3.62	3.5	-	-	-	-	-	-	-	-	31230	-	-	-	-	-	1	-	2002	-	-	-	-	-	5	4.29	-	-	-	5.5	2.32	-	4.67	5.33	4.5	-	4	-	3.88	-	4.92	-	5.63	-	1	13	6	4	-	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.5
FR	0	PS	2002	2020.1	3.85	4.08	-	-	-	-	-	-	-	-	31320	-	-	-	-	-	1	-	2002	-	-	22	-	-	5.5	5	-	-	-	5.75	4.36	-	5.6	5.3	4.91	-	5.75	-	4.5	-	5.77	-	6.17	-	1	13	5	3.17	-	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24.4	-	-	-	-	-	-	-	-	25.3
FR	0	RPR	2002	2020.1	7.0	5.92	-	-	-	-	-	-	-	-	31626	-	-	-	-	-	1	-	2002	-	-	12.80	-	-	6.67	4.22	-	-	-	5.44	5.04	-	4.2	4.56	3.64	-	5.58	-	4.18	-	5.0	-	5.63	-	1	13	2	7.25	-	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63.30	-	-	-	-	-	-	-	-	33.4
