Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
ES-CT	politicalParty	party.Independent	Independent	-	Independent	-	-	-	-
ES-CT	politicalParty	party.JuntsPelSí	JuntsPelSí	-	Junts pel Sí	-	-	-	-
ES-CT	politicalParty	party.Cs	Cs	-	Ciudadanos	-	-	-	-
ES-CT	politicalParty	party.PSC	PSC (PSC PSOE)	-	Partit Socialista de Catalunya	-	-	-	-
ES-CT	politicalParty	party.PP	PP	-	Partido Popular	-	-	-	-
ES-CT	politicalParty	party.CUP	CUP	-	Candidatura d'Unitat Popular	-	-	-	-
ES-CT	politicalParty	party.CSQP	CSQP	-	Catalunya Sí que es Pot	-	-	-	-
ES-CT	politicalParty	party.PDECAT	PDECAT	-	Partit Demòcrata Europeu Català	-	-	-	-
ES-CT	politicalParty	party.ERC	ERC	-	Esquerra Republicana de Catalunya	-	-	-	-
ES-CT	politicalParty	party.CatenCumú-PODEM	CCP	-	Catalunya en Comú-Podem	-	-	-	-
ES-CT	politicalParty	party.JxCAT	JxCAT	-	Junts per Catalunya	-	-	-	-
ES-CT	politicalParty	party.VOX	VOX	-	VOX	-	-	-	-
ES-CT	politicalParty	party.PSC-Units	PSC-Units	-	Partit dels Socialistes de Catalunya - Units per avançar	-	-	-	-
ES-CT	politicalParty	party.CUP-NCG	CUP-NCG	-	Candidatura d'Unitat Popular - Un nou cicle per guanyar	-	-	-	-
ES-CT	politicalParty	party.ECP	ECP	-	Catalunya en Comú-Podem	-	-	-	-
ES-CT	politicalParty	party.SCC	SCC	-	Societat Civil Catalana	-	-	-	-
ES-CT	parliamentaryGroup	PG.PSCUA-XII	GP-PSC-UNITS	-	Grup Parlamentari Socialistes i Units per Avançar	-	-	-	-
ES-CT	parliamentaryGroup	PG.PSCUA-XIV	GP-PSC-UNITS	-	Grup Parlamentari Socialistes i Units per Avançar	-	-	-	-
ES-CT	parliamentaryGroup	PG.PSC-XIV	GP-PSC-UNITS	-	Grup Parlamentari Socialistes i Units per Avançar	-	-	-	-
ES-CT	parliamentaryGroup	PG.PSC-XI	GP-PSC	-	Grup Parlamentari Socialista	-	-	-	-
ES-CT	parliamentaryGroup	PG.REP	GP-REP	-	Grup Parlamentari Republicà	-	-	-	-
ES-CT	parliamentaryGroup	PG.ERC-XIV	GP-ERC	-	Grup Parlamentari Esquerra Republicana de Catalunya	-	-	-	-
ES-CT	parliamentaryGroup	PG.JxCAT-XII	GP-JxCAT	-	Grup Parlamentari de Junts per Catalunya	-	-	-	-
ES-CT	parliamentaryGroup	PG.JxCAT-XIV	GP-JxCAT	-	Grup Parlamentari de Junts per Catalunya	-	-	-	-
ES-CT	parliamentaryGroup	PG.JxSi-XI	GP-JxSi	-	Grup Parlamentari de Junts pel Sí	-	-	-	-
ES-CT	parliamentaryGroup	PG.VOX-XIV	GP-VOX	-	Grup Parlamentari de VOX en Cataluña	-	-	-	-
ES-CT	parliamentaryGroup	PG.CUP-NCPG-XIV	GP-CUP	-	Grup Parlamentari de la Candidatura d'Unitat Popular - Un Nou Cicle per Guanyar	-	-	-	-
ES-CT	parliamentaryGroup	PG.CUP-XI	GP-CUP	-	Grup Parlamentari de la Candidatura d'Unitat Popular - Crida Constituent	-	-	-	-
ES-CT	parliamentaryGroup	PG.CUP-XII	GP-CUP	-	Grup Parlamentari de la Candidatura d'Unitat Popular - Crida Constituent	-	-	-	-
ES-CT	parliamentaryGroup	PG.ECP-XIV	GP-ECP	-	Grup Parlamentari d'En Comú Podem	-	-	-	-
ES-CT	parliamentaryGroup	PG.CSP-XI	GP-CSP	-	Grup Parlamentari Catalunya sí que es Pot	-	-	-	-
ES-CT	parliamentaryGroup	PG.CECP-XII	GP-CCP	-	Grup Parlamentari de Catalunya en Comú-Podem	-	-	-	-
ES-CT	parliamentaryGroup	PG.Cs-XI	GP-Cs	-	Grup Parlamentari de Ciutadans	-	-	-	-
ES-CT	parliamentaryGroup	PG.Cs-XII	GP-Cs	-	Grup Parlamentari de Ciutadans	-	-	-	-
ES-CT	parliamentaryGroup	PG.Cs-XIV	GP-Cs	-	Grup Parlamentari de Ciutadans	-	-	-	-
ES-CT	parliamentaryGroup	PG.GM	GP-GM	-	Grup Mixt	-	-	-	-
ES-CT	parliamentaryGroup	PG.PPC-XI	GP-PPC	-	Grup Parlamentari del Partit Popular de Catalunya	-	-	-	-
