country	pm_id	ches_id	year	chesversion	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_three	mip_two	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote
NO	A	Ap	2019	2019.1	3.40	3.40	4.33	3	7.40	0.52	1.9	1.4	4.90	-	-	1.78	-	-	-	3.67	-	3.0	-	4.5	5.30	-	3.67	-	-	-	-	6.5	-	-	5.5	-	-	-	-	-	-	-	-	-	5.40	0.52	3.8	-	-	-	-	3.2	4	6.75	4.33	0.92	-	6.75	5.10	4.5	-	-	6.14	-	-	-	5.78	4.60	4.11	4.10	2.56	5.33	7.20	2.60	-	5.33	-	3.3	1.67	-	-	2.2	2.40	-	4.20	-	-	-	-
NO	FrP	FrP	2019	2019.1	8.40	7.90	4.83	6	4.40	1.10	8.5	7.70	8.30	-	-	2.0	-	-	-	8.67	-	7.0	-	3.7	8.70	-	9.33	-	-	-	-	3.75	-	-	4.25	-	-	-	-	-	-	-	-	-	3.10	1.79	3.60	-	-	-	-	6.80	2.67	3	7.0	1.81	-	1.5	9.70	8.90	-	-	7	-	-	-	3	9.60	9.40	8.80	6.56	4.44	5.80	6.40	-	6.22	-	5.5	1.22	-	-	5.70	8.60	-	5.0	-	-	-	-
NO	H	H	2019	2019.1	6.70	7.30	2.17	1.5	7.60	0.95	2.40	1.2	6.22	-	-	1.44	-	-	-	7.33	-	6.60	-	4.60	6.20	-	5.67	-	-	-	-	3.25	-	-	2	-	-	-	-	-	-	-	-	-	6.30	0.67	4.10	-	-	-	-	5.40	4.67	3.25	3.67	1.26	-	4.14	6.90	5.10	-	-	6.29	-	-	-	4.88	5.40	6.20	4.40	2.44	2.67	5.60	6.30	-	6.89	-	4.30	2.0	-	-	3.5	7	-	2.90	-	-	-	-
NO	KrF	KrF	2019	2019.1	5.60	5.0	4.5	6.5	3.2	0.82	1.9	2.10	4.44	-	-	1.0	-	-	-	4.75	-	3.90	-	4.80	4.33	-	4.22	-	-	-	-	4.25	-	-	4.67	-	-	-	-	-	-	-	-	-	3.22	0.83	1.89	-	-	-	-	7.80	2	6.80	7.70	1.55	-	3.12	3.3	5.40	-	-	3.57	-	-	-	5.38	5.30	4.56	5.10	3.75	5.12	5.0	3.7	-	4	-	7.90	1.12	-	-	5.90	4	-	6.20	-	-	-	-
NO	MDG	MDG	2019	2019.1	3.8	3.90	5.5	5.5	4.0	1.10	0.56	3.90	2.3	-	-	1.12	-	-	-	3.44	-	3.40	-	10.0	2.10	-	3.62	-	-	-	-	2.75	-	-	4.25	-	-	-	-	-	-	-	-	-	4.56	1.42	2.78	-	-	-	-	1.9	2.33	1.5	5.89	1.52	-	4.17	3.44	4.56	-	-	3.25	-	-	-	3.5	3.88	2.88	2.7	4.22	5	3.5	3.78	-	4.71	-	2.89	1.12	-	-	1.6	3.10	-	3.56	-	-	-	-
NO	PF	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NO	R	RV	2019	2019.1	0.5	0.40	1.83	1.5	7.80	0.52	1.4	5.70	2.33	-	-	2.88	-	-	-	0.44	-	0.2	-	5.56	3.40	-	1.86	-	-	-	-	2	-	-	1.5	-	-	-	-	-	-	-	-	-	1.2	0.42	4.80	-	-	-	-	1.4	1.33	1.75	5.44	1.07	-	2.33	1.67	5.44	-	-	4.71	-	-	-	2.86	5	2.5	3	5.25	8.33	9.40	0.30	-	4.33	-	1.7	1.12	-	-	1.8	.2	-	4.22	-	-	-	-
NO	SV	SV	2019	2019.1	1.7	1.5	1.67	1.5	7.10	0.71	1.6	3.8	2.5	-	-	2.56	-	-	-	1.0	-	1.0	-	7.40	2.8	-	1.89	-	-	-	-	1.75	-	-	2.25	-	-	-	-	-	-	-	-	-	1.7	0.67	4.80	-	-	-	-	1.1	1.33	1.75	5.22	0.88	-	1.57	2.22	6.30	-	-	5	-	-	-	3	5.80	2.3	2.3	4.67	7.44	8.10	1	-	4.33	-	2.10	1.22	-	-	1.7	0.70	-	3.3	-	-	-	-
NO	Sp	Sp	2019	2019.1	4.80	4.5	3	4.5	5.40	1.18	2.60	6.60	6	-	-	1.89	-	-	-	3.22	-	3.10	-	4.5	5.40	-	5.89	-	-	-	-	0	-	-	.5	-	-	-	-	-	-	-	-	-	1.1	0.32	7.90	-	-	-	-	6.60	3	1.5	6.0	1.43	-	3.17	6.60	5.20	-	-	5	-	-	-	4.12	5	6.67	6.60	6.44	9.44	5.5	3.90	-	0.70	-	4.60	1.12	-	-	4.60	4.10	-	9.70	-	-	-	-
NO	TF	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
