country	pm_id	ches_id	year	chesversion	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_three	mip_two	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote
AT	BZÖ	BZO	2006	2020.1	8.83	6.0	-	-	-	-	-	-	8.83	7.5	42710	-	9.5	9.33	3.5	6.33	1	-	2006	-	-	-	9.67	7.67	-	-	-	-	-	4.2	2.57	-	-	-	2.17	-	2.83	-	3.5	-	2.5	-	5.83	1	1	8	1	8.83	-	-	-	-	1.0	-	9.5	9.17	-	-	-	-	-	-	-	-	9.67	-	-	-	5.5	3	5	5.33	5.17	4.5	-	3.8	6.67	7.83	6.17	6.33	6.67	6	2	5.17	4.1
AT	BZÖ	BZO	2010	2020.1	8.29	7.29	-	-	-	-	-	-	7.71	7.5	42710	-	-	-	6.79	7.79	1	-	2008	3.57	7.21	4.58	8.07	7.08	-	-	2.93	-	-	3.85	2.85	-	-	-	3.36	-	2.86	-	3.21	-	2.43	-	5.64	1.21	1	14	1	7.79	-	-	-	-	0.0	-	8.57	8.64	4	6	-	-	-	-	-	8.5	8.79	-	-	-	5.07	6.43	4.77	4.55	5.21	5.85	-	11.5	6.43	7.36	7.29	6.21	4.62	4.57	-	-	10.7
AT	BZÖ	BZO	2014	2020.1	7.80	7.20	-	-	7	-	-	6.89	7.20	-	42710	4.71	-	-	-	7	1	7	2013	-	6.5	.5	8.20	-	-	-	2.43	-	1.4	2.80	3.83	-	-	-	3	-	2.33	-	2.86	-	2.70	-	4.78	1.25	1	10	1	7.20	-	-	5.70	-	0.0	-	8.67	-	-	7.11	-	13	32	1	-	-	8.56	8.30	-	-	-	6.30	-	4.71	-	5.5	-	0	-	6.56	7	-	5	-	-	-	3.5
AT	FPÖ	FPO	1999	2020.1	7.90	6.40	-	-	-	-	-	-	-	-	42420	-	-	-	-	-	1	-	1999	-	-	23.40	-	-	-	2	-	-	-	2.25	2.5	-	3.5	4.25	5.5	1.5	4	-	-	-	2.60	-	5	-	1	5	1	7.10	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28.4	-	-	-	-	-	-	-	-	26.9
AT	FPÖ	FPO	2002	2020.1	8.63	7.31	-	-	-	-	-	-	-	-	42420	-	-	-	-	-	1	-	2002	-	-	30.67	-	-	3.86	4	-	-	-	5	7.5	-	3	4.13	2.71	-	3.63	-	3	-	2.63	-	7.93	-	1	8	1	9	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.80	-	-	-	-	-	-	-	-	10
AT	FPÖ	FPO	2006	2020.1	9.67	4.83	-	-	-	-	-	-	9	7.83	42420	-	9.83	9.67	3.33	5.67	1	-	2006	-	-	6.30	9.83	7.83	-	-	-	-	-	3.8	1.29	-	-	-	1.83	-	2.83	-	3	-	1.75	-	6.27	1	1	8	1	9.67	-	-	-	-	0.0	-	9.83	9.67	-	-	-	-	-	-	-	-	9.83	-	-	-	5.5	2.67	4.17	6.17	5.5	5.17	-	11.5	7.33	9.5	5.67	6.5	6.33	5.5	1.33	5.33	11
AT	FPÖ	FPO	2010	2020.1	8.93	5.0	-	-	-	-	-	-	8.71	8.57	42420	-	-	-	5.29	5.07	1	-	2008	3.5	6.64	12.71	8.93	8	-	-	2.93	-	-	3.43	2.29	-	-	-	3.36	-	2.36	-	2.64	-	1.93	-	7.38	1.07	1	14	1	8.71	-	-	-	-	0.0	-	9.5	9.79	4.5	6	-	-	-	-	-	9.57	9.57	-	-	-	5.14	4.86	4.29	4.5	6.5	7	-	18.6	6.57	8.21	5.57	5.5	4.57	5.07	-	-	17.54
AT	FPÖ	FPO	2014	2020.1	8.70	5.5	-	-	5	-	-	8	8.5	-	42420	5.10	-	-	-	5.20	1	4.89	2013	-	6	19.7	8.80	-	-	-	2.90	-	1.44	2.89	1.7	-	-	-	2.80	-	1.80	-	2.60	-	1.90	-	6.70	1	1	10	1	8.80	-	-	7	-	0.0	-	9.89	-	-	7.5	-	9	12	1	-	-	9.90	9.40	-	-	-	4.70	-	5.44	-	6.30	-	21.9	-	8.89	5.60	-	4.90	-	-	-	20.5
AT	FPÖ	FPO	2019	2020.1	9.10	6.5	7	2.88	4.20	-	9.30	7.60	9.40	-	42420	4.80	-	-	-	6.10	1	6.5	2019	3.10	8.40	17.2	9.10	-	-	1	-	4.25	1.44	2.83	2.5	-	-	-	-	-	1.78	-	3.22	-	2.30	-	6.30	-	1	10	1	8.90	1.75	.5	7.70	-	0.0	.5	9.80	9.70	-	-	8.67	-	-	-	.5	9.90	9.90	9.90	8.20	6.11	5.90	5.60	-	5.71	-	5.89	3.88	16.9	-	8.40	6.70	-	6.33	-	-	-	16.2
AT	GRÜNE	GRUNE	1999	2020.1	2.90	3.0	-	-	-	-	-	-	-	-	42110	-	-	-	-	-	1	-	1999	-	-	9.29	-	-	-	6.33	-	-	-	6	3.50	-	6.20	6.30	7	5	4	-	-	-	5.30	-	5	-	1	5	7	2	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.70	-	-	-	-	-	-	-	-	7.4
