country	pm_id	ches_id	year	chesversion	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_three	mip_two	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote
CZ	ANO	ANO2011	2014	2020.1	5.79	6.36	-	-	7.64	-	-	7.77	4.83	-	82430	8.54	-	-	-	6.30	0	5.92	2013	-	6.42	16.1	5	-	-	-	1.2	-	4.38	6.08	3	-	-	-	4.58	-	5.18	-	5.92	-	5.20	-	4.20	4	1	15	9	4.45	-	-	2.79	-	0.5	-	5.86	-	-	4.44	-	1	13	3	-	-	5	4.82	-	-	-	5.62	-	5.22	-	4	-	23.5	-	3.85	5.91	-	4.17	-	-	-	18.7
CZ	ANO	ANO2011	2019	2020.1	4.69	4.5	5.5	2.29	7.74	-	5.46	6.31	6.19	-	82430	5.73	-	-	-	5	0	3.89	2017	2.52	7.35	21.18	6.35	-	-	1.89	-	6.79	2.78	5.91	2.85	-	-	-	-	-	3.04	-	5.79	-	4.48	-	4.93	-	1	27	9	5.73	5.53	4.09	4.04	-	1.0	2.12	8.5	6.92	-	-	9.81	-	-	-	2.35	4.88	8.16	6.59	3.8	5.92	6.28	3.85	-	6.71	-	2.84	3.24	39	-	4.88	4.19	-	5.28	-	-	-	29.64
CZ	ANO2011	ANO2011	2014	2020.1	5.79	6.36	-	-	7.64	-	-	7.77	4.83	-	82430	8.54	-	-	-	6.30	0	5.92	2013	-	6.42	16.1	5	-	-	-	1.2	-	4.38	6.08	3	-	-	-	4.58	-	5.18	-	5.92	-	5.20	-	4.20	4	1	15	9	4.45	-	-	2.79	-	0.5	-	5.86	-	-	4.44	-	1	13	3	-	-	5	4.82	-	-	-	5.62	-	5.22	-	4	-	23.5	-	3.85	5.91	-	4.17	-	-	-	18.7
CZ	ANO2011	ANO2011	2019	2020.1	4.69	4.5	5.5	2.29	7.74	-	5.46	6.31	6.19	-	82430	5.73	-	-	-	5	0	3.89	2017	2.52	7.35	21.18	6.35	-	-	1.89	-	6.79	2.78	5.91	2.85	-	-	-	-	-	3.04	-	5.79	-	4.48	-	4.93	-	1	27	9	5.73	5.53	4.09	4.04	-	1.0	2.12	8.5	6.92	-	-	9.81	-	-	-	2.35	4.88	8.16	6.59	3.8	5.92	6.28	3.85	-	6.71	-	2.84	3.24	39	-	4.88	4.19	-	5.28	-	-	-	29.64
CZ	CSSD	CSSD	2002	2020.1	3.33	3.0	-	-	-	-	-	-	-	-	82320	-	-	-	-	-	0	-	2002	-	-	-	-	-	5.29	5.62	-	-	-	6.39	2.41	-	5.89	5.71	5.56	-	5.83	-	5.5	-	6.44	-	9.17	-	0	18	5	4.69	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	-	-	-	-	-	-	-	-	30.2
CZ	CSSD	CSSD	2006	2020.1	3.43	3.29	-	-	-	-	-	-	5.20	4.80	82320	-	5.20	3.5	6.5	4	0	-	2006	-	-	8.80	4.5	3.5	-	-	-	-	-	6.29	3	-	-	-	5.29	-	5.86	-	6	-	5.88	-	7.93	5.25	1	8	5	4.86	-	-	-	-	0.5	-	5.25	3.75	-	-	-	-	-	-	-	-	5.5	-	-	-	7.20	3.5	5	5.25	2	2	-	37	3.80	3.60	2.71	5.83	3.40	2.40	3.40	5.40	32.3
CZ	CSSD	CSSD	2010	2020.1	2.89	2.53	-	-	-	-	-	-	5.47	4.88	82320	-	-	-	5.12	2.81	0	-	2010	4.31	5.71	22.38	5.5	4.18	-	-	1	-	-	6.33	1.72	-	-	-	5.5	-	5.63	-	5.53	-	6.16	-	6.67	4.36	1	20	5	3.58	-	-	-	-	0.0	-	5.80	3.60	4.65	5.88	-	-	-	-	-	3.71	5.33	-	-	-	7.53	2.31	4.35	4.53	3	2.12	-	28	4.31	2.65	2.29	7.12	3.62	3.20	-	-	22.1
CZ	CSSD	CSSD	2014	2020.1	3.14	2.71	-	-	7.86	-	-	1.5	4.83	-	82320	5.23	-	-	-	3.83	0	2.85	2013	-	5.69	14.2	4.69	-	-	-	1	-	5.21	6.43	2.92	-	-	-	5.42	-	5.64	-	5.38	-	6.07	-	5.73	4.17	1	15	5	4.43	-	-	3.14	-	0.5	-	4.33	-	-	4.58	-	14	17	13	-	-	4.25	5.08	-	-	-	2.85	-	4.5	-	2.77	-	25	-	3.31	2.64	-	4.92	-	-	-	20.5
CZ	CSSD	CSSD	2019	2020.1	2.74	2.59	2.85	3.86	7.30	-	5	3.23	5.44	-	82320	4.37	-	-	-	2.65	0	2.37	2017	3.81	5.88	3.95	4.42	-	-	3.15	-	4.64	4.62	5.82	4.23	-	-	-	-	-	4.72	-	5.48	-	5.74	-	5.59	-	1	27	5	4.92	4.20	6.45	5.12	-	1.0	4.64	7.19	5.74	-	-	6.08	-	-	-	4.09	4.56	6.38	5.30	4.20	6.08	7.96	2.44	-	5.38	-	2.46	4.08	7.5	-	3.81	2.22	-	5.28	-	-	-	7.27
CZ	K	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CZ	KDS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CZ	KDU-ČSL	KDU-CSL	2002	2020.1	4.86	7.92	-	-	-	-	-	-	-	-	82523	-	-	-	-	-	0	-	2002	-	-	-	-	-	5.53	5.15	-	-	-	6.29	2.29	-	5.53	5.59	5.44	-	5.61	-	5.35	-	6.44	-	8.90	-	0	18	4	7.56	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	-	-	-	-	-	-	-	-	10.29
CZ	KDU-ČSL	KDU-CSL	2006	2020.1	5.71	5.71	-	-	-	-	-	-	7	7.20	82523	-	5.20	6	6.67	5.83	0	-	2006	-	-	9.60	6.20	5.60	-	-	-	-	-	5.86	2.43	-	-	-	5.17	-	5.43	-	6.14	-	5.75	-	7.5	3.33	1	8	4	7.17	-	-	-	-	0.5	-	4.5	4.5	-	-	-	-	-	-	-	-	7	-	-	-	5.80	4.83	4.5	4.25	7.60	6.80	-	6.5	7.20	7.60	5	6.33	7.40	6.60	5.40	4.60	7.2
CZ	KDU-ČSL	KDU-CSL	2010	2020.1	5.26	4.84	-	-	-	-	-	-	7.38	6.41	82523	-	-	-	4.81	4.5	0	-	2010	4.47	6.19	7.64	7.07	4.19	-	-	1.26	-	-	6.18	1.67	-	-	-	5.53	-	5.65	-	5.5	-	6.05	-	6.49	2.33	1	20	4	8	-	-	-	-	0.0	-	6.60	4.20	4.24	4.06	-	-	-	-	-	5.07	7.93	-	-	-	5.94	4.19	4.94	3.93	7.65	8	-	0	7.38	8.41	4.44	5.56	7.62	6.80	-	-	4.4
CZ	KDU-ČSL	KDU-CSL	2014	2020.1	5.93	5.57	-	-	6.21	-	-	2.46	7.33	-	82523	5.54	-	-	-	4.83	0	4.77	2013	-	4.58	10	5.75	-	-	-	1	-	5.38	6.36	1.38	-	-	-	5.75	-	6	-	6.08	-	6.5	-	6.40	2.5	1	15	4	7.64	-	-	7.21	-	0.5	-	7	-	-	3	-	13	15	14	-	-	7.73	5.08	-	-	-	4.92	-	3.82	-	9.15	-	7	-	8.15	4.90	-	8	-	-	-	6.8
CZ	KDU-ČSL	KDU-CSL	2019	2020.1	5.89	5.54	2.90	2.43	5.89	-	4.88	2.85	6	-	82523	5.26	-	-	-	4.72	0	4.65	2017	4.08	5.52	7.24	5.54	-	-	3.28	-	2.14	4.71	5.91	2.15	-	-	-	-	-	4.96	-	6.08	-	6.22	-	6.33	-	1	27	4	7.78	2.13	3	7.65	-	0.0	3.28	6.65	5.93	-	-	6.32	-	-	-	2.88	5.08	7.11	5.89	3.08	5.46	5.88	4.46	-	4.80	-	8.5	5.16	5	-	7.67	4.69	-	7.23	-	-	-	5.8
CZ	KSCM	KSCM	2002	2020.1	0.91	0.86	-	-	-	-	-	-	-	-	82220	-	-	-	-	-	0	-	2002	-	-	-	-	-	4.69	2	-	-	-	4.5	3.40	-	3.63	4.25	2.73	-	1.76	-	2.24	-	2.72	-	5	-	0	18	6	7.82	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20.5	-	-	-	-	-	-	-	-	18.5
CZ	KSCM	KSCM	2006	2020.1	0.86	1.0	-	-	-	-	-	-	6.75	4.5	82220	-	5.75	5.75	6.33	1.17	0	-	2006	-	-	20.30	5	5	-	-	-	-	-	4.5	2	-	-	-	2.6	-	2	-	2.57	-	2.5	-	5.83	4	1	8	6	7.67	-	-	-	-	0.0	-	5	2.75	-	-	-	-	-	-	-	-	6.67	-	-	-	9.40	.5	3.75	5.75	4.20	0.80	-	13	3	4.75	.5	6.17	3.60	3	0.40	6.80	12.8
