country	pm_id	ches_id	year	chesversion	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_three	mip_two	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote
BE	Agalev	AGALEV	1999	2020.1	2.44	2.12	-	-	-	-	-	-	-	-	21112	-	-	-	-	-	1	-	1999	-	-	7.46	-	-	-	5.88	-	-	-	6.57	1.67	-	6	6.89	6.78	6.38	5.11	-	-	-	6.0	-	3.61	-	1	9	7	1.25	-	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	7
BE	Agalev	AGALEV	2002	2020.1	2.64	2.45	-	-	-	-	-	-	-	-	21112	-	-	-	-	-	1	-	1999	-	-	7.46	-	-	3.25	5.6	-	-	-	5.33	2.67	-	6.33	6.8	6.7	-	5.1	-	3.78	-	5.95	-	4.83	-	1	11	7	1.55	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	7
BE	Agalev	AGALEV	2019	2020.1	2.42	2.67	2	3	6.25	-	2.78	2.36	2.08	-	21112	2	-	-	-	2.20	1	2.36	2019	9.5	0.83	7.81	2	-	-	6	-	1.29	4.75	5.88	2.5	-	-	-	-	-	5.67	-	4.78	-	6.58	-	4.82	-	1	12	7	1.17	1.67	1	6.42	-	0.0	2.09	2.25	5.58	-	-	4	-	-	-	2.7	5.82	1.92	1.92	5.64	5.91	7	2.25	-	6.08	-	1.80	0.11	5.40	-	0.91	2.33	-	1.90	-	-	-	6.1
BE	Agora	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BE	B.U.B.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BE	BANAAN	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BE	Be.One	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BE	CD&V	CD&V	2002	2020.1	5.95	5.82	-	-	-	-	-	-	-	-	21521	-	-	-	-	-	1	-	1999	-	-	13.49	-	-	6	6.45	-	-	-	4.67	1.82	-	5.78	5.11	6.18	-	6.63	-	5.8	-	6.64	-	5.17	-	1	11	4	7	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14.7	-	-	-	-	-	-	-	-	14.1
BE	CD&V	CD&V	2006	2020.1	5.56	5.56	-	-	-	-	-	-	6.38	6.88	21521	-	6.38	6.38	6.38	5.33	1	-	2003	-	-	13.05	5.33	5.14	-	-	-	-	-	6.14	1.89	-	-	-	6.33	-	6.13	-	5.67	-	6.3	-	4	3.56	1	10	4	7.25	-	-	-	-	0.0	-	5.88	5.63	-	-	-	-	-	-	-	-	7.13	-	-	-	6	3.63	7	3.63	5.88	6.5	-	14	6.88	6.44	5.5	5.88	6.80	4.20	6.29	3.57	13.3
BE	CD&V	CD&V	2010	2020.1	5.79	5.40	-	-	-	-	-	-	5.18	5.09	21521	-	-	-	3.75	5.33	1	-	2010	4.33	5.5	14.43	5.10	4.20	-	-	1	-	-	6.20	2.33	-	-	-	6.69	-	6.79	-	6.14	-	6.73	-	6.22	4.46	1	16	4	6.60	-	-	-	-	1.0	-	5.58	5	3.10	3.73	-	-	-	-	-	5.55	6.17	-	-	-	5.92	4.18	7.58	2.83	5.45	7.09	-	11.3	5.36	5.82	4.92	5.54	6.5	3.5	-	-	10.85
