Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
ES-PV	politicalParty	EAJ-PNV	EAJ/PNV	-	Euzko Alderdi Jeltzalea	-	1895-07-31	-	-
ES-PV	politicalParty	EHBildu	EH Bildu	-	Euskal Herria Bildu	-	2012-06-12	-	-
ES-PV	politicalParty	PSE-EE	PSE-EE	-	Euskadiko Alderdi Sozialista - Euskadiko Ezkerra	-	1993	-	-
ES-PV	politicalParty	EP-IU	EP-IU	-	Elkarrekin Podemos - IU	-	2016-08-11	-	-
ES-PV	politicalParty	PP	PP	-	Alderdi Popularra	-	1990-01-01	-	-
ES-PV	politicalParty	PP-Cs	PP+Cs	-	Alderdi Popularra + Ciudadanos	-	2020-02-21	-	-
ES-PV	parliamentaryGroup	EzAn-IU	EzAn-IU	-	Ezker Anitza	-	2012-01-28	-	-
ES-PV	parliamentaryGroup	Vox	Vox	-	Vox	-	2013-12-17	-	-
ES-PV	politicalParty	UPyD	UPyD	-	-	-	2007-09-26	2020-12-06	-
