country	eastwest	eumember	year	expert	party_id	cmp_id	party	vote	seat	electionyear	epvote	family	govt	eu_position	eu_salience	eu_dissent	eu_blur	eu_benefit	eu_ep	eu_fiscal	eu_intmark	eu_employ	eu_budgets	eu_agri	eu_cohesion	eu_environ	eu_asylum	eu_foreign	eu_turkey	lrgen	lrecon	lrecon_salience	lrecon_dissent	lrecon_blur	galtan	galtan_salience	galtan_dissent	galtan_blur	spendvtax	spendvtax_salience	deregulation	dereg_salience	redistribution	redist_salience	econ_interven	civlib_laworder	civlib_salience	sociallifestyle	social_salience	religious_principles	relig_salience	immigrate_policy	immigrate_salience	immigrate_dissent	multiculturalism	multicult_salience	multicult_dissent	urban_rural	urban_salience	environment	enviro_salience	cosmo	cosmo_salience	protectionism	regions	region_salience	international_security	international_salience	us	us_salience	ethnic_minorities	ethnic_salience	nationalism	russian_interference	anti_islam_rhetoric	people_vs_elite	antielite_salience	corrupt_salience	members_vs_leadership	mip_one	mip_two	mip_three	chesversion
NL	1	1	2014	11	1020	22953	50PLUS	1.9	1.3	2012	3.7	9	0.0	4.800000190734863	4.8000002	1		1.5	4		4.333333492279053		5.5		3.5			4	3.5	5.25	3.666666746139526	8.125			4.333333492279053	6.125			3.333333253860474		4.5		4.25		6	6		3		2.333333253860474		5			5.5			4.5		5.3333335					5.5		4				5.5		6				5.8000002	2.5		13	14	16	2020.1
NL	1	1	2019	13	1020	22953	50PLUS	3.1	2.7	2017	3.91	9	0.0	3.857142925262451	2.75	3.5	4.3333335				3.857142925262451		3		3.25		3.333333253860474	3.400000095367432		5.083333492279053	4.454545497894287	8.090909	2.5	4.75	5.599999904632568	3.125	2.6666667	6.6666665	3		4.800000190734863		4.400000095367432	6.888888835906982	4.2222223	6.199999809265137		4.666666507720947		4.333333492279053		5.5	3.142857074737549	2.5	6.6666665	3.4285715	2.5	4.400000095367432		5.5714288	2.625			6.1999998	6.3333335						5.166666507720947		6.375	1.6666666	2.8333333	6	4.7272725	1.75	7.3333335				2020.1
NL	1	1	1999	11	1009		CD			1998	.5	1	0.0	1.444444417953491	4.166667	0			3	1.666666626930237		2			1.285714268684387	1.857142806053162	1.285714268684387	1.571428537368774		9.375	8.571428298950195				9.25																																																2020.1
NL	1	1	1999	11	1001	22521	CDA	18.3999996185303	19.299999	1998	26.94000053405762	4	0.0	6.454545497894287	4.7727275	1.8181819			5.818181991577148	5.099999904632568		5.222222328186035			4.714285850524902	5.44444465637207	6.300000190734863	5.900000095367432		5.199999809265137	5.300000190734863				6.727272510528564																																																2020.1
NL	1	1	2002	9	1001	22521	CDA	27.9	28.700001	2002	26.94000053405762	4	1.0	5.78	5.1999998	1.8111112			5		5.25	4.83		5.88	5	4.86	5.63	5.29		6.13	6.22				6.89																																																2020.1
NL	1	1	2006	12	1001	22521	CDA	26.5	27.299999	2006	24.39999961853027	4	1.0	5.33	4.2333331	3.25			5		5.78				4.8			4.86	3.38	6.09	5.56				6.7				4.860000133514404	4.670000076293945	5.800000190734863	4.599999904632568	5.289999961853027	4.599999904632568		6.670000076293945	4.199999809265137	5.670000076293945	5.329999923706055	7.130000114440918	7.199999809265137	6.329999923706055	5.829999923706055		7			6.75	6			5.8000002	5.1999998		4	2.3299999			7	5	5.400000095367432	5.199999809265137											2020.1
NL	1	1	2010	14	1001	22521	CDA	13.6	14	2010	20.04999923706055	4	1.0	5.285714149475098	5.4761901	2.9166667		1	5		5.818181991577148				5.25			5.099999904632568	3.666666746139526	6.285714149475098	6.5				7.142857551574707				6	6.230769157409668	6.25	6.099999904632568	6.090909004211426	5.272727489471436		7.090909004211426	6.090909004211426	5.909090995788574	5.272727489471436	7.727272510528564	7.454545497894287	7	6.272727489471436		7	6.090909		7.599999904632568	5.599999904632568	7	3.909091				5.75	3	2.4000001	6.1999998			6	5.5											2020.1
NL	1	1	2014	11	1001	22521	CDA	8.5	8.6999998	2012	15.2	4	0.0	5.545454502105713	4.7272725	3.7777777		1	4.857142925262451		6.25		4.5714288		6			5.375	3.714285612106323	6.777777671813965	6.55555534362793	6.6666665			6.44444465637207	5.1111112			6.666666507720947		6.777777671813965		6.333333492279053		5.8888888	6.888888835906982		5.44444465637207		6.888888835906982		6.5			6.8888888			7.571428775787354		6.25					3.3333333		3.5				5.714285850524902		6.25				1.4285715	1.3333334		13	14	8	2020.1
NL	1	1	2019	13	1001	22521	CDA	12.4	12.7	2017	12.18	4	1.0	5.333333492279053	4.4166665	2	4.75				6.099999904632568		4.0999999		5.285714149475098		4	4.111111164093018		6.846153736114502	6.692307472229004	5.8333335	3.6666667	3.25	7.153846263885498	6.3333335	2.6666667	3.2	6.25		6.583333492279053		6	6.090909004211426	5.6666665	7		5.727272510528564		7.083333492279053		7	5.636363506317139	5	6.8333335	5.7272725	4.3636365	8		6.5384617	4.0833335			3.909091	2.8						5.583333492279053		6.8333335	3	4	1.6363636	1	1.6666666	6.2727275				2020.1
NL	1	1	2002	9	1016	22526	CU	2.5	2.7	2002		10	0.0	4.22	3.6999996	1.1111112			3.71		3.83	4.33		4.83	4.25	5.25	5	5		6.63	5.33				8.779999999999999																																																2020.1
