country	year	eastwest	party	party_id	eu_position	eu_position_sd	eu_salience	eu_dissent	eu_blur	eu_cohesion	eu_foreign	eu_intmark	eu_budgets	eu_asylum	lrgen	lrecon	lrecon_sd	lrecon_salience	lrecon_dissent	lrecon_blur	galtan	galtan_sd	galtan_salience	galtan_dissent	galtan_blur	immigrate_policy	immigrate_salience	immigrate_dissent	multiculturalism	multicult_salience	multicult_dissent	redistribution	redist_salience	environment	enviro_salience	spendvtax	deregulation	econ_interven	civlib_laworder	sociallifestyle	religious_principles	ethnic_minorities	nationalism	urban_rural	protectionism	regions	russian_interference	anti_islam_rhetoric	people_vs_elite	antielite_salience	corrupt_salience	members_vs_leadership	eu_econ_require	eu_political_require	eu_googov_require
IS	2019		F	4503	1.6	0.89442718	3.8	3.6666667	2						5.1999998	5.0	0.0	7.5999999	1.75	0	3.5999999	2.0736442	4.0	2.25	1	4.8000002	3.5999999	1.8	5.1999998	4	2	3.5999999	5.4000001	6.0	4.4000001	4.5999999	4.5999999	3.2	3.4000001	2.2	3.0	5.5	7	9.0	7.8000002	4	0.0	0	2.4000001	0.40000001	1.6	8			
IS	2019		FIF	4508	1.75	1.5	1.25	3.6666667	3						4.4000001	4.0	0.70710677	6.1999998	1.75	1	5.1999998	1.9235384	5.0	1.6666666	2	7.1999998	4.4000001	2.25	7.75	5.75	.66666669	1.4	8.1999998	7.5	3.0	2	3.5	2.3333333	4.5	3.4000001	3.4000001	5.5	6.25	4.6666665	5	5	0.0	1.8	5.25	6.0	3.5999999	9			
IS	2019		Graen	4502	2.0	1.0	3.0	4	4						2.0	2.4000001	0.89442718	7.0	3.25	0	0.80000001	0.83666003	6.8000002	1	1	2.8	5.8000002	2.4000001	2.4000001	5.4000001	2	1.6	7.4000001	0.60000002	9.1999998	2.2	2.2	0.80000001	1.6	0.60000002	1.4	2	5.8000002	6.0	6.1999998	4.3333335	0.0	0	3.5999999	0.60000002	4.0	7.4000001			
IS	2019		M	4504	1.2	0.44721359	5.5999999	2	.5						6.1999998	6.1999998	1.6431676	8.0	1.5	0	6.4000001	3.2093613	6.1999998	2.25	1	8.0	7.4000001	1.2	8.3999996	7.4000001	1	5.5999999	4.8000002	7.5999999	5.8000002	6.1999998	6.4000001	5.4000001	4.5999999	4.5999999	3.5999999	5	8.6000004	9.0	8	4	0.80000001	2	3.2	4.4000001	1.5	9.3999996			
IS	2019		Pi	4506	4.8000002	0.44721359	4.5999999	3.3333333	4.5						4.0	4.1999998	0.44721359	5.1999998	3.25	2	0.40000001	0.54772258	7.8000002	1.25	1	1.0	6.5999999	1	1.0	5.5999999	1.4	3.2	5.1999998	3.8	5.4000001	3.2	3.8	3.2	.60000002	0.40000001	1.2	1.3333334	1.2	1.4	1.6	6	0.0	0	5.8000002	6.1999998	8.3999996	2.8			
IS	2019		Sam	4505	6.4000001	0.54772258	6.8000002	2.3333333	4						3.2	3.2	0.44721359	7.8000002	3	0	1.6	1.5165751	6.5999999	1.25	1	2.4000001	6.4000001	1.6	2.4000001	5.1999998	1.6	1.8	8.1999998	2.4000001	7.4000001	2.2	3.4000001	2.4000001	1.4	0.2	1.6	2	1.8	2.0	2	6	0.0	0	5.0	1.4	5.8000002	6.4000001			
IS	2019		Sj	4501	1.8	0.83666003	3.4000001	3.3333333	2.5						7.8000002	7.4000001	0.54772258	9.1999998	1.75	0	4.5999999	2.3021729	4.1999998	5.25	2	6.1999998	4.5999999	3	6.4000001	4.8000002	2.8	6.8000002	5.8000002	6.0	4.4000001	7.8000002	7.8000002	6.4000001	4	2.8	3.5999999	4.6666665	7	6.1999998	3.2	4.3333335	1.0	0	1.8	0.2	1.6	8.6000004			
IS	2019		V	4507	6.5999999	0.54772258	8.0	2	2.5						6.8000002	6.5999999	1.3416408	8.6000004	1.75	0	1.2	1.0954452	5.5999999	1.75	1	2.8	4.0	1.6	1.8	4.4000001	1.8	5	4.5999999	2.8	5.4000001	5	7.0	5.8000002	1.2	0.40000001	1.4	2	1.2	1.0	.60000002	6	0.0	0	3.5999999	0.2	4.5999999	7.4000001			
