country	eastwest	eumember	year	expert	party_id	cmp_id	party	vote	seat	electionyear	epvote	family	govt	eu_position	eu_salience	eu_dissent	eu_blur	eu_benefit	eu_ep	eu_fiscal	eu_intmark	eu_employ	eu_budgets	eu_agri	eu_cohesion	eu_environ	eu_asylum	eu_foreign	eu_turkey	lrgen	lrecon	lrecon_salience	lrecon_dissent	lrecon_blur	galtan	galtan_salience	galtan_dissent	galtan_blur	spendvtax	spendvtax_salience	deregulation	dereg_salience	redistribution	redist_salience	econ_interven	civlib_laworder	civlib_salience	sociallifestyle	social_salience	religious_principles	relig_salience	immigrate_policy	immigrate_salience	immigrate_dissent	multiculturalism	multicult_salience	multicult_dissent	urban_rural	urban_salience	environment	enviro_salience	cosmo	cosmo_salience	protectionism	regions	region_salience	international_security	international_salience	us	us_salience	ethnic_minorities	ethnic_salience	nationalism	russian_interference	anti_islam_rhetoric	people_vs_elite	antielite_salience	corrupt_salience	members_vs_leadership	mip_one	mip_two	mip_three	chesversion
BE	1	1	1999	9	105	21112	AGALEV	7	6	1999	7.460000038146973	7	0.5	6.0	3.6111112	1.6666665			6.777777671813965	6.375		6			6.571428775787354	6.888888835906982	5.875	5.111111164093018		2.444444417953491	2.125				1.25																																																2020.1
BE	1	1	2002	11	105	21112	AGALEV	7	6	1999	7.460000038146973	7	1.0	5.95	4.8333335	2.6666667			6.7		3.78	6.33		3.25	5.33	6.8	5.6	5.1		2.64	2.45				1.55																																																2020.1
BE	1	1	2019	12	105	21112	AGALEV	6.1	5.4000001	2019	7.81	7	0.0	6.583333492279053	4.818182	2.5	1.2857143				4.777777671813965		4.75		5.875		6	5.666666507720947		2.416666746139526	2.666666746139526	6.25	3	2	1.166666626930237	6.4166665	1	1.6666666	2.333333253860474		2.200000047683716		2.25	7	2.3636363	2.083333253860474		.9090909361839294		1.799999952316284		2.25	5.583333492279053	2.090909	1.9166666	5.818182	2.7	1.899999976158142		.83333331	9.5			5.909091	6.0833335						2		1.9166666	.11111111	2.7777777	5.6363635	2.3636363	2	4				2020.1
BE	1	1	2002	11	109	21521	CD&V	14.1	14.7	1999	13.48999977111816	4	0.0	6.64	5.1666665	1.8222224			6.18		5.8	5.78		6	4.67	5.11	6.45	6.63		5.95	5.82				7																																																2020.1
BE	1	1	2006	10	109	21521	CD&V	13.3	14	2003	13.05000019073486	4	0.0	6.3	4	1.89			6.33		5.67				6.14			6.13	3.56	5.56	5.563				7.25				5.5	5.880000114440918	5.329999923706055	6.380000114440918	3.630000114440918	6		6.380000114440918	6.880000114440918	6.440000057220459	6.880000114440918	6.5	5.880000114440918	5.880000114440918	5.630000114440918		7.1300001			6.800000190734863	4.199999809265137			6.3800001	6.3800001		3.6300001	7			6.29	3.5699999	5.329999923706055	5.139999866485596											2020.1
BE	1	1	2010	16	109	21521	CD&V	10.85	11.3	2010	14.43000030517578	4	1.0	6.733333110809326	6.2222219	2.3333333		1	6.692307472229004		6.142857074737549				6.199999809265137			6.785714149475098	4.461538314819336	5.785714149475098	5.400000095367432				6.599999904632568				4.92307710647583	5.538461685180664	5.333333492279053	3.75	4.181818008422852	5.916666507720947		5.181818008422852	5.090909004211426	5.818181991577148	5.363636493682861	7.090909004211426	5.454545497894287	5.583333492279053	5		6.1666665	5.5454545		6.5	3.5	5.5	4.3333335				2.8333333	7.5833335	3.7272727	3.0999999			5.099999904632568	4.199999809265137											2020.1
BE	1	1	2014	6	109	21521	CD&V	11.6	12	2014	12.6	4	1.0	6.599999904632568	4	1.5		1	6.599999904632568		6.199999809265137		6		6			6.400000095367432	4.75	5.400000095367432	5.599999904632568	7.4000001			5.599999904632568	3.4000001			6.199999809265137		5.199999809265137		4.800000190734863		5.25	5		3.799999952316284		5.599999904632568		5.400000095367432			4.8000002			7.333333492279053		5.5999999					3.2		3.4000001				5.199999809265137		5.25				2	3		13	14	17	2020.1
BE	1	1	2002	11	108	21522	CDH	5.9	6.6999998	1999	4.949999809265137	4	0.0	6.3	4.8000002	1.7777777			6.11		5.78	5.63		6.13	5.57	5.25	6.3	6.44		5.65	6.0				6.9																																																2020.1
BE	1	1	2006	7	108	21522	CDH	5.5	5.3000002	2003	5.699999809265137	4	0.0	6.57	3.3333333	.86000001			6.33		5.83				6.5			6.33	4.2	5.5	5.83				6.67				4.670000076293945	5.670000076293945	4.670000076293945	5.670000076293945	4	6.329999923706055		6	5.829999923706055	6.5	5.329999923706055	5.829999923706055	6.829999923706055	4.829999923706055	6.829999923706055		5			6.800000190734863	4			4.8299999	4.1700001		7	7.6700001			5	3	3.670000076293945	6.170000076293945											2020.1
BE	1	1	2010	16	108	21522	CDH	5.52	6	2010	4.989999771118164	4	1.0	6.571428775787354	4.7619047	2.3076923		1	6.545454502105713		6.083333492279053				6.5			6.666666507720947	4.909090995788574	4.5	4.0				5.285714149475098				4.615384578704834	5.666666507720947	4.25	4.142857074737549	3.363636255264282	6.166666507720947		4.454545497894287	4.300000190734863	4.181818008422852	4.909090995788574	5.454545497894287	4.454545497894287	3	6		3.9166667	5.818182		5.625	2.75	5.5454545	4.6363635				6.1666665	5.3333335	4.909091	3.2222223			3.200000047683716	5.333333492279053											2020.1
