country	eastwest	eumember	year	expert	party_id	cmp_id	party	vote	seat	electionyear	epvote	family	govt	eu_position	eu_salience	eu_dissent	eu_blur	eu_benefit	eu_ep	eu_fiscal	eu_intmark	eu_employ	eu_budgets	eu_agri	eu_cohesion	eu_environ	eu_asylum	eu_foreign	eu_turkey	lrgen	lrecon	lrecon_salience	lrecon_dissent	lrecon_blur	galtan	galtan_salience	galtan_dissent	galtan_blur	spendvtax	spendvtax_salience	deregulation	dereg_salience	redistribution	redist_salience	econ_interven	civlib_laworder	civlib_salience	sociallifestyle	social_salience	religious_principles	relig_salience	immigrate_policy	immigrate_salience	immigrate_dissent	multiculturalism	multicult_salience	multicult_dissent	urban_rural	urban_salience	environment	enviro_salience	cosmo	cosmo_salience	protectionism	regions	region_salience	international_security	international_salience	us	us_salience	ethnic_minorities	ethnic_salience	nationalism	russian_interference	anti_islam_rhetoric	people_vs_elite	antielite_salience	corrupt_salience	members_vs_leadership	mip_one	mip_two	mip_three	chesversion
PL	0	0	2002	8	2608	92620	AWSP	5.6	0	2001		2	0.0	5.38	5.4333339	3.7555556			3.25		3.5	4.67		4.75	6.33	6.5	2	3.2		7.75	4.38				7.5																																																2020.1
PL	0	1	2014	17	2614		KNP	1.1	0	2011	7.2	2	0.0	1.058823585510254	8	1.25		3	1.411764740943909		3.5625		1.0625		2.285714387893677			1.235294103622437	1.916666626930237	9.529411315917969	9.588234901428224	7.647059			8.823529243469238	8.2352943			9.529411315917969		9.647058486938477		9.588234901428223		9.6470585	8.058823585510254		9.125		6		8.399999618530273			10			3.307692289352417		8.1333332					5.181818		8.181818				8.571428298950195		8.5882349				9.4705887	8.3999996		1	13	5	2020.1
PL	0	1	2019	21	2619		Konfederacia	6.81	1.1	2019	4.55	1	0.0	1.368421077728271	7.3684211	2.2222223	1.3333334				3.857142925262451		1.2777778		3.090909004211426		1.052631616592407	1.055555582046509		9.526315689086914	9.058823585510254	6.0526314	4.3000002	1.7142857	9.526315689086914	9.2631578	2.3846154	.33333334	8.833333015441895		8.9375		8.058823585510254	6.529411792755127	8.6111107	8.611110687255859		9.684210777282715		8.888889312744141		9.736842155456543	8.789473533630371	.77777779	9.0588236	8	.8125	5.266666889190674		8.8235292	3.5263157			6	7						9.5		9.7894735	5.25	8.5555553	7.1538463	9.1111107	6.9333334	6.6666665				2020.1
PL	0	1	2019	21	2617		Kukiz	1.71	1.3	2019	3.69	9	0.0	3.111111164093018	5.2222223	3	5.2222223				5		2.2941177		5.285714149475098		1.894736886024475	2.1875		7.111111164093018	6.75	5.1764708	4.1428571	4.1428571	7.611111164093018	6.3333335	3.5833333	2.8333333	6		6.307692527770996		5.375	5.133333206176758	5.3125	7.722222328186035		7.611111164093018		6.5625		7.777777671813965	6.166666507720947	2.9375	8.2352943	4.5999999	2.3076923	5.125		7.125	2.875			7	4.2666669						7.388888835906982		7.8947368	5.3571429	5.8823528	9.2352943	8.2222223	7.875	7.0588236				2020.1
PL	0	0	2002	8	2607	92713	LPR	7.9	8.3000002	2001		10	0.0	1.0	8.1000004	1.5333334			1		1.5	1.33		4.25	4	2	2	1.2		9.25	2.0				9.75																																																2020.1
PL	0	1	2006	8	2607	92713	LPR	8	7.4000001	2005	15.89999961853027	10	1.0	1.38	7.1000004	.67000002			1.6		1.5				4			1.4	1.67	9.29	1.17				10				1.600000023841858	3.75	1.600000023841858	3.400000095367432	1	8		9.289999961853027	7	10	10	10	10	7	5.329999923706055		8.3299999			6.329999923706055	5			10	10		6.25	4.25			5	5.1999998	9	6.5											2020.1
PL	0	1	2010	15	2607	92713	LPR	1.3	0	2007		10	0.0	1.666666626930237	6.6666665	1.6666666		2.9200001	2.428571462631226		2.5				4.25			1.600000023841858	1.333333373069763	9.25	3.5				9.538461685180664				3.090909004211426	4.083333492279053	3.083333253860474	3.333333253860474	3.5	4.583333492279053		8.833333015441895	6.909090995788574	9.583333015441895	8.416666984558105	9.769230842590332	9.615385055541992	7.888888835906982	5		9.333333	5.3000002		5.538461685180664	5.083333492279053	6.9000001	3.1666667				7	3.8181818	7	5.7777777			8.090909004211426	6.416666507720947											2020.1
PL	0	1	2019	21	2620		Lewica Razem			2019	1.24	6	0.0	6.55555534362793	7.1875	2	2.3333333				5.071428775787354		5		6.571428775787354		6.058823585510254	5.846153736114502		1.277777791023254	1.29411768913269	7.7777777	1.5	1.7142857	1.222222208976746	8.166667	1.8333334	.5	1.388888835906982		2.333333253860474		1.470588207244873	8.25	1.2777778	1.444444417953491		.7222222089767456		.6666666865348816		1.75	6.4375	1.625	1.8	6.2666669	2	2.777777671813965		1.5882353	7.9444447			5.4285712	3.0666666						1		1.1111112	4.7857141	1.8823529	5.875	5.125	6.4705882	3.7647059				2020.1
PL	0	1	2019	21	2618		Nowo	1.64	1.8	2019		3	0.0	6.947368621826172	8.6111107	1.125	.55555558				6.5		5.75		6.333333492279053		5.277777671813965	5.9375		5.157894611358643	7.666666507720947	7.1111112	2.2222223	4.375	2.611111164093018	6.3684211	2.5	2.6666667	6.5		6.75		6.722222328186035	6.176470756530762	6.7894735	2.473684310913086		2.684210538864136		2.333333253860474		3.277777671813965	4.8125	2.9411764	4.2941175	3.6666667	3.7857144	1.421052575111389		4.7222223	5.0588236			2.3888888	2.375						2.736842155456543		2.6842105	5.8666668	1.9444444	4.1999998	2.5882354	5	5.8125				2020.1
PL	0	1	2006	6	2609	92434	PD	2.5	0	2005		3	0.0	6.83	10	0			5.6		6.67				6.67			6	5	4.5	7.4				1.17				6	7	6.800000190734863	6.400000095367432	7.5	5.75		1	7.670000076293945	1	8.199999809265137	2.670000076293945	3.329999923706055	3	3					2	2.599999904632568			1.4	6.8000002		3	5			5.6700001	4.8000002	2.5	6											2020.1
