ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HR_S07.u1	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 7 (2018-03-23 - 2018-05-09)	2018-03-23	2018-05-09	9	7	-	-	-	Reference	Chairperson	MP	HDZ	Klub Hrvatske demokratske zajednice	coalition	Jandroković, Gordan	M	1967
ParlaMint-HR_S07.u2	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 7 (2018-03-23 - 2018-05-09)	2018-03-23	2018-05-09	9	7	-	-	-	Reference	Regular	MP	IDS, PGS, RI	Klub Istarskog demokratskog sabora, Primorsko-goranskog saveza, Liste za Rijeku	opposition	Radin, Furio	M	1950
ParlaMint-HR_S07.u9941	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 7 (2018-03-23 - 2018-05-09)	2018-03-23	2018-05-09	9	7	-	-	-	Reference	Regular	MP	Živi zid i PH	Klub zastupnika Živog zida i Promijenimo Hrvatsku	opposition	Lovrinović, Ivan	M	1960
ParlaMint-HR_S07.u9942	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 7 (2018-03-23 - 2018-05-09)	2018-03-23	2018-05-09	9	7	-	-	-	Reference	Chairperson	MP	HDZ	Klub Hrvatske demokratske zajednice	coalition	Jandroković, Gordan	M	1967
