ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2014-08-25-SDZ7-Izredna-01.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 1, 25.8.2014	2014-08-25	2014-08-25	7	-	1	-	-	Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Brglez, Milan	M	1967
ParlaMint-SI_2014-08-25-SDZ7-Izredna-01.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 1, 25.8.2014	2014-08-25	2014-08-25	7	-	1	-	-	Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Brglez, Milan	M	1967
ParlaMint-SI_2014-08-25-SDZ7-Izredna-01.u169	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 1, 25.8.2014	2014-08-25	2014-08-25	7	-	1	-	-	Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Tonin, Matej	M	1983
ParlaMint-SI_2014-08-25-SDZ7-Izredna-01.u170	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 1, 25.8.2014	2014-08-25	2014-08-25	7	-	1	-	-	Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Brglez, Milan	M	1967
