Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
PL	politicalParty	party.PiS	-	-	Klub Parlamentarny Prawo i Sprawiedliwość	-	-	-	-
PL	politicalParty	party.KO	-	-	Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni	-	-	-	-
PL	politicalParty	party.Lewica	-	-	Koalicyjny Klub Parlamentarny Lewicy (Razem, Sojusz Lewicy Demokratycznej, Wiosna Roberta Biedronia)	-	-	-	-
PL	politicalParty	party.KP-PSL	-	-	Klub Parlamentarny Koalicja Polska - Polskie Stronnictwo Ludowe - Kukiz15	-	-	-	-
PL	politicalParty	party.Konfederacja	-	-	Konfederacja	-	-	-	-
PL	politicalParty	party.Kukiz15	-	-	Klub Parlamentarny Kukiz'15	-	-	-	-
PL	politicalParty	party.Niezrzeszeni	-	-	Posłowie i senatorowie niezrzeszeni	-	-	-	-
PL	politicalParty	party.PrzywrócićPrawo	-	-	Koło Poselskie Przywrócić Prawo	-	-	-	-
PL	politicalParty	party.Teraz	-	-	Koło Poselskie Teraz!	-	-	-	-
PL	politicalParty	party.UPR	-	-	Koło Poselskie Unia Polityki Realnej	-	-	-	-
