Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
FR	parliamentaryGroup	PO723569	NI	-	Non inscrit	-	2017-06-21	-	-
FR	parliamentaryGroup	PO730934	LR	-	Les Républicains	-	2017-06-27	-	-
FR	parliamentaryGroup	PO730940	GDR	-	Gauche démocrate et républicaine	-	2017-06-27	-	-
FR	parliamentaryGroup	PO730946	NG	-	Nouvelle Gauche	-	2017-06-27	2018-09-11	-
FR	parliamentaryGroup	PO730952	LC	-	Les Constructifs : républicains, UDI, indépendants	-	2017-06-27	2017-11-28	-
FR	parliamentaryGroup	PO730958	FI	-	La France insoumise	-	2017-06-27	-	-
FR	parliamentaryGroup	PO730964	LAREM	-	La République en Marche	-	2017-06-27	-	-
FR	parliamentaryGroup	PO730970	MODEM	-	Mouvement Démocrate et apparentés	-	2017-06-27	2020-09-23	-
FR	parliamentaryGroup	PO744425	UDI-AGIR	-	UDI, Agir et Indépendants	-	2017-11-29	2019-06-10	-
FR	parliamentaryGroup	PO758835	SOC	-	Socialistes et apparentés	-	2018-09-12	-	-
FR	parliamentaryGroup	PO759900	LT	-	Libertés et Territoires	-	2018-10-18	-	-
FR	parliamentaryGroup	PO765636	UDI-I	-	UDI et Indépendants	-	2019-06-11	2019-09-27	-
FR	parliamentaryGroup	PO767217	UDI-A-I	-	UDI, Agir et Indépendants	-	2019-09-28	2020-05-25	-
FR	parliamentaryGroup	PO771789	EDS	-	Écologie Démocratie Solidarité	-	2020-05-20	2020-10-16	-
FR	parliamentaryGroup	PO771889	UDI_I	-	UDI et Indépendants	-	2020-05-26	-	-
FR	parliamentaryGroup	PO771923	AGIR-E	-	Agir ensemble	-	2020-05-27	-	-
