ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO_2011-09-30.ud2525e18	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-09-30	2011-09-30	2011-09-30		2009-2013	2011-2012		2011-09-30		Reference	Chairperson	MP	A	Arbeiderpartiet	Coalition	Andersen, Dag Terje	M	1957
ParlaMint-NO_2011-09-30.ud2525e371	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-09-30	2011-09-30	2011-09-30		2009-2013	2011-2012		2011-09-30		Reference	Chairperson	MP	A	Arbeiderpartiet	Coalition	Andersen, Dag Terje	M	1957
