ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK_20201222191005	Hansard of the session of the Danish Parliament (Folketinget), 20201, M43 (2020-12-22), preliminary version	2020-12-22							COVID	Chairperson	MP	-	S	Socialdemokratiet	Coalition	Kristensen, Henrik Dam	M	1957
ParlaMint-DK_20201222191010	Hansard of the session of the Danish Parliament (Folketinget), 20201, M43 (2020-12-22), preliminary version	2020-12-22							COVID	Chairperson	MP	-	S	Socialdemokratiet	Coalition	Kristensen, Henrik Dam	M	1957
ParlaMint-DK_20201222192005	Hansard of the session of the Danish Parliament (Folketinget), 20201, M43 (2020-12-22), preliminary version	2020-12-22							COVID	Chairperson	MP	-	S	Socialdemokratiet	Coalition	Kristensen, Henrik Dam	M	1957
ParlaMint-DK_20201222192040	Hansard of the session of the Danish Parliament (Folketinget), 20201, M43 (2020-12-22), preliminary version	2020-12-22							COVID	Chairperson	MP	-	S	Socialdemokratiet	Coalition	Kristensen, Henrik Dam	M	1957
